"dataset","family","package","version","status","discoveries","elapsed_seconds","note"
"korean_hypertension","DASRA","DASRA","0.6.0","completed",0,1717.77,"The combined result uses every formed component; unavailable component p-values enter as one."
"korean_hypertension","MaAsLin3","maaslin3","1.5.3","completed with unavailable taxa",0,2.05,"TSS normalization and log2 transformation; abundance uses the default median comparison; both arms are required for the joint set."
"korean_hypertension","ZINQ","ZINQ","2.0","completed",0,0.81,"Relative abundance uses the original library size; models adjust for standardized log library size; taus 0.25, 0.50, and 0.75; native Cauchy joint test."
"korean_hypertension","ANCOM-BC2","ANCOMBC","2.10.1","completed with unavailable taxa",0,15.17,"Structural-zero detection and negative lower-bound correction; a raw p-value is set to one when pseudocount sensitivity fails."
"korean_hypertension","LinDA","MicrobiomeStat","1.4","completed",0,0.04,"Adaptive bias correction, 3% winsorization, and a 0.5 pseudo-count; package-level filters disabled."
"korean_hypertension","corncob","corncob","0.4.2","completed",0,7.47,"Robust beta-binomial Wald inference; mean and dispersion models share the adjusted formula; original library size is the binomial denominator."
"korean_hypertension","edgeR","edgeR","4.6.3","completed",4,0.92,"TMM normalization with robust quasi-likelihood fitting; library sizes recomputed after filtering; edgeR expression-filter exclusions remain in the common BH family as one."
"korean_hypertension","DESeq2","DESeq2","1.48.2","completed",1,1.8,"Positive-count size factors, parametric dispersion fit, and Wald test; Cook's handling and independent filtering retained."
"korean_hypertension","metagenomeSeq","metagenomeSeq","1.50.0","completed",12,0.21,"CSS normalization at quantile 0.8868 followed by fitZig."
