"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"korean_hypertension","Unclassified_Coriobacteriaceae","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.997209984796531,0.997209984796531,0.997209984796531,1,1,FALSE,,-0.00349677262390393,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Unclassified_Enterobacteriaceae","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.0154187119795741,0.0154187119795741,0.0154187119795741,0.562782987254455,0.562782987254455,FALSE,,-2.42239190954849,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Unclassified_Firmicutes","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.503863293191409,0.503863293191409,0.503863293191409,0.959094613007167,0.959094613007167,FALSE,,0.668423508969328,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Unclassified_Lachnospiraceae","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.198166487634678,0.198166487634678,0.198166487634678,0.876232813585849,0.876232813585849,FALSE,,1.28679288470158,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Unclassified_Ruminococcaceae","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.163134453007081,0.163134453007081,0.163134453007081,0.850629647822639,0.850629647822639,FALSE,,1.39460676813541,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Veillonella","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.984220568099245,0.984220568099245,0.984220568099245,1,1,FALSE,,-0.0197778744041573,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Weissella","DASRA structural absence","DASRA","structural absence","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.819756763220936,0.819756763220936,0.819756763220936,0.978385974394477,0.978385974394477,FALSE,,-0.227857835040515,"score z; positive values indicate greater structural absence in the comparison group",,
"korean_hypertension","Acidaminococcus","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.12327593884605,0.12327593884605,0.12327593884605,0.574842368698828,0.574842368698828,FALSE,0.544209159755781,1.54116785457392,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Akkermansia","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.0594135271581203,0.0594135271581203,0.0594135271581203,0.441871589434813,0.441871589434813,FALSE,0.879910949199895,1.8851208241907,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Alistipes","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.486875374718537,0.486875374718537,0.486875374718537,0.7672000430786,0.7672000430786,FALSE,-0.0840049262365618,-0.695287135426693,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
