"replication","setting_id","max_probability_sum_error_before_adjustment","max_inactive_tested_probability_error","minimum_other_probability","reservoir_fraction_min","reservoir_fraction_max","minimum_positive_control","minimum_positive_case"
40,"NULL_FOURFOLD",1.11022302462516e-15,0,0.00471660456834209,0.00471660456834209,0.995264580203836,7,10
41,"NULL_BALANCED",8.88178419700125e-16,0,0.00180165271662887,0.00180165271662887,0.986939718255512,11,6
41,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00180165271662887,0.00180165271662887,0.986939718255512,8,5
41,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00180165271662887,0.00180165271662887,0.986939718255512,7,8
42,"NULL_BALANCED",1.33226762955019e-15,0,0.00918236943424934,0.00918236943424934,0.953214895413349,9,11
42,"NULL_BALANCED_LOW",1.33226762955019e-15,0,0.00918236943424934,0.00918236943424934,0.953214895413349,7,7
42,"NULL_FOURFOLD",1.33226762955019e-15,0,0.00918236943424934,0.00918236943424934,0.953214895413349,7,11
43,"NULL_BALANCED",9.99200722162641e-16,0,0.00742056469758571,0.00742056469758571,0.918545508931016,11,10
43,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.00742056469758571,0.00742056469758571,0.918545508931016,11,8
43,"NULL_FOURFOLD",9.99200722162641e-16,0,0.00742056469758571,0.00742056469758571,0.918545508931016,7,9
44,"NULL_BALANCED",8.88178419700125e-16,0,0.00169705775465532,0.00169705775465532,0.902400691740888,9,8
44,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00169705775465532,0.00169705775465532,0.902400691740888,7,7
44,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00169705775465532,0.00169705775465532,0.902400691740888,7,11
