"setting_id","scenario","depth_design","method","component","multiplicity","metric","n_replications","estimate","mcse","ci95_lower","ci95_upper"
"NULL_BALANCED","global_null","BALANCED","DASRA","structural_absence","BH","fdp",100,0.05,0.021904291355759,0.00706837783584027,0.0929316221641597
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","observed_prevalence","BH","fdp",100,0.02,0.014070529413629,0,0.0475777308941242
"NULL_BALANCED","global_null","BALANCED","DASRA","present_conditional_abundance","BH","fdp",100,0.08,0.0272659924344291,0.0265596368257773,0.133440363174223
"NULL_BALANCED","global_null","BALANCED","ZINQ","observed_prevalence","BH","fdp",100,0.02,0.014070529413629,0,0.0475777308941242
"NULL_BALANCED","global_null","BALANCED","ZINQ","detected_quantile_abundance","BH","fdp",100,0.04,0.0196946385566932,0.00139921774034733,0.0786007822596526
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","detected_log_abundance","BH","fdp",100,0.04,0.0196946385566932,0.00139921774034737,0.0786007822596526
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","structural_absence","BH","fdp",100,0.15,0.0358870281282637,0.0796627173564273,0.220337282643573
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","observed_prevalence","BH","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","present_conditional_abundance","BH","fdp",100,0.15,0.0358870281282637,0.0796627173564273,0.220337282643573
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","observed_prevalence","BH","fdp",100,0.04,0.0196946385566932,0.00139921774034738,0.0786007822596526
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","detected_quantile_abundance","BH","fdp",100,0.03,0.0171446607997765,0,0.0636029176947177
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","detected_log_abundance","BH","fdp",100,0.03,0.0171446607997765,0,0.0636029176947177
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","structural_absence","BH","fdp",100,0.17,0.0377525168068637,0.0960064267328041,0.243993573267196
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","observed_prevalence","BH","fdp",100,0.02,0.014070529413629,0,0.0475777308941242
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","present_conditional_abundance","BH","fdp",100,0.05,0.0219042913557591,0.00706837783584021,0.0929316221641598
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","observed_prevalence","BH","fdp",100,0.06,0.0238683256575942,0.0132189413398421,0.106781058660158
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","detected_quantile_abundance","BH","fdp",100,0.06,0.0238683256575942,0.0132189413398421,0.106781058660158
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","detected_log_abundance","BH","fdp",100,0.05,0.0219042913557591,0.00706837783584022,0.0929316221641598
"NULL_BALANCED","global_null","BALANCED","DASRA","structural_absence","BY","fdp",100,0.03,0.0171446607997765,0,0.0636029176947177
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","observed_prevalence","BY","fdp",100,0,0,0,0
"NULL_BALANCED","global_null","BALANCED","DASRA","present_conditional_abundance","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED","global_null","BALANCED","ZINQ","observed_prevalence","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED","global_null","BALANCED","ZINQ","detected_quantile_abundance","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","detected_log_abundance","BY","fdp",100,0.02,0.014070529413629,0,0.0475777308941242
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","structural_absence","BY","fdp",100,0.12,0.032659863237109,0.0559878443152625,0.184012155684737
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","observed_prevalence","BY","fdp",100,0,0,0,0
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","present_conditional_abundance","BY","fdp",100,0.08,0.0272659924344291,0.0265596368257774,0.133440363174223
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","observed_prevalence","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","detected_quantile_abundance","BY","fdp",100,0,0,0,0
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","detected_log_abundance","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","structural_absence","BY","fdp",100,0.13,0.0337997668989631,0.0637536741921834,0.196246325807817
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","observed_prevalence","BY","fdp",100,0,0,0,0
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","present_conditional_abundance","BY","fdp",100,0.02,0.014070529413629,0,0.0475777308941242
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","observed_prevalence","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","detected_quantile_abundance","BY","fdp",100,0,0,0,0
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","detected_log_abundance","BY","fdp",100,0.01,0.01,0,0.0295996398454005
"NULL_BALANCED","global_null","BALANCED","DASRA","structural_absence","raw","available_conditional_raw_null_rate",100,0.0368376284556376,0.00271726690730305,0.0315118831809411,0.0421633737303341
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0436,0.0029457039425529,0.0378265263634787,0.0493734736365213
"NULL_BALANCED","global_null","BALANCED","DASRA","present_conditional_abundance","raw","available_conditional_raw_null_rate",100,0.0535320278335887,0.00306959716687965,0.0475157279394584,0.059548327727719
"NULL_BALANCED","global_null","BALANCED","ZINQ","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0464,0.0029525541074764,0.0406131002869404,0.0521868997130595
"NULL_BALANCED","global_null","BALANCED","ZINQ","detected_quantile_abundance","raw","available_conditional_raw_null_rate",100,0.0568,0.00327488144592266,0.0503813503123531,0.0632186496876469
"NULL_BALANCED","global_null","BALANCED","MaAsLin 3","detected_log_abundance","raw","available_conditional_raw_null_rate",100,0.0434,0.00288577143372041,0.0377439919222935,0.0490560080777065
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","structural_absence","raw","available_conditional_raw_null_rate",100,0.0423944698261667,0.002994699329125,0.0365249669965554,0.0482639726557779
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0412,0.00316317191528639,0.0350002969691301,0.0473997030308699
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","DASRA","present_conditional_abundance","raw","available_conditional_raw_null_rate",100,0.0496171841960572,0.0038313008270265,0.0421079725611468,0.0571263958309677
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0436,0.00314472461899177,0.0374364530054797,0.0497635469945203
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","ZINQ","detected_quantile_abundance","raw","available_conditional_raw_null_rate",100,0.0604,0.00361791278630275,0.0533090212396397,0.0674909787603603
"NULL_BALANCED_LOW","global_null","BALANCED_LOW","MaAsLin 3","detected_log_abundance","raw","available_conditional_raw_null_rate",100,0.0442,0.00313075328980362,0.0380638363075046,0.0503361636924954
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","structural_absence","raw","available_conditional_raw_null_rate",100,0.0470782106829781,0.00289226113507702,0.0414094830243422,0.052746938341614
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0444,0.00267544011294961,0.039156233735825,0.049643766264175
"NULL_FOURFOLD","global_null","FOURFOLD","DASRA","present_conditional_abundance","raw","available_conditional_raw_null_rate",100,0.0489062490901719,0.00335721974129642,0.0423262193090441,0.0554862788712998
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","observed_prevalence","raw","available_conditional_raw_null_rate",100,0.0504,0.00298792181418403,0.0445437808555777,0.0562562191444223
"NULL_FOURFOLD","global_null","FOURFOLD","ZINQ","detected_quantile_abundance","raw","available_conditional_raw_null_rate",100,0.0646,0.00370481532139681,0.0573386954006901,0.0718613045993099
"NULL_FOURFOLD","global_null","FOURFOLD","MaAsLin 3","detected_log_abundance","raw","available_conditional_raw_null_rate",100,0.0402,0.00250244325054979,0.0352953013555671,0.0451046986444329
