"setting_id","method","n_replications","median_runtime_seconds","q25_runtime_seconds","q75_runtime_seconds"
"NULL_BALANCED","DASRA",100,31.882,30.76375,33.15975
"NULL_BALANCED","MaAsLin 3",100,0.733999999999952,0.715000000000003,0.776500000000013
"NULL_BALANCED","ZINQ",100,0.173000000000002,0.169000000000068,0.176999999999936
"NULL_BALANCED_LOW","DASRA",100,32.6395,31.00925,34.69375
"NULL_BALANCED_LOW","MaAsLin 3",100,0.724500000000035,0.705999999999904,0.770249999999976
"NULL_BALANCED_LOW","ZINQ",100,0.170000000000073,0.166999999999994,0.175249999999991
"NULL_FOURFOLD","DASRA",100,32.1575,30.89225,33.6587500000001
"NULL_FOURFOLD","MaAsLin 3",100,0.720500000000044,0.698749999999961,0.756250000000065
"NULL_FOURFOLD","ZINQ",100,0.172000000000025,0.16700000000003,0.177000000000021
