"dataset","family","package","version","status","discoveries","elapsed_seconds","note"
"ravel_vaginal_ethnicity","SACAT","SACAT","0.6.0","completed with unavailable taxa",50,246.93,"The combined result uses every formed component; unavailable component p-values enter as one."
"ravel_vaginal_ethnicity","MaAsLin3","maaslin3","1.5.3","completed",44,0.74,"TSS normalization and log2 transformation; abundance uses the default median comparison; both arms are required for the joint set."
"ravel_vaginal_ethnicity","ZINQ","ZINQ","2.0","completed",52,0.18,"Relative abundance uses the original library size; models adjust for standardized log library size; taus 0.25, 0.50, and 0.75; native Cauchy joint test."
"ravel_vaginal_ethnicity","ANCOM-BC2","ANCOMBC","2.10.1","completed with unavailable taxa",9,7.86,"Structural-zero detection and negative lower-bound correction; the p-value used for harmonized BH adjustment is set to one when pseudocount sensitivity fails."
"ravel_vaginal_ethnicity","LinDA","MicrobiomeStat","1.4","completed",27,0.03,"Adaptive bias correction, 3% winsorization, and a 0.5 pseudo-count; package-level filters disabled."
"ravel_vaginal_ethnicity","corncob","corncob","0.4.2","completed",26,1.13,"Robust beta-binomial Wald inference; mean and dispersion models share the adjusted formula; original library size is the binomial denominator."
"ravel_vaginal_ethnicity","edgeR","edgeR","4.6.3","completed with unavailable taxa",0,0.05,"TMMwsp normalization with robust quasi-likelihood fitting; pre-filter library sizes retained for zero-count samples; edgeR expression-filter exclusions remain in the common BH family as one."
"ravel_vaginal_ethnicity","DESeq2","DESeq2","1.48.2","completed",10,1.23,"Positive-count size factors, parametric dispersion fit, Wald test, and Cook's handling; harmonized BH adjustment uses all prespecified taxa."
"ravel_vaginal_ethnicity","metagenomeSeq","metagenomeSeq","1.50.0","completed",37,0.07,"CSS normalization at quantile 0.5000 followed by fitZig."
