"dataset","family","package","version","status","discoveries","elapsed_seconds","note"
"microbiomehd_zupancic_obesity","SACAT","SACAT","0.6.0","completed with unavailable taxa",0,314.44,"The combined result uses every formed component; unavailable component p-values enter as one."
"microbiomehd_zupancic_obesity","MaAsLin3","maaslin3","1.5.3","completed",0,0.95,"TSS normalization and log2 transformation; abundance uses the default median comparison; both arms are required for the joint set."
"microbiomehd_zupancic_obesity","ZINQ","ZINQ","2.0","completed",1,0.2,"Relative abundance uses the original library size; models adjust for standardized log library size; taus 0.25, 0.50, and 0.75; native Cauchy joint test."
"microbiomehd_zupancic_obesity","ANCOM-BC2","ANCOMBC","2.10.1","completed",0,3.47,"Structural-zero detection and negative lower-bound correction; the p-value used for harmonized BH adjustment is set to one when pseudocount sensitivity fails."
"microbiomehd_zupancic_obesity","LinDA","MicrobiomeStat","1.4","completed",0,0.03,"Adaptive bias correction, 3% winsorization, and a 0.5 pseudo-count; package-level filters disabled."
"microbiomehd_zupancic_obesity","corncob","corncob","0.4.2","completed",0,0.71,"Robust beta-binomial Wald inference; mean and dispersion models share the adjusted formula; original library size is the binomial denominator."
"microbiomehd_zupancic_obesity","edgeR","edgeR","4.6.3","completed with unavailable taxa",1,0.08,"TMM normalization with robust quasi-likelihood fitting; edgeR expression-filter exclusions remain in the common BH family as one."
"microbiomehd_zupancic_obesity","DESeq2","DESeq2","1.48.2","completed",0,1.65,"Positive-count size factors, parametric dispersion fit, Wald test, and Cook's handling; harmonized BH adjustment uses all prespecified taxa."
"microbiomehd_zupancic_obesity","metagenomeSeq","metagenomeSeq","1.50.0","completed",5,0.09,"CSS normalization at quantile 0.5000 followed by fitZig."
