"dataset","taxon","minimum_positive_H","minimum_positive_Case","minimum_positive_both","mean_positive_H","mean_positive_Case","mean_positive_both","replicates_at_least_20","replicates_at_least_18","replicates_below_18"
"JieZ_2017","Lachnospiraceae_unclassified",53,59,53,59.69,67.09,59.09,100,100,0
"JieZ_2017","Klebsiella",44,53,44,52.74,61.31,52.43,100,100,0
"JieZ_2017","Streptococcus",67,80,67,75,88.37,74.99,100,100,0
"JieZ_2017","Parabacteroides",88,94,88,93.89,97.34,93.72,100,100,0
"JieZ_2017","Blautia",85,94,85,90.64,97.84,90.64,100,100,0
"JieZ_2017","Collinsella",54,59,54,63.85,68.82,62.92,100,100,0
"JieZ_2017","Coprococcus",57,65,57,64.98,72.03,64.4,100,100,0
"JieZ_2017","Phascolarctobacterium",63,74,63,74.62,83.89,74.33,100,100,0
"JieZ_2017","Megamonas",39,45,39,46.24,54.01,45.86,100,100,0
"JieZ_2017","Anaerostipes",68,77,68,77.35,84.72,77.18,100,100,0
"JieZ_2017","Dorea",73,81,73,82.79,87.32,82.24,100,100,0
"JieZ_2017","Veillonella",34,44,34,43.28,57.63,43.14,100,100,0
"JieZ_2017","Firmicutes_unclassified",52,63,52,62.99,72.15,62.81,100,100,0
"JieZ_2017","Fusicatenibacter",65,73,65,73.63,79.88,73.28,100,100,0
"JieZ_2017","Fusobacterium",30,40,30,40.32,48.66,39.92,100,100,0
"JieZ_2017","Flavonifractor",70,86,70,79.41,92.85,79.41,100,100,0
"JieZ_2017","Dialister",21,24,21,27.21,31.47,26.56,100,100,0
"JieZ_2017","Ruthenibacterium",61,76,61,71.9,84.78,71.76,100,100,0
"Qiita11993Colombia","Prevotella",91,97,91,95.8,99.23,95.79,100,100,0
"Qiita11993Colombia","Akkermansia",69,81,69,78.63,89.33,78.5,100,100,0
"Qiita11993Colombia","Ruminococcus",94,96,94,97.34,98.59,97.02,100,100,0
"Qiita11993Colombia","Bifidobacterium",76,86,76,84.34,90.95,84.26,100,100,0
"Qiita11993Colombia","Bacteroides",87,95,87,93.66,98.89,93.66,100,100,0
"Qiita11993Colombia","Methanobrevibacter",48,58,48,56.81,67.35,56.58,100,100,0
"Qiita11993Colombia","Collinsella",86,91,86,92.99,95.48,92.58,100,100,0
"Qiita11993Colombia","Streptococcus",78,93,78,89.92,97.67,89.91,100,100,0
"Qiita11993Colombia","Coprococcus",94,98,94,97.58,99.5,97.51,100,100,0
"Qiita11993Colombia","Blautia",93,98,93,96.57,99.35,96.56,100,100,0
"Qiita11993Colombia","Faecalibacterium",91,95,91,95.54,98.02,95.45,100,100,0
"Qiita11993Colombia","Dialister",45,65,45,59.44,72.53,59.43,100,100,0
"Qiita11993Colombia","[Eubacterium]",54,62,54,62.39,74.16,62.32,100,100,0
"Qiita11993Colombia","Catenibacterium",42,50,42,54.15,62.53,53.45,100,100,0
"Qiita11993Colombia","Clostridium",77,89,77,86.42,95.69,86.38,100,100,0
"Qiita11993Colombia","Dorea",84,94,84,89.89,97.17,89.89,100,100,0
"Qiita11993Colombia","[Ruminococcus]",72,91,72,81.6,94.5,81.6,100,100,0
"Qiita11993Colombia","Roseburia",76,88,76,82.02,92.91,82.02,100,100,0
"Qiita11993Colombia","Slackia",52,64,52,61.88,72.05,61.85,100,100,0
"Qiita11993Colombia","Phascolarctobacterium",37,50,37,46.23,61.12,46.18,100,100,0
"Qiita11993Colombia","Oscillospira",75,90,75,84.16,95.66,84.16,100,100,0
"Qiita11993Colombia","Desulfovibrio",35,49,35,46.39,62.86,46.33,100,100,0
"Qiita11993Colombia","Parabacteroides",59,79,59,70.17,86.39,70.16,100,100,0
"Qiita11993Colombia","Haemophilus",32,51,32,42.89,62.16,42.85,100,100,0
"Qiita11993Colombia","Enterococcus",27,39,27,35.76,48.59,35.75,100,100,0
"Qiita11993Colombia","Megasphaera",20,29,20,28.78,37.56,28.44,100,100,0
"Qiita11993Colombia","Paraprevotella",33,47,33,44.13,55.56,43.93,100,100,0
"Qiita11993Colombia","Bulleidia",21,35,21,30.8,43.96,30.76,100,100,0
"Qiita11993Colombia","Klebsiella",22,33,22,30.13,41.87,30.06,100,100,0
"Qiita11993Colombia","[Prevotella]",28,29,28,35.9,41.09,34.72,100,100,0
"LiJ_2014","Bacteroides",98,99,98,99.54,99.68,99.23,100,100,0
"LiJ_2014","Phocaeicola",93,94,93,96.46,97.58,95.93,100,100,0
"LiJ_2014","Prevotella",51,61,51,59.34,66.8,59.13,100,100,0
"LiJ_2014","Faecalibacterium",83,84,83,87.52,89.81,86.65,100,100,0
"LiJ_2014","Alistipes",89,91,89,92.82,95.86,92.57,100,100,0
"LiJ_2014","Roseburia",87,89,87,92,93.65,91.35,100,100,0
"LiJ_2014","Parabacteroides",91,92,91,94.68,95.21,93.84,100,100,0
"LiJ_2014","Ruminococcus",72,74,72,78.53,81.85,77.53,100,100,0
"LiJ_2014","Butyrivibrio",21,21,21,28.12,30.5,26.67,100,100,0
"LiJ_2014","Lachnospiraceae_unclassified",68,75,68,74.53,82.65,74.36,100,100,0
"LiJ_2014","Lachnospira",75,78,75,82.13,85,81.14,100,100,0
"LiJ_2014","Bifidobacterium",74,83,74,83.52,89.56,83.22,100,100,0
"LiJ_2014","Akkermansia",38,44,38,45.08,53.82,44.87,100,100,0
"LiJ_2014","Eubacterium",82,87,82,87.67,92.52,87.39,100,100,0
"LiJ_2014","Escherichia",49,59,49,57.4,68.61,57.29,100,100,0
"LiJ_2014","Firmicutes_unclassified",74,81,74,81.69,87.84,81.49,100,100,0
"LiJ_2014","Coprococcus",78,81,78,83.75,86.73,83.04,100,100,0
"LiJ_2014","Ruminococcaceae_unclassified",52,68,52,63.52,76.8,63.51,100,100,0
"LiJ_2014","Mediterraneibacter",87,94,87,92.7,97,92.65,100,100,0
"LiJ_2014","Barnesiella",63,65,63,70.7,72.89,69.37,100,100,0
"LiJ_2014","Anaerostipes",82,91,82,89.09,94.83,88.97,100,100,0
"LiJ_2014","Blautia",83,96,83,91.93,98.3,91.93,100,100,0
"LiJ_2014","Dorea",86,91,86,92.45,94.46,91.92,100,100,0
"LiJ_2014","Clostridium",65,77,65,75.25,83.58,75.11,100,100,0
"LiJ_2014","Collinsella",72,80,72,80.43,85.81,80.05,100,100,0
"LiJ_2014","Phascolarctobacterium",52,54,52,60.72,63.68,59.21,100,100,0
"LiJ_2014","Fusicatenibacter",75,79,75,81.38,85.73,80.83,100,100,0
"LiJ_2014","Oscillibacter",58,66,58,67.27,72.84,66.64,100,100,0
"LiJ_2014","Odoribacter",72,78,72,81.4,84.29,80.48,100,100,0
"LiJ_2014","Anaerobutyricum",76,83,76,83.48,89.04,83.11,100,100,0
"Atlas1006","Faecalibacterium prausnitzii et rel.",99,100,99,99.97,100,99.97,100,100,0
"Atlas1006","Oscillospira guillermondii et rel.",98,99,98,99.9,99.99,99.89,100,100,0
"Atlas1006","Prevotella melaninogenica et rel.",88,98,88,94.58,99.82,94.58,100,100,0
"Atlas1006","Bacteroides vulgatus et rel.",98,99,98,99.49,99.99,99.49,100,100,0
"Atlas1006","Ruminococcus obeum et rel.",99,100,99,99.96,100,99.96,100,100,0
"Atlas1006","Subdoligranulum variable at rel.",99,100,99,99.94,100,99.94,100,100,0
"Atlas1006","Sporobacter termitidis et rel.",98,100,98,99.63,100,99.63,100,100,0
"Atlas1006","Clostridium cellulosi et rel.",98,100,98,99.64,100,99.64,100,100,0
"Atlas1006","Coprococcus eutactus et rel.",97,99,97,99.11,99.99,99.11,100,100,0
"Atlas1006","Clostridium symbiosum et rel.",99,100,99,99.96,100,99.96,100,100,0
"Atlas1006","Clostridium orbiscindens et rel.",98,100,98,99.83,100,99.83,100,100,0
"Atlas1006","Uncultured Clostridiales I",94,99,94,97.19,99.94,97.19,100,100,0
"Atlas1006","Butyrivibrio crossotus et rel.",99,100,99,99.91,100,99.91,100,100,0
"Atlas1006","Dorea formicigenerans et rel.",98,100,98,99.83,100,99.83,100,100,0
"Atlas1006","Allistipes et rel.",95,98,95,97.84,99.91,97.82,100,100,0
"Atlas1006","Bifidobacterium",87,99,87,94.25,99.76,94.25,100,100,0
"Atlas1006","Prevotella oralis et rel.",74,94,74,81.55,97.77,81.55,100,100,0
"Atlas1006","Anaerostipes caccae et rel.",95,99,95,98.58,99.96,98.56,100,100,0
"Atlas1006","Clostridium leptum et rel.",95,99,95,98.29,99.94,98.29,100,100,0
"Atlas1006","Uncultured Clostridiales II",93,99,93,97.72,99.96,97.72,100,100,0
"Atlas1006","Clostridium sphenoides et rel.",98,100,98,99.57,100,99.57,100,100,0
"Atlas1006","Bryantella formatexigens et rel.",96,100,96,99.34,100,99.34,100,100,0
"Atlas1006","Lachnospira pectinoschiza et rel.",97,99,97,99.19,99.99,99.19,100,100,0
"Atlas1006","Ruminococcus bromii et rel.",86,94,86,92.56,98.05,92.51,100,100,0
"Atlas1006","Ruminococcus callidus et rel.",94,99,94,97.76,99.88,97.76,100,100,0
"Atlas1006","Clostridium difficile et rel.",82,96,82,88.66,99.4,88.66,100,100,0
"Atlas1006","Outgrouping clostridium cluster XIVa",95,99,95,98.42,99.99,98.42,100,100,0
"Atlas1006","Eubacterium ventriosum et rel.",90,96,90,95.12,99.57,95.12,100,100,0
"Atlas1006","Lachnobacillus bovis et rel.",92,99,92,97.39,99.89,97.39,100,100,0
"Atlas1006","Streptococcus bovis et rel.",86,97,86,91.95,99.35,91.95,100,100,0
"SchirmerM_2016","Bifidobacterium",95,95,95,97.66,98.03,97.04,100,100,0
"SchirmerM_2016","Ruminococcus",83,84,83,88.85,89.75,87.56,100,100,0
"SchirmerM_2016","Faecalibacterium",96,97,96,98.66,98.32,97.68,100,100,0
"SchirmerM_2016","Bacteroides",98,99,98,99.72,99.94,99.66,100,100,0
"SchirmerM_2016","Prevotella",41,43,41,48.29,52,46.81,100,100,0
"SchirmerM_2016","Roseburia",94,97,94,98.01,98.92,97.67,100,100,0
"SchirmerM_2016","Lachnospiraceae_unclassified",86,89,86,90.02,93.95,89.83,100,100,0
"SchirmerM_2016","Phocaeicola",98,100,98,99.75,100,99.75,100,100,0
"SchirmerM_2016","Collinsella",87,88,87,91.88,93.25,90.81,100,100,0
"SchirmerM_2016","Fusicatenibacter",94,94,94,97.12,97.49,96.4,100,100,0
"SchirmerM_2016","Dorea",98,98,98,99.06,99.07,98.69,100,100,0
"SchirmerM_2016","Coprococcus",95,95,95,97.28,97.58,96.51,100,100,0
"SchirmerM_2016","Alistipes",89,93,89,93.49,96.06,93.18,100,100,0
"SchirmerM_2016","Mediterraneibacter",95,96,95,97.64,98.87,97.43,100,100,0
"SchirmerM_2016","Anaerostipes",97,99,97,98.98,99.51,98.7,100,100,0
"SchirmerM_2016","Blautia",98,99,98,99.55,99.99,99.54,100,100,0
"SchirmerM_2016","Anaerobutyricum",97,98,97,98.5,99.03,98.18,100,100,0
"SchirmerM_2016","Eubacterium",90,95,90,95.46,98.62,95.41,100,100,0
"SchirmerM_2016","Parabacteroides",90,93,90,94.99,96.14,94.34,100,100,0
"SchirmerM_2016","Lachnospira",70,79,70,82.53,86.37,81.9,100,100,0
"SchirmerM_2016","Akkermansia",35,40,35,43.45,48.11,42.7,100,100,0
"SchirmerM_2016","Methanobrevibacter",27,28,27,35.76,37.58,33.89,100,100,0
"SchirmerM_2016","Streptococcus",72,88,72,84.04,93.88,84.02,100,100,0
"SchirmerM_2016","Barnesiella",65,75,65,77.48,81.85,76.79,100,100,0
"SchirmerM_2016","Ruminococcaceae_unclassified",48,66,48,58.99,72.93,58.97,100,100,0
"SchirmerM_2016","Firmicutes_unclassified",68,82,68,76.47,87.14,76.43,100,100,0
"SchirmerM_2016","Dialister",39,47,39,48.83,54.69,48.11,100,100,0
"SchirmerM_2016","Oscillibacter",67,76,67,75.8,83.46,75.48,100,100,0
"SchirmerM_2016","Agathobaculum",76,88,76,83.19,92.76,83.17,100,100,0
"SchirmerM_2016","Phascolarctobacterium",38,38,38,46.11,49.39,44.4,100,100,0
"ZeeviD_2015","Bacteroides",99,99,99,99.82,99.97,99.79,100,100,0
"ZeeviD_2015","Phocaeicola",98,99,98,99.68,99.98,99.67,100,100,0
"ZeeviD_2015","Prevotella",59,73,59,69,80.2,68.99,100,100,0
"ZeeviD_2015","Faecalibacterium",99,100,99,99.98,100,99.98,100,100,0
"ZeeviD_2015","Roseburia",97,99,97,99.06,99.57,98.84,100,100,0
"ZeeviD_2015","Alistipes",92,97,92,96.62,99.15,96.57,100,100,0
"ZeeviD_2015","Ruminococcus",89,92,89,93.14,96,92.8,100,100,0
"ZeeviD_2015","Bifidobacterium",89,92,89,93.55,96.3,93.21,100,100,0
"ZeeviD_2015","Eubacterium",88,94,88,94.23,97.53,94.02,100,100,0
"ZeeviD_2015","Lachnospiraceae_unclassified",75,84,75,80.46,88.73,80.39,100,100,0
"ZeeviD_2015","Anaerostipes",90,96,90,94.38,97.99,94.34,100,100,0
"ZeeviD_2015","Parabacteroides",96,98,96,98.45,99.11,98.14,100,100,0
"ZeeviD_2015","Lachnospira",89,91,89,93.45,95.01,92.78,100,100,0
"ZeeviD_2015","Coprococcus",87,91,87,92.34,95.07,91.92,100,100,0
"ZeeviD_2015","Dorea",88,95,88,94.72,97.3,94.51,100,100,0
"ZeeviD_2015","Fusicatenibacter",90,95,90,94.49,97.06,94.35,100,100,0
"ZeeviD_2015","Ruminococcaceae_unclassified",48,62,48,59.31,72.01,59.3,100,100,0
"ZeeviD_2015","Akkermansia",42,51,42,50.87,57.1,50.33,100,100,0
"ZeeviD_2015","Anaerobutyricum",81,92,81,89.33,95.71,89.32,100,100,0
"ZeeviD_2015","Barnesiella",79,83,79,85.19,91.12,85.04,100,100,0
"ZeeviD_2015","Collinsella",83,91,83,90.76,94.53,90.44,100,100,0
"ZeeviD_2015","Mediterraneibacter",85,93,85,91.02,96.22,90.95,100,100,0
"ZeeviD_2015","Butyrivibrio",13,17,13,21.86,22.87,19.54,60,81,19
"ZeeviD_2015","Methanobrevibacter",29,33,29,37.45,40.27,35.63,100,100,0
"ZeeviD_2015","Firmicutes_unclassified",69,82,69,76.26,87.25,76.24,100,100,0
"ZeeviD_2015","Oscillibacter",73,80,73,80.82,86.78,80.38,100,100,0
"ZeeviD_2015","Clostridium",49,59,49,57.24,69.11,57.1,100,100,0
"ZeeviD_2015","Blautia",81,94,81,89.35,97.8,89.35,100,100,0
"ZeeviD_2015","Dialister",41,41,41,48.61,52.6,47.4,100,100,0
"ZeeviD_2015","Odoribacter",85,93,85,91.66,96.87,91.65,100,100,0
"VilaAV_2018","Bifidobacterium",85,88,85,91.01,92.44,90.16,100,100,0
"VilaAV_2018","Bacteroides",88,89,88,92.18,93.32,91.34,100,100,0
"VilaAV_2018","Faecalibacterium",70,69,69,78.29,80.14,76.51,100,100,0
"VilaAV_2018","Ruminococcus",55,59,55,64.02,66.47,62.36,100,100,0
"VilaAV_2018","Blautia",93,94,93,96.76,96.95,95.8,100,100,0
"VilaAV_2018","Roseburia",81,83,81,87.04,88.64,85.79,100,100,0
"VilaAV_2018","Collinsella",73,70,70,78.4,80.06,76.94,100,100,0
"VilaAV_2018","Lachnospiraceae_unclassified",62,68,62,71.78,74.76,70.45,100,100,0
"VilaAV_2018","Phocaeicola",81,80,80,86.21,86.71,84.59,100,100,0
"VilaAV_2018","Mediterraneibacter",83,86,83,89.25,91.46,88.37,100,100,0
"VilaAV_2018","Fusicatenibacter",69,69,69,75.5,76.86,73.77,100,100,0
"VilaAV_2018","Dorea",79,82,79,86.06,87.24,84.67,100,100,0
"VilaAV_2018","Anaerostipes",81,82,81,86.89,88.56,85.81,100,100,0
"VilaAV_2018","Streptococcus",82,87,82,87.52,93.13,87.44,100,100,0
"VilaAV_2018","Coprococcus",66,65,65,73.99,75.61,72.05,100,100,0
"VilaAV_2018","Prevotella",15,15,15,22.2,24.69,20.73,68,91,9
"VilaAV_2018","Alistipes",59,64,59,69.52,74.14,67.98,100,100,0
"VilaAV_2018","Eubacterium",74,78,74,80.72,84.82,79.94,100,100,0
"VilaAV_2018","Anaerobutyricum",74,75,74,79.99,81.86,78.6,100,100,0
"VilaAV_2018","Akkermansia",22,24,22,30.69,33.95,29.21,100,100,0
"VilaAV_2018","Parabacteroides",64,69,64,72.71,76.21,71.2,100,100,0
"VilaAV_2018","Firmicutes_unclassified",53,63,53,63.57,69.34,62.97,100,100,0
"VilaAV_2018","Escherichia",27,34,27,34.87,43.06,34.62,100,100,0
"VilaAV_2018","Lactobacillus",20,28,20,28.59,35.64,28.28,100,100,0
"VilaAV_2018","Lachnospira",45,54,45,55.52,62.15,54.86,100,100,0
"VilaAV_2018","Clostridium",44,48,44,52.3,60.52,51.58,100,100,0
"VilaAV_2018","Barnesiella",38,42,38,48.25,51.43,46.86,100,100,0
"VilaAV_2018","Enterococcus",8,13,8,14.35,17.62,13.6,0,0,100
"VilaAV_2018","Agathobaculum",63,68,63,69.9,74.74,69.14,100,100,0
"VilaAV_2018","Acidaminococcus",5,5,5,9.52,11,8.47,0,0,100
"YachidaS_2019","Phocaeicola",94,94,94,96.91,97.46,96.2,100,100,0
"YachidaS_2019","Bacteroides",99,100,99,99.99,100,99.99,100,100,0
"YachidaS_2019","Prevotella",39,45,39,47.46,51.51,46.4,100,100,0
"YachidaS_2019","Parabacteroides",89,92,89,94.62,95.14,93.4,100,100,0
"YachidaS_2019","Faecalibacterium",83,83,83,88.21,89.62,86.97,100,100,0
"YachidaS_2019","Mediterraneibacter",84,91,84,90.95,95.4,90.83,100,100,0
"YachidaS_2019","Bifidobacterium",80,86,80,86.11,90.27,85.87,100,100,0
"YachidaS_2019","Lachnospira",58,55,55,64.79,65.71,62.66,100,100,0
"YachidaS_2019","Roseburia",79,81,79,84.42,87.02,83.41,100,100,0
"YachidaS_2019","Alistipes",72,77,72,78.18,83.65,77.64,100,100,0
"YachidaS_2019","Eubacterium",74,84,74,82.51,88.86,82.38,100,100,0
"YachidaS_2019","Lachnospiraceae_unclassified",50,54,50,58.49,62.66,57.35,100,100,0
"YachidaS_2019","Streptococcus",74,85,74,81.22,91.98,81.21,100,100,0
"YachidaS_2019","Ruminococcus",46,51,46,55.25,58.81,53.77,100,100,0
"YachidaS_2019","Collinsella",73,76,73,80.54,83.28,79.28,100,100,0
"YachidaS_2019","Klebsiella",13,17,13,19.79,23.32,19.08,47,78,22
"YachidaS_2019","Phascolarctobacterium",65,68,65,73.02,75.81,71.54,100,100,0
"YachidaS_2019","Escherichia",32,37,32,39.26,46.92,38.88,100,100,0
"YachidaS_2019","Fusicatenibacter",68,75,68,75.58,81.09,75.32,100,100,0
"YachidaS_2019","Blautia",80,92,80,87.1,95.71,87.1,100,100,0
"YachidaS_2019","Dorea",72,79,72,81.24,84.02,80.52,100,100,0
"YachidaS_2019","Ruminococcaceae_unclassified",43,55,43,51.96,63.4,51.88,100,100,0
"YachidaS_2019","Anaerostipes",63,76,63,74.12,82.8,73.97,100,100,0
"YachidaS_2019","Veillonella",34,48,34,44.36,56.07,44.31,100,100,0
"YachidaS_2019","Barnesiella",41,42,41,47.92,50,46.26,100,100,0
"YachidaS_2019","Coprococcus",55,60,55,62.66,67.17,61.7,100,100,0
"YachidaS_2019","Clostridium",56,69,56,63.98,76.57,63.97,100,100,0
"YachidaS_2019","Flavonifractor",71,85,71,80.47,91.7,80.47,100,100,0
"YachidaS_2019","Akkermansia",14,21,14,23.26,28.36,22.81,87,98,2
"YachidaS_2019","Megamonas",16,18,16,24.1,26.63,22.54,87,97,3
