"taxon","source_feature","direction","native_prevalence_spike_coefficient","structural_logit_absence_contrast","native_nonzero_absolute_logFC","null_baseline_conditional_mean_log_relative_contrast","abundance_raw_conditional_mean_log_relative_contrast","abundance_mapped_conditional_mean_log_relative_contrast","null_baseline_expected_detection_contrast_at_1500","abundance_raw_expected_detection_contrast_at_1500","abundance_expected_detection_contrast_at_1500","joint_raw_expected_detection_contrast_at_1500","joint_expected_detection_contrast_at_1500"
"Taxon_020","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0117071311870376,-0.339964101834829,-0.328256970647791,0.00250115796430683,-0.0486118740162258,-0.0511130319805326,-0.160736584141715,-0.163237742106021
"Taxon_021","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0306331822256256,-0.403483512201317,-0.372850329975692,-0.0102548965823437,-0.0435458182379643,-0.0332909216556206,-0.141690078854848,-0.131435182272504
"Taxon_022","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0060640061725854,-0.339558505329853,-0.333494499157267,-0.00973787362986389,-0.0175064498316392,-0.00776857620177535,-0.0930323183629143,-0.0832944447330504
"Taxon_023","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0154615308317378,-0.398612361763057,-0.414073892594795,-0.00494228575739669,-0.0332443108132306,-0.0283020250558339,-0.154112749396556,-0.149170463639159
"Taxon_024","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.047054667664808,-0.415337380355982,-0.368282712691174,-0.0149221960333839,-0.0577179661946665,-0.0427957701612826,-0.141391143055824,-0.12646894702244
"Taxon_025","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.049323427779373,-0.397092186507449,-0.347768758728076,0.00148201257906633,-0.036431744945807,-0.0379137575248733,-0.124659793338587,-0.126141805917653
"Taxon_026","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.021789262363531,-0.284293669174014,-0.262504406810483,-0.00434064657691879,-0.033181288797801,-0.0288406422208822,-0.168595042778748,-0.16425439620183
"Taxon_027","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0318112477077497,-0.445917787230305,-0.414106539522555,-0.00647685104034623,-0.0648530817558377,-0.0583762307154915,-0.146879200102873,-0.140402349062526
"Taxon_028","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.014504131180515,-0.400408020189781,-0.385903889009266,0.00348122118875638,-0.0660091437991048,-0.0694903649878612,-0.152516489775425,-0.155997710964181
"Taxon_029","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0402495978579154,-0.409735732450951,-0.369486134593036,-0.000809087567946176,-0.0526633741358087,-0.0518542865678626,-0.148520751853755,-0.147711664285809
"Taxon_030","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0704990655403614,-0.523463754261242,-0.452964688720881,-0.0114161112168878,-0.0808411532052115,-0.0694250419883236,-0.132609129551831,-0.121193018334943
"Taxon_031","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0323653330224518,-0.405264704929597,-0.437630037952049,0.000719563898801456,-0.0390982069203846,-0.0398177708191861,-0.124539396035759,-0.125258959934561
"Taxon_032","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.00169890898805036,-0.51028863144605,-0.508589722458,0.00257174949504346,-0.0742963935374357,-0.0768681430324791,-0.139659005437398,-0.142230754932441
"Taxon_033","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0154192174986978,-0.544567055937485,-0.529147838438787,-0.00191299672987955,-0.0617169304277712,-0.0598039336978917,-0.126213961882632,-0.124300965152752
"Taxon_034","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0209978842206002,-0.487507125266181,-0.508505009486782,0.00871623553294903,-0.0480269522792907,-0.0567431878122397,-0.118684557541408,-0.127400793074357
"Taxon_035","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.00360931260336894,-0.542533008001538,-0.538923695398169,0.000858997638208181,-0.0641544870332132,-0.0650134846714214,-0.122010250503528,-0.122869248141736
"Taxon_036","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0272211089275123,-0.525086777801719,-0.497865668874207,-0.00539759289852168,-0.0498089871229066,-0.044411394224385,-0.105586806869717,-0.100189213971196
"Taxon_037","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0326297072274553,-0.58301920252419,-0.615648909751645,0.00230291447505501,-0.0533445819707656,-0.0556474964458206,-0.10414828011715,-0.106451194592205
"Taxon_038","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.00139344182134771,-0.530706698926933,-0.53210014074828,0.00314665641628065,-0.0790623231762208,-0.0822089795925015,-0.122143514980772,-0.125290171397053
"Taxon_039","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0633036378266443,-0.359111242129886,-0.422414879956531,0.0039288912709346,-0.026857024250868,-0.0307859155218026,-0.118329638394348,-0.122258529665282
"Taxon_040","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0140384690318678,-0.409466274151701,-0.423504743183569,0.00208170530431598,-0.0272473164396717,-0.0293290217439877,-0.0995670995470814,-0.101648804851397
"Taxon_041","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0469281140082076,-0.543689896732561,-0.496761782724353,-0.00935831267172815,-0.0912826082904613,-0.0819242956187332,-0.139248496838307,-0.129890184166579
"Taxon_042","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.00417119027583723,-0.567537654014744,-0.563366463738907,0.00280335945229027,-0.0766021040069919,-0.0794054634592822,-0.117917338558776,-0.120720698011066
"Taxon_043","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0467359721707972,-0.568850953510919,-0.615586925681717,0.00573976939327814,-0.05187452859736,-0.0576142979906381,-0.0929465139784273,-0.0986862833717054
"Taxon_044","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0686580682506284,-0.416571224650534,-0.347913156399906,-0.00691281067817379,-0.0356659280306757,-0.0287531173525019,-0.124616287603197,-0.117703476925023
"Taxon_045","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0203752398009867,-0.559785408540935,-0.539410168739948,-0.00235659060359411,-0.07929245813547,-0.0769358675318759,-0.136714675351032,-0.134358084747438
"Taxon_046","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0272210082594206,-0.590465649613895,-0.563244641354474,-0.00039689620972494,-0.067131730136603,-0.0667348339268781,-0.112570280886444,-0.11217338467672
"Taxon_047","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0141375925872556,-0.609778414419543,-0.595640821832287,0.000936694232729407,-0.0810635292531923,-0.0820002234859217,-0.111307347349167,-0.112244041581897
"Taxon_048","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.00372401005859935,-0.638025159863755,-0.641749169922354,0.00258976427161334,-0.0700334516844533,-0.0726232159560666,-0.096441086004593,-0.0990308502762063
"Taxon_049","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.00756562100115943,-0.609643385576678,-0.617209006577838,-0.0011371524307906,-0.0931476373445347,-0.0920104849137441,-0.108716661840332,-0.107579509409541
"Taxon_050","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0472788999186928,-0.60146469790423,-0.554185797985538,-0.00441155017470973,-0.0741025708629647,-0.069691020688255,-0.115769254771699,-0.111357704596989
