"taxon","source_feature","direction","native_prevalence_spike_coefficient","structural_logit_absence_contrast","native_nonzero_absolute_logFC","null_baseline_conditional_mean_log_relative_contrast","abundance_raw_conditional_mean_log_relative_contrast","abundance_mapped_conditional_mean_log_relative_contrast","null_baseline_expected_detection_contrast_at_1500","abundance_raw_expected_detection_contrast_at_1500","abundance_expected_detection_contrast_at_1500","joint_raw_expected_detection_contrast_at_1500","joint_expected_detection_contrast_at_1500"
"Taxon_010","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.073589136341055,-0.380048305418102,-0.306459169077047,-0.00364782222638105,-0.0302721042632939,-0.0266242820369129,-0.132564416752766,-0.128916594526384
"Taxon_011","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.00843320659562785,-0.246981848698337,-0.238548642102709,0.00241862825880867,-0.0243406559180965,-0.0267592841769052,-0.135932551377112,-0.138351179635921
"Taxon_012","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0079103546371595,-0.326030123688554,-0.318119769051394,0.00497449700001379,-0.037172320715157,-0.0421468177151708,-0.153531796965441,-0.158506293965455
"Taxon_013","k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.00948796047191358,-0.354762862307812,-0.345274901835898,-0.00388651544346413,-0.028465538960217,-0.0245790235167529,-0.146935690752981,-0.143049175309517
"Taxon_014","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0211335854303005,-0.443953227477024,-0.422819642046724,-0.000539682155594717,-0.0350365147567772,-0.0344968326011824,-0.0956238646819616,-0.0950841825263669
"Taxon_015","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.0585695822003265,-0.297452333156998,-0.238882750956671,-0.00482392180860969,-0.0313133243269689,-0.0264894025183592,-0.155430151863167,-0.150606230054557
"Taxon_016","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.0589100031236329,-0.252500326558704,-0.311410329682337,0.00340534839809659,-0.0352551659897973,-0.0386605143878939,-0.147174617281391,-0.150579965679487
"Taxon_017","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.00419757087761852,-0.25793514136734,-0.262132712244958,-0.000619554718563342,-0.0330129413192234,-0.03239338660066,-0.0858863357552759,-0.0852667810367126
"Taxon_018","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,-0.106037580490661,-0.431238140600141,-0.32520056010948,-0.00238960033086399,-0.0343342377223408,-0.0319446373914768,-0.141299070800944,-0.13890947047008
"Taxon_019","k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila","negative",-0.693147180559945,0.693147180559945,-0.693147180559945,0.02690995286894,-0.398567899763237,-0.425477852632177,-0.0044711129514069,-0.029108706379496,-0.0246375934280891,-0.13774361722044,-0.133272504269033
