"dataset","dataset_label","replicate","scenario","method","n_taxa","n_available","availability_rate","n_rejections","type1_error"
"HMPV35Throat","HMP V35 throat",19,"balanced","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",19,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",19,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",19,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",19,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",19,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",20,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",20,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",20,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",20,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",20,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",20,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",21,"balanced","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",21,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",21,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",21,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",21,"fourfold","ZINQ",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",21,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",22,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",22,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",22,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",22,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",22,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",22,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",23,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",23,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",23,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",23,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",23,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",23,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",24,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",24,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",24,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",24,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",24,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",24,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",25,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",25,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",25,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",25,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",25,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",25,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",26,"balanced","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",26,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",26,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",26,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",26,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",26,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",27,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",27,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",27,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",27,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",27,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",27,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",28,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",28,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",28,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",28,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",28,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",28,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",29,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",29,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",29,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",29,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",29,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",29,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",30,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",30,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",30,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",30,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",30,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",30,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",31,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",31,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",31,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",31,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",31,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",31,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",32,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",32,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",32,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",32,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",32,"fourfold","ZINQ",30,30,1,0,0
