"setting_id","depth_design","design_id","domain","metric","first_method","first_component","second_method","second_component","n_paired_replications","first_estimate","second_estimate","difference_first_minus_second","difference_mcse","difference_ci95_lower","difference_ci95_upper","interpretation"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","bh_fwer_event","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.02,0.04,-0.02,0.0245360999757541,-0.0686849454977104,0.0286849454977104,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","by_fwer_event","DASRA","structural_absence","ZINQ","observed_prevalence",100,0,0.01,-0.01,0.01,-0.0298421695158642,0.00984216951586417,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","availability","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.9378,1,-0.0622,0.00338618703356188,-0.0689189297132356,-0.0554810702867644,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","raw_rejection","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.0352,0.0412,-0.006,0.0031204765240863,-0.0121917024161195,0.000191702416119504,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","available_conditional_raw","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.0374724001513856,0.0412,-0.00372759984861437,0.00317991421086798,-0.0100372395304092,0.00258203983318042,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","bh_fwer_event","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.02,0.01,0.01,0.0173787284350784,-0.0244831675578995,0.0444831675578995,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","by_fwer_event","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0,0,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","availability","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","raw_rejection","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.0436,0.0412,0.0024,0.000712372618420126,0.000986498174684784,0.00381350182531522,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","available_conditional_raw","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.0436,0.0412,0.0024,0.000712372618420126,0.000986498174684784,0.00381350182531522,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","bh_fwer_event","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.04,0.01,0.03,0.0171446607997765,-0.00401872658811575,0.0640187265881157,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","prevalence","by_fwer_event","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.01,0,0.01,0.01,-0.00984216951586417,0.0298421695158642,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","availability","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.9998,1,-2e-04,2e-04,-0.000596843390317283,0.000196843390317283,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","raw_rejection","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.0572,0.0604,-0.0032,0.00367046635079566,-0.0104830015534763,0.00408300155347629,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","available_conditional_raw","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.0572163265306122,0.0604,-0.00318367346938775,0.00367244311003716,-0.0104705973420602,0.00410325040328471,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","bh_fwer_event","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.18,0.03,0.15,0.0385992097056273,0.0734107937842553,0.226589206215745,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","by_fwer_event","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.13,0,0.13,0.0337997668989631,0.062933929559408,0.197066070440592,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","availability","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.9998,1,-2e-04,2e-04,-0.000596843390317283,0.000196843390317283,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","raw_rejection","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.0572,0.0442,0.013,0.00233333333333333,0.00837016044629836,0.0176298395537016,"paired null-calibration contrast only; scientific component estimands remain method-specific"
