"setting_id","depth_design","design_id","taxon","n_replications","n_per_group","mean_positive_control","mean_positive_control_mcse","mean_positive_control_ci95_lower","mean_positive_control_ci95_upper","min_positive_control","q05_positive_control","q25_positive_control","median_positive_control","q75_positive_control","q95_positive_control","max_positive_control","mean_positive_case","mean_positive_case_mcse","mean_positive_case_ci95_lower","mean_positive_case_ci95_upper","min_positive_case","q05_positive_case","q25_positive_case","median_positive_case","q75_positive_case","q95_positive_case","max_positive_case","probability_control_below_10","probability_case_below_10","probability_either_group_below_10","probability_control_below_20","probability_case_below_20","probability_either_group_below_20"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_042",100,50,16.63,0.355520673794014,15.9245698524185,17.3354301475815,7,11,15,17,19,21.05,27,16.46,0.345072090257597,15.7753021089915,17.1446978910085,10,12,14,16,19,23,28,0.02,0,0.02,0.79,0.82,0.95
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_043",100,50,12.99,0.286566226237849,12.4213904361467,13.5586095638533,5,8.95,11,13,15,18,21,12.77,0.25140212867641,12.2711636346154,13.2688363653846,8,8.95,11,13,14,16.05,19,0.07,0.1,0.17,0.97,1,1
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_044",100,50,14.52,0.299993265917686,13.9247482764044,15.1152517235956,9,9.95,12,14.5,17,19.05,22,14.87,0.357503973277348,14.1606345559636,15.5793654440364,8,10,12,15,17,21.05,25,0.05,0.04,0.08,0.95,0.91,0.99
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_045",100,50,19.44,0.341807435893842,18.7617798915212,20.1182201084789,11,15,17,19,22,26,28,19.03,0.340663345770447,18.3540500145381,19.7059499854619,11,14,17,19,21,24.1,31,0,0,0,0.53,0.61,0.8
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_046",100,50,15.63,0.329877540792325,14.9754513916122,16.2845486083878,9,11,13,15,18,22,27,15.3,0.346847272301557,14.6117797626877,15.9882202373123,9,10,13,16,18,21,25,0.02,0.04,0.06,0.9,0.91,0.99
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_047",100,50,16.38,0.354987551353793,15.6756276830017,17.0843723169983,5,10,14,16,18.25,22,25,16.81,0.34103082001781,16.1333208659072,17.4866791340928,10,11,14,17,19,22,24,0.03,0,0.03,0.79,0.78,0.98
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_048",100,50,12.52,0.285855087960895,11.9528014887708,13.0871985112292,7,8,10,13,14,17,21,13.12,0.301939856209274,12.52088581895,13.71911418105,6,8,11,13,15,18,20,0.14,0.12,0.23,0.99,0.99,1
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_049",100,50,17.21,0.331904513468265,16.5514294380682,17.8685705619318,10,12,14.75,17,19,23,26,17.27,0.327171841914022,16.6208200851924,17.9191799148076,7,12.95,15,17,19.25,22.05,26,0,0.01,0.01,0.77,0.75,0.95
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","Taxon_050",100,50,14.38,0.263534637287976,13.857090105363,14.902909894637,8,11,12,14,16,18.05,21,14.3,0.368589996959475,13.5686374798478,15.0313625201522,6,9,12,14,16,21.05,26,0.03,0.08,0.11,0.99,0.92,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_001",100,50,13.96,0.319064288509417,13.3269072300938,14.5930927699062,6,9,12,14,16.25,19,21,16.28,0.301202975289475,15.6823479505624,16.8776520494376,8,11,14,17,18,20.05,24,0.09,0.02,0.11,0.98,0.87,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_002",100,50,26.1,0.350612739256994,25.4043082593241,26.7956917406759,15,20,24,26,28.25,32.05,34,29.21,0.313756967003817,28.5874381073927,29.8325618926073,23,24,27,29,31,35,39,0,0,0,0.04,0,0.04
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_003",100,50,38.86,0.306831312850326,38.2511801077649,39.4688198922351,32,33,37,39,41,44,46,43.36,0.243094527900053,42.8776477169028,43.8423522830972,37,40,42,43,45,47,49,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_004",100,50,36.96,0.268147404057974,36.4279373753443,37.4920626246557,31,33,35,37,39,41,45,38.68,0.289506720844511,38.1055558569021,39.2544441430979,31,34,36.75,39,41,43,45,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_005",100,50,26.01,0.405889719808798,25.2046267374807,26.8153732625193,18,19.95,23,26,28.25,33.05,36,29.11,0.406486547294388,28.3034425022666,29.9165574977334,18,22,26,29,32,35,38,0,0,0,0.05,0.02,0.07
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_006",100,50,40.11,0.258157809383049,39.5977588984377,40.6222411015623,35,36,38,40,42,44.05,46,43.46,0.2544234917049,42.9551685948773,43.9648314051227,37,39,42,44,46,47,48,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_007",100,50,25.64,0.36335140349838,24.9190319857958,26.3609680142042,17,20,23,26,28,32,34,31.36,0.363073301445069,30.6395838006042,32.0804161993957,23,25,29,31,34,37,40,0,0,0,0.03,0,0.03
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_008",100,50,42.47,0.230701608844048,42.0122379569734,42.9277620430266,37,38,41,43,44,46,48,44.86,0.221573801463417,44.4203495071088,45.2996504928912,39,41,43,45,46,48.05,49,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_009",100,50,31.3,0.369411215943218,30.5670080032193,32.0329919967807,22,25,29,31,34,37.05,39,34.26,0.356362090287308,33.5529002995492,34.9670997004508,25,28,32,34,36.25,40,42,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_010",100,50,21.02,0.317178215207193,20.390649608712,21.649350391288,13,15.95,19,21,23.25,25.05,28,24.47,0.375904296868286,23.7241243219798,25.2158756780202,14,18.95,22,24,27,31,35,0,0,0,0.29,0.06,0.32
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_011",100,50,17.7,0.34916928833904,17.0071723791043,18.3928276208957,9,13,15,17,20,23,27,20.68,0.373051841930417,19.9397842114211,21.4202157885789,12,14,18,21,23,27,31,0.02,0,0.02,0.7,0.4,0.8
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_012",100,50,23.43,0.336426557041546,22.7624567225543,24.0975432774457,15,18,21,23,26,29,29,26.84,0.342810723168328,26.1597891519038,27.5202108480962,19,21.95,24,27,29,32.05,35,0,0,0,0.13,0.02,0.14
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_013",100,50,20.58,0.300228868927313,19.9842807889188,21.1757192110812,12,16,18,20,23,26,27,23.37,0.383670470981323,22.6087145476557,24.1312854523443,12,16,21,24,26,29,32,0,0,0,0.35,0.17,0.44
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_014",100,50,12.01,0.301006728338505,11.4127373470892,12.6072626529108,6,7,10,12,14,17.05,21,14.41,0.326628012555351,13.7618991606247,15.0581008393753,8,9,12,14,17,20,23,0.21,0.06,0.25,0.99,0.93,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_015",100,50,32.84,0.36173543543939,32.1222384170117,33.5577615829883,22,26.95,31,33,35.25,38,42,36.24,0.302554778411107,35.6396656798932,36.8403343201068,29,31.95,34,36.5,39,41,43,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_016",100,50,29.6,0.327833414213298,28.9495073822215,30.2504926177785,21,24,27,30,32,34,41,35.15,0.300294468275338,34.5541506255804,35.7458493744195,26,30,33.75,35,37,40,43,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_017",100,50,40.85,0.287228132326901,40.2800770708645,41.4199229291355,34,36.95,39,41,43,45.05,48,44.99,0.243913795005406,44.5060221132245,45.4739778867755,39,40,43,45,47,48,49,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_018",100,50,19.94,0.354429403436287,19.2367351695611,20.6432648304389,11,14.95,18,20,22,26,30,22.86,0.360420629685691,22.1448472768762,23.5751527231238,15,18,20,23,25,29,31,0,0,0,0.49,0.22,0.61
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_019",100,50,18.92,0.311295760499642,18.3023216750596,19.5376783249404,12,13.95,17,19,21,24,27,23.19,0.346612758046215,22.5022450898486,23.8777549101514,16,18,21,23,25,30,32,0,0,0,0.56,0.15,0.62
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_020",100,50,29.47,0.312194901568966,28.850537584108,30.089462415892,21,24.95,27.75,30,32,34,38,33.61,0.348124846988705,32.9192447773366,34.3007552226634,25,27,31,34,36,39,41,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_021",100,50,20.67,0.30119459128308,20.07236458625,21.26763541375,13,15,19,21,23,25.05,28,25.08,0.377573325543021,24.3308126069907,25.8291873930093,15,19,22,25,27,31.05,35,0,0,0,0.31,0.06,0.34
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_022",100,50,10.89,0.306460734545523,10.2819154155191,11.4980845844809,5,6,9,11,13,16,19,13.01,0.297632068979215,12.4194334033957,13.6005665966043,6,8,11,13,15,18,20,0.3,0.12,0.4,1,0.98,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_023",100,50,19.73,0.353868947949989,19.0278472348376,20.4321527651624,11,15,17,19,22,25.05,30,23.71,0.380933197568945,22.9541458919617,24.4658541080383,13,18,21,24,26,31.05,33,0,0,0,0.52,0.11,0.59
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_024",100,50,24.43,0.349965366251802,23.735592787815,25.124407212185,16,19,22,24.5,26,29.05,34,30.7,0.384155902695452,29.9377513458197,31.4622486541803,22,23.95,28,30,34,37,38,0,0,0,0.11,0,0.11
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_025",100,50,16.42,0.311782104695059,15.8013566626628,17.0386433373372,8,11,15,16,18.25,22,23,21.25,0.317940023567116,20.6191380156503,21.8808619843497,14,15.95,19,21,23,26.05,29,0.02,0,0.02,0.85,0.31,0.88
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_026",100,50,32.3,0.371592260523289,31.5626803375914,33.0373196624086,21,26,31,32,34,38.05,41,35.02,0.346987031457949,34.3315024502005,35.7084975497995,26,29,33,35,37,40,46,0,0,0,0,0,0
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_027",100,50,24.65,0.350864732633618,23.9538082497945,25.3461917502055,15,18,23,25,27,30,33,31.68,0.348120494639254,30.9892534133421,32.3707465866579,23,25.95,30,32,34,37,40,0,0,0,0.09,0,0.09
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_028",100,50,25.46,0.321115480030396,24.8228372211069,26.0971627788931,17,20.95,23,26,28,30,32,32.12,0.34881617977486,31.4278730231031,32.8121269768969,24,26,29,32,35,38,40,0,0,0,0.03,0,0.03
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_029",100,50,24.82,0.383861296498481,24.0583359084298,25.5816640915702,14,18.95,22,25,27,30.05,34,31.75,0.357142135641407,31.0413525203345,32.4586474796655,22,25,29,32,34,38,45,0,0,0,0.09,0,0.09
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_030",100,50,24.21,0.33763736448887,23.5400542178922,24.8799457821078,15,19,21.75,24,27,29.05,31,32.84,0.349522040171513,32.1464724429386,33.5335275570614,24,28,30,33,35.25,38.05,41,0,0,0,0.07,0,0.07
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_031",100,50,14.46,0.32919246158999,13.8068107373787,15.1131892626213,7,9,12,15,17,20,23,19.54,0.323934149686836,18.8972443689936,20.1827556310064,13,14,17,20,22,24,27,0.09,0,0.09,0.92,0.49,0.95
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_032",100,50,21.35,0.385173449057156,20.5857323130798,22.1142676869202,12,16,18,21.5,24,28,29,28.61,0.362063390844613,27.8915876823373,29.3284123176627,21,23,26.75,28,30,35.05,41,0,0,0,0.39,0,0.39
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_033",100,50,15.44,0.302621542491274,14.8395332054736,16.0404667945264,8,11,13,15,17.25,20.05,23,21.89,0.348414880986632,21.1986692869614,22.5813307130386,12,17,20,22,24,27,35,0.01,0,0.01,0.9,0.22,0.92
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_034",100,50,13.9,0.32767932094311,13.2498131367004,14.5501868632996,7,9,12,13,16,20,24,19.23,0.323133333958525,18.5888333611369,19.8711666388631,11,14,17,19,21.25,25,27,0.06,0,0.06,0.94,0.56,0.97
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_035",100,50,17.12,0.324202206511724,16.4767124860977,17.7632875139023,8,12,15,17,19,22.05,25,23.82,0.322045231781393,23.1809923919218,24.4590076080782,17,18,22,24,26,29,31,0.01,0,0.01,0.79,0.11,0.81
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_036",100,50,12.07,0.30393214287855,11.4669326899684,12.6730673100316,4,7,10,12,14,16,23,16.69,0.304410342409151,16.0859838383535,17.2940161616465,9,12,14,17,18.25,22,26,0.17,0.01,0.18,0.99,0.81,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_037",100,50,12.51,0.315106203036245,11.8847609303855,13.1352390696145,2,7,10.75,12,14.25,18,20,19.15,0.32267036060996,18.5097520007032,19.7902479992968,10,13,17,19,21,24,27,0.13,0,0.13,0.99,0.51,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_038",100,50,18.89,0.363733446636435,18.168273929325,19.611726070675,9,12.95,17,19,21,24,28,28,0.363206817005397,27.2793188767661,28.7206811232339,17,22.95,26,28,30,34,38,0.02,0,0.02,0.57,0.02,0.57
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_039",100,50,14.24,0.290634971861073,13.6633171621094,14.8166828378906,8,9,13,14,15,19,25,16.29,0.299930968488727,15.6948718880189,16.8851281119811,10,11.95,14,16,18,22,24,0.06,0,0.06,0.96,0.86,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_040",100,50,11.6,0.297124264042552,11.0104409985591,12.1895590014409,6,7,9.75,11.5,13,17,20,13.66,0.272370810818374,13.1195572200568,14.2004427799432,7,9,12,13,16,17.05,20,0.25,0.07,0.3,0.99,0.99,1
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_041",100,50,21.63,0.336546633267421,20.9622184652714,22.2977815347286,14,15.95,19,22,24,27,28,32.96,0.317795436395709,32.3294249079668,33.5905750920332,26,28,31,33,35,39,41,0,0,0,0.26,0,0.26
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_042",100,50,16.43,0.353126011216931,15.7293213824973,17.1306786175027,8,10,14,17,18,24,25,25.33,0.355634303148273,24.6243443871276,26.0356556128724,17,20,23,25,28,31,34,0.03,0,0.03,0.84,0.04,0.84
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_043",100,50,12.58,0.305564554504767,11.9736936311477,13.1863063688523,4,8,10,12.5,14,18,20,19.53,0.305324798081047,18.9241693599079,20.1358306400921,11,14.95,17.75,19,22,24,26,0.14,0,0.14,0.97,0.52,0.98
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_044",100,50,14.66,0.281848157415272,14.1007521082832,15.2192478917168,9,10,13,15,16,19,23,17.89,0.398201766024018,17.0998813057035,18.6801186942965,10,12,15,17,21,24.05,30,0.03,0,0.03,0.96,0.62,0.98
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_045",100,50,18.93,0.36577163488834,18.2042297216451,19.6557702783549,10,13.95,16,19,21,25,28,27.99,0.359431369096952,27.2768101845059,28.7031898154941,19,22,26,28,30.25,34,37,0,0,0,0.54,0.01,0.55
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_046",100,50,15.56,0.332216310207185,14.9008107656934,16.2191892343066,9,10,13,15,18,21.05,25,24.12,0.357398004098139,23.4108448218053,24.8291551781947,16,18.95,22,24,27,30,32,0.02,0,0.02,0.87,0.09,0.89
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_047",100,50,16.19,0.324642771816853,15.545838308951,16.834161691049,6,11.95,14,16,18,22,24,26.49,0.407628024135493,25.6811775645687,27.2988224354313,15,19.95,24,27,29.25,33,37,0.01,0,0.01,0.84,0.05,0.84
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_048",100,50,12.37,0.299040553312176,11.7766386649062,12.9633613350938,6,8,10.75,12,14,17.05,20,21.73,0.35953252476464,21.0166094697153,22.4433905302847,12,16,19,22,24.25,28,30,0.17,0,0.17,0.97,0.28,0.97
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_049",100,50,17.07,0.313744089243692,16.4474636596626,17.6925363403374,11,12,15,17,19,23.05,25,29.59,0.336978553404435,28.9213614420139,30.2586385579861,19,24.95,27,30,32,34.05,40,0,0,0,0.81,0.01,0.81
"NULL_FOURFOLD","fourfold","FOURFOLD","Taxon_050",100,50,14.56,0.302287574633457,13.9601958701584,15.1598041298416,8,9,13,14,17,19,21,23.01,0.316066416751258,22.382855658055,23.637144341945,15,18,21,23,25,29,31,0.06,0,0.06,0.97,0.16,0.97
