"setting_id","depth_design","design_id","calibration_role","method","component","domain","threshold","n_taxa","operational_tail_n","operational_tail_estimate","operational_tail_mcse","operational_tail_ci95_lower","operational_tail_ci95_upper","available_conditional_tail_n","available_conditional_tail_estimate","available_conditional_tail_mcse","available_conditional_tail_ci95_lower","available_conditional_tail_ci95_upper"
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","ZINQ","detected_quantile_abundance","abundance",0.1,50,100,0.1246,0.00472136771829023,0.115231782138696,0.133968217861304,100,0.1246,0.00472136771829023,0.115231782138696,0.133968217861304
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.001,50,100,4e-04,0.00028141058827258,0,0.000958379659606359,100,4e-04,0.00028141058827258,0,0.000958379659606359
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.005,50,100,0.003,0.000771984194112546,0.00146821587568511,0.00453178412431489,100,0.003,0.000771984194112546,0.00146821587568511,0.00453178412431489
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.01,50,100,0.006,0.00111916274621936,0.00377933830736755,0.00822066169263245,100,0.006,0.00111916274621936,0.00377933830736755,0.00822066169263245
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.025,50,100,0.0196,0.00190650137024537,0.0158170876629364,0.0233829123370636,100,0.0196,0.00190650137024537,0.0158170876629364,0.0233829123370636
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.05,50,100,0.0444,0.00267544011294961,0.0390913463749311,0.0497086536250689,100,0.0444,0.00267544011294961,0.0390913463749311,0.0497086536250689
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","observed_prevalence","prevalence",0.1,50,100,0.0928,0.00391340612187739,0.0850349532345288,0.100565046765471,100,0.0928,0.00391340612187739,0.0850349532345288,0.100565046765471
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.001,50,100,0.000999999999999999,0.00043808582711518,0.000130742675588303,0.0018692573244117,100,0.000999999999999999,0.00043808582711518,0.000130742675588303,0.0018692573244117
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.005,50,100,0.0046,0.000936574458957598,0.00274163308211346,0.00645836691788654,100,0.0046,0.000936574458957598,0.00274163308211346,0.00645836691788654
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.01,50,100,0.0098,0.00134824989441045,0.0071247797045362,0.0124752202954638,100,0.0098,0.00134824989441045,0.0071247797045362,0.0124752202954638
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.025,50,100,0.0196,0.00177479547832954,0.0160784207262996,0.0231215792737004,100,0.0196,0.00177479547832954,0.0160784207262996,0.0231215792737004
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.05,50,100,0.0402,0.00250244325054979,0.0352346096818761,0.0451653903181239,100,0.0402,0.00250244325054979,0.0352346096818761,0.0451653903181239
"NULL_FOURFOLD","fourfold","FOURFOLD","no-direct-effect conditional depth-imbalance stress","MaAsLin3","detected_log_abundance","abundance",0.1,50,100,0.0846,0.00400862706036505,0.0766460142342357,0.0925539857657644,100,0.0846,0.00400862706036505,0.0766460142342357,0.0925539857657644
