"design","allocation_id","depth","target_library_size","median_library_size","taxon","target_set","method","component","available","reason","p_value","estimate","q_value","significant","d6300_comparison_cells"
"nonnull",25,"1000",1000,1000,"Escherichia_coli","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.469627275192155,-1.11838886678895,0.758428091908121,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Lactobacillus_fermentum","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.664723569409976,-0.910909771047372,0.758428091908121,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Listeria_monocytogenes","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.344124480945867,0.626371797194041,0.758428091908121,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Pseudomonas_aeruginosa","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.664941973011516,-0.17211854891825,0.758428091908121,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Salmonella_enterica","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.689480083552837,-0.67583301001101,0.758428091908121,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Staphylococcus_aureus","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.762317111982819,-0.757397645641858,0.762317111982819,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Allobacillus_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.193992956325581,1.14510109701839,0.711307506527129,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Imtechella_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0189436439857174,2.91248939277341,0.104190041921445,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Truepera_radiovictrix","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.00854217925838352,2.65376745783353,0.0939639718422187,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Bacillus_subtilis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0202865160770545,,0.0278939596059615,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Enterococcus_faecalis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00683335371081517,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Escherichia_coli","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0202865160770545,,0.0278939596059615,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Lactobacillus_fermentum","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0202865160770629,,0.0278939596059615,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Listeria_monocytogenes","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00258596474192885,,0.0142228060806087,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Pseudomonas_aeruginosa","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00258596474192885,,0.0142228060806087,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Salmonella_enterica","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00837478428289895,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Staphylococcus_aureus","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00635433626232207,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Allobacillus_halotolerans","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.169938431857796,,0.207702527826195,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Imtechella_halotolerans","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.49847040221395,,0.49847040221395,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Truepera_radiovictrix","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.478961829115574,,0.49847040221395,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Bacillus_subtilis","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.834569479868085,,0.865248314815498,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Enterococcus_faecalis","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.107510584376832,,0.295654107036288,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Escherichia_coli","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.865248314815498,,0.865248314815498,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Lactobacillus_fermentum","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.764461093717161,,0.865248314815498,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Listeria_monocytogenes","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.48778008187446,,0.766511557231294,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Pseudomonas_aeruginosa","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.788196557869262,,0.865248314815498,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Salmonella_enterica","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.369619183015154,,0.709384497029412,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Staphylococcus_aureus","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.0423775324375932,,0.155384285604509,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Allobacillus_halotolerans","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.386936998379679,,0.709384497029412,FALSE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Imtechella_halotolerans","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.00518471649610708,,0.0285159407285889,TRUE,"2;5;12;15"
"nonnull",25,"1000",1000,1000,"Truepera_radiovictrix","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.000851981382611333,,0.00937179520872466,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0124794170380011,2.49828967878259,0.0228789312363353,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00380683734833055,2.89373959143023,0.0102910183975403,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0288722907496185,2.18522585418047,0.0423261844566452,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0307826796048329,2.15987071231866,0.0423261844566452,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00131391360954067,3.21292332559426,0.00723685720195163,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00131579221853666,3.2125129381121,0.00723685720195163,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00467773563524559,2.8284270799803,0.0102910183975403,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00356656617557668,2.91415163873618,0.0102910183975403,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","SACAT structural absence","structural absence",TRUE,"available",0.133154492334674,-1.50177784320286,0.162744379520157,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","SACAT structural absence","structural absence",FALSE,"structural_absence_persistent_boundary",1,,1,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","SACAT structural absence","structural absence",TRUE,"available",0.155196308615059,-1.42141444818036,0.170715939476565,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.488228475640501,-0.336846937415212,0.7955426756836,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.921418325832894,-0.0314832922508458,0.982672893587713,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.209331901318003,-0.472782884891604,0.460530182899606,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.15065339783523,-0.729277661336858,0.414296844046882,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.114064856665373,0.76346088645421,0.414296844046882,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.578576491406255,0.157186860076362,0.7955426756836,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.982672893587713,0.010921990263982,0.982672893587713,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.572464891881691,0.31102327625805,0.7955426756836,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.732230950402864,0.251501961003857,0.894948939381279,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.0280146487548105,2.18644874810284,0.154080568151458,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.00016426007625313,2.54784383431329,0.00180686083878443,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.024291516687244,-1.62334265812402,0.0445344472599473,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0104777360478612,-1.9481241591852,0.0244749690526454,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0486452851424109,-1.42614005666636,0.066887267070815,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0486452851424109,-1.42614005666636,0.066887267070815,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.00467333423819469,-2.1756613330022,0.0244749690526454,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.00467333423819466,-2.1756613330022,0.0244749690526454,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0111249859330206,-1.85153895165729,0.0244749690526454,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0102572762056135,-1.98242543061674,0.0244749690526454,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.175029804487387,0.964337233404614,0.213925316595696,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.408318245376557,0.709327505407741,0.449150069914212,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.571911283450769,0.672676435224569,0.571911283450769,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.350734677421766,-1.5035909907258,0.733603500722157,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.606884379989469,-0.92193248652013,0.83446602248552,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.259723850761719,-1.60722182375146,0.714240589594728,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.244689376484541,-1.82913532022836,0.714240589594728,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.400147364030267,0.4901455396335,0.733603500722157,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.951390611139799,-0.403663241833823,1,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.592600908620757,-0.820351145519745,0.83446602248552,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",1,-0.440160196596058,1,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.709511831478839,-0.0368632914458049,0.867181127363026,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0718258490667725,2.05699989869958,0.395042169867249,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0117092806251253,2.55316732055667,0.128802086876379,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0202865160770545,,0.0371919461412665,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00683335371081517,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0428307936656352,,0.0588923412902485,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0428307936656352,,0.0588923412902485,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00258596474192885,,0.0142228060806087,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00258596474192885,,0.0142228060806087,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00837478428289895,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00635433626232207,,0.0184245254223777,TRUE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.169938431857794,,0.207702527826193,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.380111276572513,,0.418122404229764,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","ZINQ prevalence","prevalence",TRUE,"available",0.478961829115574,,0.478961829115574,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Bacillus_subtilis","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.383113444122664,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Enterococcus_faecalis","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.614578039967796,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Escherichia_coli","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.468246307100725,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Lactobacillus_fermentum","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.395121306117164,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Listeria_monocytogenes","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.466069613045648,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Pseudomonas_aeruginosa","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.33137950018911,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Salmonella_enterica","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.683218070774384,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Staphylococcus_aureus","Structural targets","ZINQ abundance","abundance",TRUE,"available",0.685738943105672,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Allobacillus_halotolerans","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.592540983462111,,0.685738943105672,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Imtechella_halotolerans","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.0953660358013642,,0.524513196907503,FALSE,"2;5;12;15"
"nonnull",25,"750",750,750,"Truepera_radiovictrix","Abundance targets","ZINQ abundance","abundance",TRUE,"available",0.000851981382611333,,0.00937179520872466,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Bacillus_subtilis","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0124783276346563,2.49832062299,0.0196088005687457,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Enterococcus_faecalis","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00380294178787909,2.89406107886337,0.00857584827736625,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Escherichia_coli","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0289211987015902,2.18455897511737,0.0397666482146865,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Lactobacillus_fermentum","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.0046771316099085,2.82846841501959,0.00857584827736625,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Listeria_monocytogenes","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00467570702911661,2.82856592196645,0.00857584827736625,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Pseudomonas_aeruginosa","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00131579222298591,3.21251293714079,0.00723685722642253,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Salmonella_enterica","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00467773542401795,2.82842709443431,0.00857584827736625,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Staphylococcus_aureus","Structural targets","SACAT structural absence","structural absence",TRUE,"available",0.00131578363433477,3.21251481212543,0.00723685722642253,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Allobacillus_halotolerans","Abundance targets","SACAT structural absence","structural absence",TRUE,"available",0.0646187707652121,-1.84788645247993,0.078978497601926,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Imtechella_halotolerans","Abundance targets","SACAT structural absence","structural absence",FALSE,"structural_absence_persistent_boundary",1,,1,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Truepera_radiovictrix","Abundance targets","SACAT structural absence","structural absence",TRUE,"available",0.211550297977334,-1.24931386694891,0.232705327775068,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Bacillus_subtilis","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.469638109059951,-0.357101103672763,0.645752399957432,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Enterococcus_faecalis","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.41372283798728,-0.183904879748733,0.645752399957432,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Escherichia_coli","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.146682534539043,-0.563657871613307,0.307358899506239,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Lactobacillus_fermentum","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.0537546461418849,0.438909740250623,0.197100369186911,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Listeria_monocytogenes","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.167650308821585,0.531339798478521,0.307358899506239,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Pseudomonas_aeruginosa","Structural targets","SACAT present-conditional abundance","abundance",FALSE,"conditional_present_information_nonpositive",1,,1,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Salmonella_enterica","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.815920672692703,-0.084452007135381,0.897512739961973,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Staphylococcus_aureus","Structural targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.141841779936934,0.60676218397971,0.307358899506239,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Allobacillus_halotolerans","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.560640517924395,-0.30179574592482,0.685227299685372,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Imtechella_halotolerans","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.0171475402247593,2.08792772287173,0.094311471236176,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Truepera_radiovictrix","Abundance targets","SACAT present-conditional abundance","abundance",TRUE,"available",0.000329165361223857,2.62512661561293,0.00362081897346243,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Bacillus_subtilis","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.024291516687244,-1.62334265812402,0.0381723833656691,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Enterococcus_faecalis","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0104777360478612,-1.9481241591852,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Escherichia_coli","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0486452851424109,-1.42614005666636,0.066887267070815,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Lactobacillus_fermentum","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0111249859330206,-1.85153895165729,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Listeria_monocytogenes","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0111249859330206,-1.85153895165729,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Pseudomonas_aeruginosa","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.00467333423819466,-2.1756613330022,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Salmonella_enterica","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0111249859330206,-1.85153895165729,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Staphylococcus_aureus","Structural targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.00467333423819464,-2.17566133300221,0.0203958075438711,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Allobacillus_halotolerans","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.0989522814654181,1.15863488477555,0.120941677346622,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Imtechella_halotolerans","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.655194428022502,0.403522537826767,0.655194428022502,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Truepera_radiovictrix","Abundance targets","MaAsLin3 prevalence","prevalence",TRUE,"available",0.324090553174315,1.10861985714863,0.356499608491747,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Bacillus_subtilis","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.197221055176405,-1.33319557675504,0.465960295866659,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Enterococcus_faecalis","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.254160161381814,-0.913693178222234,0.465960295866659,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Escherichia_coli","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0987358926820918,-1.61402039357673,0.362031606501003,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Lactobacillus_fermentum","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.82181199573475,0.21392249955133,0.82181199573475,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Listeria_monocytogenes","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.808781213081471,0.220383391284675,0.82181199573475,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Pseudomonas_aeruginosa","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.782639926032578,-0.081543821475524,0.82181199573475,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Salmonella_enterica","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.213213061998892,-0.768754538637355,0.465960295866659,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Staphylococcus_aureus","Structural targets","MaAsLin3 abundance","abundance",TRUE,"available",0.681210196660783,0.442675346599742,0.82181199573475,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Allobacillus_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.538471436835368,-0.492722154361488,0.82181199573475,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Imtechella_halotolerans","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0829476743547738,2.29383061707394,0.362031606501003,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Truepera_radiovictrix","Abundance targets","MaAsLin3 abundance","abundance",TRUE,"available",0.0281118228010155,2.66495317886261,0.309230050811171,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Bacillus_subtilis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0202865160770545,,0.0318788109782284,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Enterococcus_faecalis","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00683335371081517,,0.0153537711853147,TRUE,"2;5;12;15"
"nonnull",25,"500",500,500,"Escherichia_coli","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.0428307936656352,,0.0588923412902485,FALSE,"2;5;12;15"
"nonnull",25,"500",500,500,"Lactobacillus_fermentum","Structural targets","ZINQ prevalence","prevalence",TRUE,"available",0.00837478428289895,,0.0153537711853147,TRUE,"2;5;12;15"
