"dataset","dataset_label","replicate","scenario","n_H","n_Case","median_depth_H","median_depth_Case","depth_ratio_Case_to_H","minimum_depth","maximum_depth","group_seed","count_seed"
"NHANESOral_2011_2012","NHANES Oral 2011-2012",96,"balanced",100,100,4108,3847,0.936465433300876,1344,15078,56997130,57097230
"NHANESOral_2011_2012","NHANES Oral 2011-2012",96,"fourfold",100,100,1434.5,5755,4.01185081910073,444,18196,56997130,57197233
"NHANESOral_2011_2012","NHANES Oral 2011-2012",97,"balanced",100,100,4057,4274,1.05348779886616,1061,12602,56998139,57098239
"NHANESOral_2011_2012","NHANES Oral 2011-2012",97,"fourfold",100,100,1576.5,6044.5,3.83412622898827,423,16675,56998139,57198242
"NHANESOral_2011_2012","NHANES Oral 2011-2012",98,"balanced",100,100,3905.5,3743.5,0.958520035846883,1406,13255,56999148,57099248
"NHANESOral_2011_2012","NHANES Oral 2011-2012",98,"fourfold",100,100,1494,6305,4.22021419009371,381,24419,56999148,57199251
"NHANESOral_2011_2012","NHANES Oral 2011-2012",99,"balanced",100,100,4061.5,3542,0.872091591776437,958,14256,57000157,57100257
"NHANESOral_2011_2012","NHANES Oral 2011-2012",99,"fourfold",100,100,1431.5,5420.5,3.78658749563395,376,24717,57000157,57200260
"NHANESOral_2011_2012","NHANES Oral 2011-2012",100,"balanced",100,100,3930.5,4114,1.04668617224272,905,16101,57001166,57101266
"NHANESOral_2011_2012","NHANES Oral 2011-2012",100,"fourfold",100,100,1497.5,5715.5,3.81669449081803,592,15823,57001166,57201269
