"dataset","family","package","version","status","discoveries","elapsed_seconds","note"
"gems_pediatric_diarrhea","DASRA","DASRA","0.6.0","completed with unavailable taxa",70,6468.72,"The combined result uses every formed component; unavailable component p-values enter as one."
"gems_pediatric_diarrhea","MaAsLin3","maaslin3","1.5.3","completed",112,2.52,"TSS normalization and log2 transformation; abundance uses the default median comparison; both arms are required for the joint set."
"gems_pediatric_diarrhea","ZINQ","ZINQ","2.0","completed",124,1.52,"Relative abundance uses the original library size; models adjust for standardized log library size; taus 0.25, 0.50, and 0.75; native Cauchy joint test."
"gems_pediatric_diarrhea","ANCOM-BC2","ANCOMBC","2.10.1","completed",30,24.74,"Structural-zero detection and negative lower-bound correction; a raw p-value is set to one when pseudocount sensitivity fails."
"gems_pediatric_diarrhea","LinDA","MicrobiomeStat","1.4","completed",51,0.04,"Adaptive bias correction, 3% winsorization, and a 0.5 pseudo-count; package-level filters disabled."
"gems_pediatric_diarrhea","corncob","corncob","0.4.2","completed",38,21.72,"Robust beta-binomial Wald inference; mean and dispersion models share the adjusted formula; original library size is the binomial denominator."
"gems_pediatric_diarrhea","edgeR","edgeR","4.6.3","completed with unavailable taxa",33,0.89,"TMM normalization with robust quasi-likelihood fitting; library sizes recomputed after filtering; edgeR expression-filter exclusions remain in the common BH family as one."
"gems_pediatric_diarrhea","DESeq2","DESeq2","1.48.2","completed with unavailable taxa",45,2.79,"Positive-count size factors, parametric dispersion fit, and Wald test; Cook's handling and independent filtering retained."
"gems_pediatric_diarrhea","metagenomeSeq","metagenomeSeq","1.50.0","completed",67,0.29,"CSS normalization at quantile 0.5000 followed by fitZig."
