"dataset","dataset_label","n_samples","group_size","n_taxa","replicates","scenarios","depth_medians_H","depth_medians_Case","depth_sdlog","panel_source_prevalence_minimum","panel_mean_abundance_minimum","fourfold_minimum_positive_H","fourfold_minimum_positive_Case","fourfold_minimum_positive_both","fourfold_fraction_records_at_least_20","fourfold_fraction_records_at_least_18","fourfold_max_taxon_replicates_below_18","sampling_bin","DASRA_omnibus_definition","MaAsLin3_input","DASRA_version","ZINQ_version","maaslin3_version","R_version"
"Qiita11993Colombia","Colombia Westernization",200,100,30,100,"balanced | fourfold","4000 | 1500","4000 | 6000",0.45,0.1,1e-05,20,29,20,1,1,0,"Other_unmodeled excluded from method inputs","Bonferroni omnibus p-value when at least one component is formed","taxon relative abundance with normalization NONE","0.6.0","2.0","1.5.3","4.5.0"
