"candidates_reaching_dasra_screen","broadly_non_working_candidates","broadly_non_working_percent","common_background_incompatible_candidates","common_background_incompatible_percent","candidates_rejected_by_either_rule","candidates_rejected_percent","candidates_passing_screen","candidates_passing_screen_percent","denominator_note"
12,4,33.33,0,0,4,33.33,8,66.67,"The denominator includes every candidate that reached DASRA screening, including candidates not advanced to the final formal analysis"
