"setting_id","taxon","n_replications","mean_positive_control","mean_positive_case","probability_control_below_20","probability_case_below_20","probability_either_group_below_20"
"JOINT_FOURFOLD","Taxon_025",100,37.76,48.8,0,0,0
"JOINT_FOURFOLD","Taxon_026",100,77.2,83.85,0,0,0
"JOINT_FOURFOLD","Taxon_027",100,57.93,73.84,0,0,0
"JOINT_FOURFOLD","Taxon_028",100,60.44,77.04,0,0,0
"JOINT_FOURFOLD","Taxon_029",100,59.13,74.65,0,0,0
"JOINT_FOURFOLD","Taxon_030",100,58.06,78.53,0,0,0
"JOINT_FOURFOLD","Taxon_031",100,34.51,46.75,0,0,0
"JOINT_FOURFOLD","Taxon_032",100,49.85,67.94,0,0,0
"JOINT_FOURFOLD","Taxon_033",100,36.65,52.48,0,0,0
"JOINT_FOURFOLD","Taxon_034",100,32.85,46.01,0,0,0
"JOINT_FOURFOLD","Taxon_035",100,40.39,57.43,0,0,0
"JOINT_FOURFOLD","Taxon_036",100,28.5,40.82,0.04,0.02,0.06
"JOINT_FOURFOLD","Taxon_037",100,29.35,45.39,0.02,0,0.02
"JOINT_FOURFOLD","Taxon_038",100,45.03,65.62,0,0,0
"JOINT_FOURFOLD","Taxon_039",100,33.05,38.39,0,0.04,0.04
"JOINT_FOURFOLD","Taxon_040",100,27.88,33.65,0.03,0.04,0.07
"JOINT_FOURFOLD","Taxon_041",100,50.71,77.43,0,0,0
"JOINT_FOURFOLD","Taxon_042",100,38.17,60.41,0,0,0
"JOINT_FOURFOLD","Taxon_043",100,30.77,46.18,0,0.01,0.01
"JOINT_FOURFOLD","Taxon_044",100,34.42,41.03,0,0.01,0.01
"JOINT_FOURFOLD","Taxon_045",100,44.52,67.89,0,0,0
"JOINT_FOURFOLD","Taxon_046",100,35.84,59.57,0,0,0
"JOINT_FOURFOLD","Taxon_047",100,40.35,63.79,0,0,0
"JOINT_FOURFOLD","Taxon_048",100,28.96,49.27,0.03,0,0.03
"JOINT_FOURFOLD","Taxon_049",100,42.54,70.45,0,0,0
"JOINT_FOURFOLD","Taxon_050",100,34.84,56.8,0,0,0
"ABUND40_SAME_BALANCED","Taxon_001",100,38.21,39.3,0,0,0
"ABUND40_SAME_BALANCED","Taxon_002",100,69.8,69.39,0,0,0
"ABUND40_SAME_BALANCED","Taxon_003",100,103.17,103.35,0,0,0
"ABUND40_SAME_BALANCED","Taxon_004",100,91.62,92.55,0,0,0
"ABUND40_SAME_BALANCED","Taxon_005",100,68.3,68.44,0,0,0
"ABUND40_SAME_BALANCED","Taxon_006",100,103.62,103.8,0,0,0
"ABUND40_SAME_BALANCED","Taxon_007",100,72.18,73.56,0,0,0
"ABUND40_SAME_BALANCED","Taxon_008",100,106.88,106.71,0,0,0
"ABUND40_SAME_BALANCED","Taxon_009",100,79.43,79.12,0,0,0
"ABUND40_SAME_BALANCED","Taxon_010",100,56.14,56.14,0,0,0
"ABUND40_SAME_BALANCED","Taxon_011",100,47.45,48.16,0,0,0
"ABUND40_SAME_BALANCED","Taxon_012",100,63.91,66.11,0,0,0
"ABUND40_SAME_BALANCED","Taxon_013",100,53.69,55.22,0,0,0
"ABUND40_SAME_BALANCED","Taxon_014",100,34.19,34.35,0,0,0
"ABUND40_SAME_BALANCED","Taxon_015",100,84.22,84.86,0,0,0
"ABUND40_SAME_BALANCED","Taxon_016",100,81.13,82.11,0,0,0
"ABUND40_SAME_BALANCED","Taxon_017",100,105.97,106.87,0,0,0
"ABUND40_SAME_BALANCED","Taxon_018",100,55.07,55.54,0,0,0
"ABUND40_SAME_BALANCED","Taxon_019",100,52.46,53.91,0,0,0
"ABUND40_SAME_BALANCED","Taxon_020",100,78.53,79.46,0,0,0
"ABUND40_SAME_BALANCED","Taxon_021",100,57.4,59.23,0,0,0
"ABUND40_SAME_BALANCED","Taxon_022",100,29.59,29.81,0,0.01,0.01
"ABUND40_SAME_BALANCED","Taxon_023",100,55.79,56.44,0,0,0
"ABUND40_SAME_BALANCED","Taxon_024",100,70.2,70.26,0,0,0
"ABUND40_SAME_BALANCED","Taxon_025",100,45.22,47.48,0,0,0
"ABUND40_SAME_BALANCED","Taxon_026",100,81.63,82.37,0,0,0
"ABUND40_SAME_BALANCED","Taxon_027",100,70.35,72.53,0,0,0
"ABUND40_SAME_BALANCED","Taxon_028",100,73.34,75.04,0,0,0
"ABUND40_SAME_BALANCED","Taxon_029",100,70.91,72.64,0,0,0
"ABUND40_SAME_BALANCED","Taxon_030",100,73.48,75.52,0,0,0
"ABUND40_SAME_BALANCED","Taxon_031",100,42.67,45.9,0,0,0
"ABUND40_SAME_BALANCED","Taxon_032",100,63.53,66.51,0,0,0
"ABUND40_SAME_BALANCED","Taxon_033",100,48.46,50.8,0,0,0
"ABUND40_SAME_BALANCED","Taxon_034",100,42.09,43.57,0,0,0
"ABUND40_SAME_BALANCED","Taxon_035",100,52.73,55.19,0,0,0
"ABUND40_SAME_BALANCED","Taxon_036",100,37.57,38.83,0,0,0
"ABUND40_SAME_BALANCED","Taxon_037",100,41.16,43.08,0,0,0
"ABUND40_SAME_BALANCED","Taxon_038",100,60.94,64.68,0,0,0
"ABUND40_SAME_BALANCED","Taxon_039",100,37.78,38.1,0,0,0
"ABUND40_SAME_BALANCED","Taxon_040",100,31.65,31.69,0,0,0
"ABUND40_SAME_BALANCED","Taxon_041",100,70.15,73.67,0,0,0
"ABUND40_SAME_BALANCED","Taxon_042",100,54.83,58.6,0,0,0
"ABUND40_SAME_BALANCED","Taxon_043",100,41.75,44.05,0,0,0
"ABUND40_SAME_BALANCED","Taxon_044",100,40.01,40.3,0,0,0
"ABUND40_SAME_BALANCED","Taxon_045",100,60.59,64.86,0,0,0
"ABUND40_SAME_BALANCED","Taxon_046",100,51.47,56.2,0,0,0
"ABUND40_SAME_BALANCED","Taxon_047",100,56.78,60.07,0,0,0
"ABUND40_SAME_BALANCED","Taxon_048",100,43.17,46.29,0,0,0
"ABUND40_SAME_BALANCED","Taxon_049",100,62.63,66.56,0,0,0
"ABUND40_SAME_BALANCED","Taxon_050",100,50.78,53.71,0,0,0
"ABUND60_SAME_BALANCED","Taxon_001",100,38.49,39.97,0,0,0
"ABUND60_SAME_BALANCED","Taxon_002",100,69.51,70.07,0,0,0
"ABUND60_SAME_BALANCED","Taxon_003",100,103.12,104.21,0,0,0
"ABUND60_SAME_BALANCED","Taxon_004",100,91.75,92.49,0,0,0
"ABUND60_SAME_BALANCED","Taxon_005",100,68.95,68.7,0,0,0
"ABUND60_SAME_BALANCED","Taxon_006",100,104.02,104.5,0,0,0
"ABUND60_SAME_BALANCED","Taxon_007",100,72.05,74.96,0,0,0
"ABUND60_SAME_BALANCED","Taxon_008",100,106.83,107.13,0,0,0
"ABUND60_SAME_BALANCED","Taxon_009",100,79.12,79.99,0,0,0
"ABUND60_SAME_BALANCED","Taxon_010",100,55.95,56.42,0,0,0
"ABUND60_SAME_BALANCED","Taxon_011",100,47.41,48.24,0,0,0
"ABUND60_SAME_BALANCED","Taxon_012",100,63.83,66.96,0,0,0
"ABUND60_SAME_BALANCED","Taxon_013",100,54.09,55.03,0,0,0
"ABUND60_SAME_BALANCED","Taxon_014",100,34.46,34.79,0,0,0
"ABUND60_SAME_BALANCED","Taxon_015",100,84.2,85.38,0,0,0
"ABUND60_SAME_BALANCED","Taxon_016",100,81.35,83.33,0,0,0
"ABUND60_SAME_BALANCED","Taxon_017",100,106.11,107.5,0,0,0
"ABUND60_SAME_BALANCED","Taxon_018",100,55.09,55.89,0,0,0
"ABUND60_SAME_BALANCED","Taxon_019",100,52.66,54.83,0,0,0
"ABUND60_SAME_BALANCED","Taxon_020",100,78.2,80.4,0,0,0
"ABUND60_SAME_BALANCED","Taxon_021",100,56.99,58.94,0,0,0
"ABUND60_SAME_BALANCED","Taxon_022",100,29.11,29.72,0,0.04,0.04
"ABUND60_SAME_BALANCED","Taxon_023",100,56.21,56.74,0,0,0
"ABUND60_SAME_BALANCED","Taxon_024",100,69.55,71.47,0,0,0
"ABUND60_SAME_BALANCED","Taxon_025",100,45.84,48.45,0,0,0
"ABUND60_SAME_BALANCED","Taxon_026",100,82.03,82.28,0,0,0
"ABUND60_SAME_BALANCED","Taxon_027",100,70.59,73.88,0,0,0
"ABUND60_SAME_BALANCED","Taxon_028",100,73.39,76.44,0,0,0
"ABUND60_SAME_BALANCED","Taxon_029",100,72.02,74.43,0,0,0
"ABUND60_SAME_BALANCED","Taxon_030",100,73.66,76.71,0,0,0
"ABUND60_SAME_BALANCED","Taxon_031",100,43.09,45.61,0,0,0
"ABUND60_SAME_BALANCED","Taxon_032",100,63.11,68.61,0,0,0
"ABUND60_SAME_BALANCED","Taxon_033",100,47.9,52.05,0,0,0
"ABUND60_SAME_BALANCED","Taxon_034",100,41.8,44.79,0,0,0
"ABUND60_SAME_BALANCED","Taxon_035",100,52.77,55.9,0,0,0
"ABUND60_SAME_BALANCED","Taxon_036",100,36.94,39.56,0,0,0
"ABUND60_SAME_BALANCED","Taxon_037",100,41.41,44.44,0,0,0
"ABUND60_SAME_BALANCED","Taxon_038",100,61.54,65.72,0,0,0
"ABUND60_SAME_BALANCED","Taxon_039",100,37.52,38.29,0,0,0
"ABUND60_SAME_BALANCED","Taxon_040",100,31.34,32.25,0,0.01,0.01
"ABUND60_SAME_BALANCED","Taxon_041",100,70.72,75.25,0,0,0
"ABUND60_SAME_BALANCED","Taxon_042",100,54.88,60.33,0,0,0
"ABUND60_SAME_BALANCED","Taxon_043",100,41.86,45.57,0,0,0
"ABUND60_SAME_BALANCED","Taxon_044",100,40.11,40.38,0,0,0
"ABUND60_SAME_BALANCED","Taxon_045",100,60.38,66.36,0,0,0
"ABUND60_SAME_BALANCED","Taxon_046",100,51.96,57.14,0,0,0
"ABUND60_SAME_BALANCED","Taxon_047",100,57.49,62.52,0,0,0
"ABUND60_SAME_BALANCED","Taxon_048",100,43.43,48.01,0,0,0
"ABUND60_SAME_BALANCED","Taxon_049",100,62.66,69.28,0,0,0
"ABUND60_SAME_BALANCED","Taxon_050",100,50.44,56.72,0,0,0
