"dataset","family","package","version","status","discoveries","elapsed_seconds","note"
"crc_baxter","DASRA","DASRA","0.4.0","completed with unavailable taxa",4,324.03,"Both components are required for the combined result; unavailable p-values remain in the BH family as one."
"crc_baxter","MaAsLin3","maaslin3","1.5.3","completed with unavailable taxa",15,2.56,"TSS normalization and log2 transformation; abundance uses the default median comparison; both arms are required for the joint set."
"crc_baxter","ZINQ","ZINQ","2.0","completed",20,0.6,"Relative abundance uses the original library size; models adjust for standardized log library size; taus 0.25, 0.50, and 0.75; native Cauchy joint test."
"crc_baxter","ANCOM-BC2","ANCOMBC","2.10.1","completed",2,15.44,"Structural-zero detection and negative lower-bound correction; a raw p-value is set to one when pseudocount sensitivity fails."
"crc_baxter","LinDA","MicrobiomeStat","1.4","completed",8,0.04,"Adaptive bias correction, 3% winsorization, and a 0.5 pseudo-count; package-level filters disabled."
"crc_baxter","corncob","corncob","0.4.2","completed",24,3.29,"Robust beta-binomial Wald inference; mean and dispersion models share the adjusted formula; original library size is the binomial denominator."
"crc_baxter","edgeR","edgeR","4.6.3","completed with unavailable taxa",11,0.16,"TMM normalization with robust quasi-likelihood fitting; filterByExpr exclusions remain in the common BH family as one."
"crc_baxter","DESeq2","DESeq2","1.48.2","completed with unavailable taxa",12,1.8,"Positive-count size factors, parametric dispersion fit, and Wald test; Cook's handling and independent filtering retained."
"crc_baxter","metagenomeSeq","metagenomeSeq","1.50.0","completed",43,0.15,"CSS normalization at quantile 0.5000 followed by fitZig."
