"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"crc_baxter","Enterorhabdus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.6050015388141,0.6050015388141,0.6050015388141,0.924129050107053,0.924129050107053,FALSE,,-0.517221509101026,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Erysipelotrichaceae_incertae_sedis","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.644959485801657,0.644959485801657,0.644959485801657,0.924129050107053,0.924129050107053,FALSE,,-0.460775772027725,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Escherichia/Shigella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.773484196661344,0.773484196661344,0.773484196661344,0.994479681421728,0.994479681421728,FALSE,,-0.287820431657436,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Eubacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.205061234950765,0.205061234950765,0.205061234950765,0.738220445822753,0.738220445822753,FALSE,,-1.26726308616699,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Faecalibacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.314416563632781,0.314416563632781,0.314416563632781,0.863829206026966,0.863829206026966,FALSE,,-1.00599793453007,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Flavonifractor","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.464511118647814,0.464511118647814,0.464511118647814,0.924129050107053,0.924129050107053,FALSE,,-0.731438889297955,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Fusobacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0870233622962334,0.0870233622962334,0.0870233622962334,0.693632402781177,0.693632402781177,FALSE,,-1.71131292141944,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Gemella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.171479361900772,0.171479361900772,0.171479361900772,0.734111771472303,0.734111771472303,FALSE,,1.36746576188628,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Gemmiger","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.561849116992821,0.561849116992821,0.561849116992821,0.924129050107053,0.924129050107053,FALSE,,-0.580097133074926,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Gordonibacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.623634121320112,0.623634121320112,0.623634121320112,0.924129050107053,0.924129050107053,FALSE,,-0.4907063970879,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Granulicatella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0831815734258784,0.0831815734258784,0.0831815734258784,0.693632402781177,0.693632402781177,FALSE,,1.73251688486265,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Haemophilus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.904201690543287,0.904201690543287,0.904201690543287,1,1,FALSE,,-0.120355311138283,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Hespellia","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.298761932624556,0.298761932624556,0.298761932624556,0.855545534333957,0.855545534333957,FALSE,,-1.03909203996291,"score z; positive values indicate greater structural absence in the comparison group",,
