samples_per_group,signal_taxa_percent,covariate_structure,target_abundance_difference,method,measure,replications,estimate,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
60,20,Unconfounded,0.5,LinDA,Empirical false discovery rate,100,0.0413333333333333,0.111576801872295,0.0111576801872295,0.0194642801663635,0.0632023865003032
60,20,Unconfounded,0.5,ZINQ,Empirical false discovery rate,100,0.0333412698412698,0.0739655328076469,0.00739655328076469,0.018844025410971,0.0478385142715686
60,20,Unconfounded,0.5,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,0.6,edgeR,Empirical false discovery rate,100,0.012,0.054075227145125,0.00540752271451249,0.00140125547955551,0.0225987445204445
60,20,Unconfounded,0.6,DESeq2,Empirical false discovery rate,100,0.0345205627705628,0.0743261482559598,0.00743261482559598,0.0199526377123947,0.0490884878287309
60,20,Unconfounded,0.6,corncob,Empirical false discovery rate,100,0.0651962204462205,0.0829128023657453,0.00829128023657453,0.0489453111825344,0.0814471297099065
60,20,Unconfounded,0.6,MaAsLin 3,Empirical false discovery rate,100,0.0298686868686869,0.0577317030245313,0.00577317030245313,0.0185532730758787,0.041184100661495
60,20,Unconfounded,0.6,metagenomeSeq,Empirical false discovery rate,100,0.115361527361527,0.0919437850483062,0.00919437850483062,0.0973405454920593,0.133382509230995
60,20,Unconfounded,0.6,SACAT,Empirical false discovery rate,100,0.0554285159285159,0.0706738194776331,0.00706738194776331,0.0415764473108998,0.069280584546132
60,20,Unconfounded,0.6,LinDA,Empirical false discovery rate,100,0.0586428571428571,0.125285196537262,0.0125285196537262,0.0340869586215537,0.0831987556641606
60,20,Unconfounded,0.6,ZINQ,Empirical false discovery rate,100,0.0416500721500722,0.0733446176713932,0.00733446176713932,0.0272745270864791,0.0560256172136652
60,20,Unconfounded,0.6,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,0.75,edgeR,Empirical false discovery rate,100,0.0215634920634921,0.0585543743608397,0.00585543743608397,0.0100868346887675,0.0330401494382166
60,20,Unconfounded,0.75,DESeq2,Empirical false discovery rate,100,0.0232424242424242,0.0505644982239871,0.00505644982239871,0.0133317825905228,0.0331530658943257
60,20,Unconfounded,0.75,corncob,Empirical false discovery rate,100,0.0497062937062937,0.0669734825925784,0.00669734825925784,0.0365794911181483,0.0628330962944391
60,20,Unconfounded,0.75,MaAsLin 3,Empirical false discovery rate,100,0.0238181818181818,0.0453984349116008,0.00453984349116008,0.0149200885755081,0.0327162750608556
60,20,Unconfounded,0.75,metagenomeSeq,Empirical false discovery rate,100,0.103738178488178,0.0956372032521509,0.00956372032521509,0.0849932866507569,0.1224830703256
60,20,Unconfounded,0.75,SACAT,Empirical false discovery rate,100,0.0435850815850816,0.0627782793101946,0.00627782793101946,0.0312805388402835,0.0558896243298797
60,20,Unconfounded,0.75,LinDA,Empirical false discovery rate,100,0.0741237373737374,0.123339032859666,0.0123339032859666,0.0499492869332429,0.0982981878142318
60,20,Unconfounded,0.75,ZINQ,Empirical false discovery rate,100,0.0376593406593407,0.0637525733857492,0.00637525733857492,0.0251638362757338,0.0501548450429475
60,20,Unconfounded,0.75,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,0.9,edgeR,Empirical false discovery rate,100,0.0192936507936508,0.0493054809133218,0.00493054809133218,0.00962977653463972,0.0289575250526619
60,20,Unconfounded,0.9,DESeq2,Empirical false discovery rate,100,0.0243232323232323,0.0449153889517085,0.00449153889517085,0.0155198160886975,0.0331266485577672
60,20,Unconfounded,0.9,corncob,Empirical false discovery rate,100,0.0521806526806527,0.0658195049959577,0.00658195049959577,0.039280029701445,0.0650812756598604
60,20,Unconfounded,0.9,MaAsLin 3,Empirical false discovery rate,100,0.0224242424242424,0.0444214816713051,0.00444214816713051,0.0137176320166666,0.0311308528318182
60,20,Unconfounded,0.9,metagenomeSeq,Empirical false discovery rate,100,0.101305361305361,0.095030930574099,0.0095030930574099,0.0826792989128379,0.119931423697885
60,20,Unconfounded,0.9,SACAT,Empirical false discovery rate,100,0.0458275058275058,0.0633581387107508,0.00633581387107508,0.0334093106401987,0.058245701014813
60,20,Unconfounded,0.9,LinDA,Empirical false discovery rate,100,0.0635992063492064,0.0957325404378309,0.00957325404378309,0.0448356284233915,0.0823627842750212
60,20,Unconfounded,0.9,ZINQ,Empirical false discovery rate,100,0.0456612276612277,0.0571649125780042,0.00571649125780042,0.0344569047959388,0.0568655505265165
60,20,Unconfounded,0.9,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,1.05,edgeR,Empirical false discovery rate,100,0.0241273448773449,0.067815049174079,0.0067815049174079,0.0108355952392254,0.0374190945154644
60,20,Unconfounded,1.05,DESeq2,Empirical false discovery rate,100,0.0315454545454545,0.0495934160436526,0.00495934160436526,0.0218251450008986,0.0412657640900104
60,20,Unconfounded,1.05,corncob,Empirical false discovery rate,100,0.0552907092907093,0.066034233068764,0.0066034233068764,0.0423479996092316,0.068233418972187
60,20,Unconfounded,1.05,MaAsLin 3,Empirical false discovery rate,100,0.0217965367965368,0.0470252803916217,0.00470252803916217,0.0125795818397789,0.0310134917532947
60,20,Unconfounded,1.05,metagenomeSeq,Empirical false discovery rate,100,0.11528971028971,0.0949318475754884,0.00949318475754884,0.0966830681649146,0.133896352414506
60,20,Unconfounded,1.05,SACAT,Empirical false discovery rate,100,0.0507708957708958,0.0659513246469619,0.00659513246469619,0.0378444361400912,0.0636973554017003
60,20,Unconfounded,1.05,LinDA,Empirical false discovery rate,100,0.0565569708069708,0.0767048186403921,0.00767048186403921,0.041522826353454,0.0715911152604877
60,20,Unconfounded,1.05,ZINQ,Empirical false discovery rate,100,0.0466410256410256,0.0586605890046295,0.00586605890046295,0.0351435501961182,0.058138501085933
60,20,Unconfounded,1.05,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,1.2,edgeR,Empirical false discovery rate,100,0.0176626984126984,0.044887359592848,0.0044887359592848,0.0088647759325002,0.0264606208928966
60,20,Unconfounded,1.2,DESeq2,Empirical false discovery rate,100,0.0262470862470863,0.0505024640586137,0.00505024640586137,0.016348603291598,0.0361455692025745
60,20,Unconfounded,1.2,corncob,Empirical false discovery rate,100,0.0528671328671329,0.0697567015796069,0.00697567015796069,0.0391948193575299,0.0665394463767358
60,20,Unconfounded,1.2,MaAsLin 3,Empirical false discovery rate,100,0.016969696969697,0.0390189588960693,0.00390189588960693,0.00932198102606738,0.0246174129133266
60,20,Unconfounded,1.2,metagenomeSeq,Empirical false discovery rate,100,0.102787212787213,0.0808529134281379,0.00808529134281379,0.0869400417552978,0.118634383819128
60,20,Unconfounded,1.2,SACAT,Empirical false discovery rate,100,0.0426590076590077,0.0652459417045331,0.00652459417045331,0.0298708030849192,0.0554472122330962
60,20,Unconfounded,1.2,LinDA,Empirical false discovery rate,100,0.0647784715284715,0.0790268888246606,0.00790268888246606,0.0492892013188381,0.080267741738105
60,20,Unconfounded,1.2,ZINQ,Empirical false discovery rate,100,0.0423776223776224,0.0618117581501609,0.00618117581501609,0.0302625177801909,0.0544927269750539
60,20,Unconfounded,1.2,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
60,20,Unconfounded,1.4,edgeR,Empirical false discovery rate,100,0.0186865079365079,0.0472239937730467,0.00472239937730467,0.00943060515699079,0.0279424107160251
60,20,Unconfounded,1.4,DESeq2,Empirical false discovery rate,100,0.0212121212121212,0.0447605421743028,0.00447605421743028,0.0124390549459579,0.0299851874782846
60,20,Unconfounded,1.4,corncob,Empirical false discovery rate,100,0.0515850815850816,0.0669819615000054,0.00669819615000054,0.0384566171310805,0.0647135460390827
60,20,Unconfounded,1.4,MaAsLin 3,Empirical false discovery rate,100,0.0127272727272727,0.0317031898199797,0.00317031898199797,0.0065134475225567,0.0189410979319888
60,20,Unconfounded,1.4,metagenomeSeq,Empirical false discovery rate,100,0.101821511821512,0.0778977107952339,0.00778977107952339,0.086553560505646,0.117089463137378
60,20,Unconfounded,1.4,SACAT,Empirical false discovery rate,100,0.0498018648018648,0.0707815209301988,0.00707815209301988,0.0359286866995458,0.0636750429041838
60,20,Unconfounded,1.4,LinDA,Empirical false discovery rate,100,0.0553885003885004,0.0667942503320048,0.00667942503320048,0.0422968273234275,0.0684801734535733
60,20,Unconfounded,1.4,ZINQ,Empirical false discovery rate,100,0.0473559773559774,0.0699926063874964,0.00699926063874964,0.0336374265040281,0.0610745282079267
60,20,Unconfounded,1.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.1,edgeR,Empirical false discovery rate,100,0.03,0.171446607997765,0.0171446607997765,0,0.063603535167562
80,20,Unconfounded,0.1,DESeq2,Empirical false discovery rate,100,0.03,0.171446607997765,0.0171446607997765,0,0.063603535167562
80,20,Unconfounded,0.1,corncob,Empirical false discovery rate,100,0.0666666666666667,0.246182981958666,0.0246182981958666,0.0184148022027682,0.114918531130565
80,20,Unconfounded,0.1,MaAsLin 3,Empirical false discovery rate,100,0.055,0.211953396821666,0.0211953396821666,0.0134571342229535,0.0965428657770465
80,20,Unconfounded,0.1,metagenomeSeq,Empirical false discovery rate,100,0.241666666666667,0.401578674855582,0.0401578674855582,0.162957246394973,0.320376086938361
80,20,Unconfounded,0.1,SACAT,Empirical false discovery rate,100,0.0733333333333333,0.243109301417008,0.0243109301417008,0.0256839102555997,0.120982756411067
80,20,Unconfounded,0.1,LinDA,Empirical false discovery rate,100,0.08,0.272659924344291,0.0272659924344291,0.026558654828519,0.133441345171481
80,20,Unconfounded,0.1,ZINQ,Empirical false discovery rate,100,0.045,0.202197523189179,0.0202197523189179,0.00536928545492101,0.084630714545079
80,20,Unconfounded,0.1,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.2,edgeR,Empirical false discovery rate,100,0.01,0.1,0.01,0,0.0296
80,20,Unconfounded,0.2,DESeq2,Empirical false discovery rate,100,0.03,0.171446607997765,0.0171446607997765,0,0.063603535167562
80,20,Unconfounded,0.2,corncob,Empirical false discovery rate,100,0.0883333333333333,0.257823707158717,0.0257823707158717,0.0377998867302248,0.138866779936442
80,20,Unconfounded,0.2,MaAsLin 3,Empirical false discovery rate,100,0.0466666666666667,0.180534186769688,0.0180534186769688,0.0112819660598078,0.0820513672735255
80,20,Unconfounded,0.2,metagenomeSeq,Empirical false discovery rate,100,0.223,0.327197568998074,0.0327197568998074,0.158869276476378,0.287130723523622
80,20,Unconfounded,0.2,SACAT,Empirical false discovery rate,100,0.0915,0.269508166993727,0.0269508166993727,0.0386763992692295,0.144323600730771
80,20,Unconfounded,0.2,LinDA,Empirical false discovery rate,100,0.101666666666667,0.283174841787409,0.0283174841787409,0.0461643976763344,0.157168935656999
80,20,Unconfounded,0.2,ZINQ,Empirical false discovery rate,100,0.04,0.1836773631599,0.01836773631599,0.00399923682065963,0.0760007631793404
80,20,Unconfounded,0.2,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.3,edgeR,Empirical false discovery rate,100,0.01,0.1,0.01,0,0.0296
80,20,Unconfounded,0.3,DESeq2,Empirical false discovery rate,100,0.0183333333333333,0.115797629116882,0.0115797629116882,0,0.0410296686402422
80,20,Unconfounded,0.3,corncob,Empirical false discovery rate,100,0.0705952380952381,0.202774953880536,0.0202774953880536,0.0308513471346531,0.110339129055823
80,20,Unconfounded,0.3,MaAsLin 3,Empirical false discovery rate,100,0.0197619047619048,0.0745897411994499,0.00745897411994499,0.00514231548681257,0.034381494036997
80,20,Unconfounded,0.3,metagenomeSeq,Empirical false discovery rate,100,0.149,0.171208867282877,0.0171208867282877,0.115443062012556,0.182556937987444
80,20,Unconfounded,0.3,SACAT,Empirical false discovery rate,100,0.0399285714285714,0.0991903912129184,0.00991903912129184,0.0204872547508394,0.0593698881063034
80,20,Unconfounded,0.3,LinDA,Empirical false discovery rate,100,0.100833333333333,0.279111696180948,0.0279111696180948,0.0461274408818676,0.155539225784799
80,20,Unconfounded,0.3,ZINQ,Empirical false discovery rate,100,0.0679285714285714,0.191904951380664,0.0191904951380664,0.0303152009579612,0.105541941899182
80,20,Unconfounded,0.3,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.0139285714285714,0.0754453212304641,0.00754453212304642,0,0.0287158543897424
80,20,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.0229285714285714,0.112331809780995,0.0112331809780995,0.000911536711496463,0.0449456061456464
80,20,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0614246031746032,0.106998716798117,0.0106998716798117,0.0404528546821722,0.0823963516670341
80,20,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0378531746031746,0.0799601089867189,0.0079960108986719,0.0221809932417777,0.0535253559645715
80,20,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.131154845154845,0.110144570382614,0.0110144570382614,0.109566509359853,0.152743180949837
80,20,Unconfounded,0.4,SACAT,Empirical false discovery rate,100,0.04475,0.0747516733339044,0.00747516733339044,0.0300986720265547,0.0594013279734453
80,20,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.0742380952380952,0.204908775363427,0.0204908775363427,0.0340759752668635,0.114400215209327
80,20,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0409047619047619,0.0848178296410407,0.00848178296410407,0.0242804672951179,0.0575290565144059
80,20,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.5,edgeR,Empirical false discovery rate,100,0.0171111111111111,0.0671915365307957,0.00671915365307957,0.00394156995107516,0.0302806522711471
80,20,Unconfounded,0.5,DESeq2,Empirical false discovery rate,100,0.0153495670995671,0.0482470937923814,0.00482470937923814,0.00589313671626035,0.0248059974828739
80,20,Unconfounded,0.5,corncob,Empirical false discovery rate,100,0.0562265512265512,0.0754289556873533,0.00754289556873533,0.04144247591183,0.0710106265412725
80,20,Unconfounded,0.5,MaAsLin 3,Empirical false discovery rate,100,0.0347034632034632,0.0584365178816871,0.00584365178816871,0.0232499056986525,0.0461570207082739
80,20,Unconfounded,0.5,metagenomeSeq,Empirical false discovery rate,100,0.111930236430236,0.0974696056721131,0.00974696056721131,0.0928261937185023,0.131034279141971
80,20,Unconfounded,0.5,SACAT,Empirical false discovery rate,100,0.0474152236652237,0.0642360819573219,0.00642360819573219,0.0348249516015886,0.0600054957288588
80,20,Unconfounded,0.5,LinDA,Empirical false discovery rate,100,0.0585476190476191,0.148672363917298,0.0148672363917298,0.0294078357198286,0.0876874023754095
80,20,Unconfounded,0.5,ZINQ,Empirical false discovery rate,100,0.0391583416583417,0.0666814330330459,0.00666814330330459,0.0260887807838647,0.0522279025328187
80,20,Unconfounded,0.5,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.6,edgeR,Empirical false discovery rate,100,0.0318968253968254,0.0949272554844123,0.00949272554844123,0.0132910833218806,0.0505025674717702
80,20,Unconfounded,0.6,DESeq2,Empirical false discovery rate,100,0.0208553391053391,0.0493043036685975,0.00493043036685975,0.011191695586294,0.0305189826243842
80,20,Unconfounded,0.6,corncob,Empirical false discovery rate,100,0.0563217893217893,0.0681166356594693,0.00681166356594693,0.0429709287325333,0.0696726499110453
80,20,Unconfounded,0.6,MaAsLin 3,Empirical false discovery rate,100,0.0366843434343434,0.0543353188947567,0.00543353188947567,0.0260346209309711,0.0473340659377158
80,20,Unconfounded,0.6,metagenomeSeq,Empirical false discovery rate,100,0.108262182262182,0.08970273268294,0.008970273268294,0.090680446656326,0.125843917868039
80,20,Unconfounded,0.6,SACAT,Empirical false discovery rate,100,0.0618531468531469,0.0650445811890352,0.00650445811890352,0.049104408940096,0.0746018847661978
80,20,Unconfounded,0.6,LinDA,Empirical false discovery rate,100,0.0586482683982684,0.115837301979958,0.0115837301979958,0.0359441572101967,0.0813523795863401
80,20,Unconfounded,0.6,ZINQ,Empirical false discovery rate,100,0.0533434065934066,0.0719820959111466,0.00719820959111466,0.0392349157948219,0.0674518973919913
80,20,Unconfounded,0.6,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.75,edgeR,Empirical false discovery rate,100,0.019281746031746,0.0475611284969794,0.00475611284969794,0.00995976484633808,0.028603727217154
80,20,Unconfounded,0.75,DESeq2,Empirical false discovery rate,100,0.0178686868686869,0.043131513846397,0.00431315138463971,0.00941491015479304,0.0263224635825807
80,20,Unconfounded,0.75,corncob,Empirical false discovery rate,100,0.0583062493062493,0.0685035099997053,0.00685035099997053,0.0448795613463071,0.0717329372661915
80,20,Unconfounded,0.75,MaAsLin 3,Empirical false discovery rate,100,0.0252929292929293,0.0475165007960445,0.00475165007960445,0.0159796951369046,0.034606163448954
80,20,Unconfounded,0.75,metagenomeSeq,Empirical false discovery rate,100,0.11568774362892,0.0978071977830706,0.00978071977830705,0.0965175328634383,0.134857954394402
80,20,Unconfounded,0.75,SACAT,Empirical false discovery rate,100,0.0564685314685315,0.0639557450973745,0.00639557450973745,0.0439332054294461,0.0690038575076169
80,20,Unconfounded,0.75,LinDA,Empirical false discovery rate,100,0.0546515151515152,0.0932200162164164,0.00932200162164164,0.0363803919730975,0.0729226383299328
80,20,Unconfounded,0.75,ZINQ,Empirical false discovery rate,100,0.0367755577755578,0.0596352634718208,0.00596352634718208,0.0250870461350809,0.0484640694160347
80,20,Unconfounded,0.75,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,0.9,edgeR,Empirical false discovery rate,100,0.0205079365079365,0.048322686042942,0.0048322686042942,0.0110366900435199,0.0299791829723531
80,20,Unconfounded,0.9,DESeq2,Empirical false discovery rate,100,0.0254032634032634,0.0510523320246383,0.00510523320246383,0.0153970063264343,0.0354095204800925
80,20,Unconfounded,0.9,corncob,Empirical false discovery rate,100,0.0590825840825841,0.0689400842568847,0.00689400842568847,0.0455703275682347,0.0725948405969335
80,20,Unconfounded,0.9,MaAsLin 3,Empirical false discovery rate,100,0.0235353535353535,0.0433524045414185,0.00433524045414185,0.0150382822452355,0.0320324248254716
80,20,Unconfounded,0.9,metagenomeSeq,Empirical false discovery rate,100,0.128944139194139,0.0934234241704089,0.00934234241704089,0.110633148056739,0.147255130331539
80,20,Unconfounded,0.9,SACAT,Empirical false discovery rate,100,0.0604079254079254,0.0670608707251218,0.00670608707251218,0.0472639947458016,0.0735518560700493
80,20,Unconfounded,0.9,LinDA,Empirical false discovery rate,100,0.0524235209235209,0.0707882261279801,0.00707882261279801,0.0385490286024368,0.066298013244605
80,20,Unconfounded,0.9,ZINQ,Empirical false discovery rate,100,0.0595291375291375,0.0624788198085296,0.00624788198085296,0.0472832888466657,0.0717749862116093
80,20,Unconfounded,0.9,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,1.05,edgeR,Empirical false discovery rate,100,0.0298059163059163,0.0595428030487352,0.00595428030487352,0.0181355269083642,0.0414763057034684
80,20,Unconfounded,1.05,DESeq2,Empirical false discovery rate,100,0.017969696969697,0.0398521886128322,0.00398521886128322,0.0101586680015819,0.0257807259378121
80,20,Unconfounded,1.05,corncob,Empirical false discovery rate,100,0.0562121212121212,0.0535056746743872,0.00535056746743872,0.0457250089759413,0.0666992334483011
80,20,Unconfounded,1.05,MaAsLin 3,Empirical false discovery rate,100,0.0178787878787879,0.0396731411717293,0.00396731411717293,0.0101028522091289,0.0256547235484468
80,20,Unconfounded,1.05,metagenomeSeq,Empirical false discovery rate,100,0.130722610722611,0.0897171035063914,0.00897171035063914,0.113138058435358,0.148307163009863
80,20,Unconfounded,1.05,SACAT,Empirical false discovery rate,100,0.0592340992340992,0.0679779567167758,0.00679779567167758,0.0459104197176112,0.0725577787505873
80,20,Unconfounded,1.05,LinDA,Empirical false discovery rate,100,0.0531313131313131,0.0694698036453521,0.00694698036453521,0.0395152316168241,0.0667473946458022
80,20,Unconfounded,1.05,ZINQ,Empirical false discovery rate,100,0.0460606060606061,0.0557397397644827,0.00557397397644827,0.0351356170667675,0.0569855950544447
80,20,Unconfounded,1.05,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,1.2,edgeR,Empirical false discovery rate,100,0.0184960317460317,0.0478779801793161,0.00478779801793161,0.00911194763088579,0.0278801158611777
80,20,Unconfounded,1.2,DESeq2,Empirical false discovery rate,100,0.0229137529137529,0.0464204304066316,0.00464204304066316,0.0138153485540531,0.0320121572734527
80,20,Unconfounded,1.2,corncob,Empirical false discovery rate,100,0.0599666999667,0.0689987339255807,0.00689987339255807,0.0464429481172862,0.0734904518161138
80,20,Unconfounded,1.2,MaAsLin 3,Empirical false discovery rate,100,0.00984848484848485,0.0305602034880631,0.00305602034880631,0.00385868496482449,0.0158382847321452
80,20,Unconfounded,1.2,metagenomeSeq,Empirical false discovery rate,100,0.0978875291375291,0.0811148389492851,0.00811148389492851,0.0819890207034693,0.113786037571589
80,20,Unconfounded,1.2,SACAT,Empirical false discovery rate,100,0.0491042291042291,0.0650932680823388,0.00650932680823388,0.0363459485600907,0.0618625096483675
80,20,Unconfounded,1.2,LinDA,Empirical false discovery rate,100,0.0578206238206238,0.0726948673019289,0.00726948673019289,0.0435724298294458,0.0720688178118019
80,20,Unconfounded,1.2,ZINQ,Empirical false discovery rate,100,0.0445454545454546,0.0533983033606127,0.00533983033606127,0.0340793870867745,0.0550115220041347
80,20,Unconfounded,1.2,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
80,20,Unconfounded,1.4,edgeR,Empirical false discovery rate,100,0.0256388888888889,0.0562427407295703,0.00562427407295703,0.0146153117058931,0.0366624660718847
80,20,Unconfounded,1.4,DESeq2,Empirical false discovery rate,100,0.0274242424242424,0.0489520173894074,0.00489520173894074,0.0178296470159186,0.0370188378325663
80,20,Unconfounded,1.4,corncob,Empirical false discovery rate,100,0.0552564102564103,0.066112778945505,0.0066112778945505,0.0422983055830913,0.0682145149297292
80,20,Unconfounded,1.4,MaAsLin 3,Empirical false discovery rate,100,0.0136363636363636,0.0326245710256943,0.00326245710256943,0.00724194771532757,0.0200307795573997
80,20,Unconfounded,1.4,metagenomeSeq,Empirical false discovery rate,100,0.109307359307359,0.0881568358366208,0.00881568358366208,0.0920286194833816,0.126586099131337
80,20,Unconfounded,1.4,SACAT,Empirical false discovery rate,100,0.0585547785547786,0.0619761618855331,0.00619761618855331,0.0464074508252141,0.0707021062843431
80,20,Unconfounded,1.4,LinDA,Empirical false discovery rate,100,0.0585850815850816,0.064444581348167,0.0064444581348167,0.0459539436408409,0.0712162195293223
80,20,Unconfounded,1.4,ZINQ,Empirical false discovery rate,100,0.0537062937062937,0.0648127388513305,0.00648127388513305,0.0410029968914329,0.0664095905211545
80,20,Unconfounded,1.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
120,20,Unconfounded,0.1,edgeR,Empirical false discovery rate,100,0.01,0.1,0.01,0,0.0296
120,20,Unconfounded,0.1,DESeq2,Empirical false discovery rate,100,0.02,0.14070529413629,0.014070529413629,0,0.0475782376507128
120,20,Unconfounded,0.1,corncob,Empirical false discovery rate,100,0.045,0.202197523189179,0.0202197523189179,0.00536928545492101,0.084630714545079
120,20,Unconfounded,0.1,MaAsLin 3,Empirical false discovery rate,100,0.045,0.202197523189179,0.0202197523189179,0.00536928545492101,0.084630714545079
120,20,Unconfounded,0.1,metagenomeSeq,Empirical false discovery rate,100,0.157,0.339878336983423,0.0339878336983423,0.0903838459512491,0.223616154048751
120,20,Unconfounded,0.1,SACAT,Empirical false discovery rate,100,0.055,0.223550324255519,0.0223550324255519,0.0111841364459184,0.0988158635540816
120,20,Unconfounded,0.1,LinDA,Empirical false discovery rate,100,0.075,0.259904799975886,0.0259904799975886,0.0240586592047264,0.125941340795274
120,20,Unconfounded,0.1,ZINQ,Empirical false discovery rate,100,0.0133333333333333,0.105089347908202,0.0105089347908202,0,0.0339308455233409
120,20,Unconfounded,0.1,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
120,20,Unconfounded,0.2,edgeR,Empirical false discovery rate,100,0,0,0,0,0
120,20,Unconfounded,0.2,DESeq2,Empirical false discovery rate,100,0.01,0.1,0.01,0,0.0296
120,20,Unconfounded,0.2,corncob,Empirical false discovery rate,100,0.065,0.229544760030508,0.0229544760030508,0.0200092270340204,0.10999077296598
120,20,Unconfounded,0.2,MaAsLin 3,Empirical false discovery rate,100,0.0558333333333333,0.198922109408865,0.0198922109408865,0.0168445998891959,0.0948220667774708
120,20,Unconfounded,0.2,metagenomeSeq,Empirical false discovery rate,100,0.146083333333333,0.24139851977659,0.024139851977659,0.0987692234571217,0.193397443209545
120,20,Unconfounded,0.2,SACAT,Empirical false discovery rate,100,0.0380952380952381,0.141649537567769,0.0141649537567769,0.0103319287319553,0.0658585474585209
120,20,Unconfounded,0.2,LinDA,Empirical false discovery rate,100,0.0953333333333333,0.273810866424966,0.0273810866424966,0.04166640351404,0.149000263152627
120,20,Unconfounded,0.2,ZINQ,Empirical false discovery rate,100,0.035,0.162912258717397,0.0162912258717397,0.00306919729139023,0.0669308027086098
120,20,Unconfounded,0.2,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
120,20,Unconfounded,0.3,edgeR,Empirical false discovery rate,100,0.0158333333333333,0.107709939079135,0.0107709939079135,0,0.0369444813928438
120,20,Unconfounded,0.3,DESeq2,Empirical false discovery rate,100,0.017,0.0801576729031758,0.00801576729031758,0.00128909611097754,0.0327109038890225
120,20,Unconfounded,0.3,corncob,Empirical false discovery rate,100,0.0406904761904762,0.0946652414379636,0.00946652414379636,0.0221360888686353,0.0592448635123171
120,20,Unconfounded,0.3,MaAsLin 3,Empirical false discovery rate,100,0.0191349206349206,0.0629767947547715,0.00629767947547715,0.00679146886298543,0.0314783724068558
120,20,Unconfounded,0.3,metagenomeSeq,Empirical false discovery rate,100,0.116879925629926,0.129034239479504,0.0129034239479504,0.0915892146919428,0.142170636567908
120,20,Unconfounded,0.3,SACAT,Empirical false discovery rate,100,0.0312864357864358,0.0723516652558528,0.00723516652558528,0.0171055093962886,0.0454673621765829
120,20,Unconfounded,0.3,LinDA,Empirical false discovery rate,100,0.0273809523809524,0.111181950207317,0.0111181950207317,0.00558929014031831,0.0491726146215865
120,20,Unconfounded,0.3,ZINQ,Empirical false discovery rate,100,0.0204285714285714,0.0769660352731992,0.00769660352731992,0.00534322851502438,0.0355139143421185
120,20,Unconfounded,0.3,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
120,20,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.0188452380952381,0.0674380438146342,0.00674380438146342,0.0056273815075698,0.0320630946829064
120,20,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.0119404761904762,0.0456614932290562,0.00456614932290562,0.00299082351758117,0.0208901288633712
120,20,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0458113275613276,0.0697836774222205,0.00697836774222205,0.0321337267865724,0.0594889283360828
120,20,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0220725108225108,0.0461859496287842,0.00461859496287842,0.0130200646952691,0.0311249569497525
120,20,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.0957713952713953,0.0871268760566588,0.00871268760566588,0.0786945275642902,0.1128482629785
120,20,Unconfounded,0.4,SACAT,Empirical false discovery rate,100,0.0349116161616162,0.0601908987058571,0.0060190898705857,0.0231142000152682,0.0467090323079642
