samples_per_group,signal_taxa_percent,covariate_structure,target_abundance_difference,method,measure,replications,estimate,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
120,20,Confounded,0.6,corncob,Power after Benjamini-Hochberg adjustment,100,0.968,0.0601009252185123,0.00601009252185123,0.956220218657172,0.979779781342828
120,20,Confounded,0.6,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.965,0.0672324476737388,0.00672324476737387,0.951822440255947,0.978177559744053
120,20,Confounded,0.6,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.992,0.0307482445914323,0.00307482445914323,0.985973344060079,0.998026655939921
120,20,Confounded,0.6,SACAT,Power after Benjamini-Hochberg adjustment,100,0.985,0.0411329453348431,0.00411329453348431,0.976937942714371,0.993062057285629
120,20,Confounded,0.6,LinDA,Power after Benjamini-Hochberg adjustment,100,0.496,0.178614194013327,0.0178614194013327,0.460991617973388,0.531008382026612
120,20,Confounded,0.6,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.953,0.0784380344764277,0.00784380344764277,0.93762614524262,0.96837385475738
120,20,Confounded,0.6,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.008,0.0307482445914323,0.00307482445914323,0.00197334406007927,0.0140266559399207
120,20,Confounded,0.75,edgeR,Power after Benjamini-Hochberg adjustment,100,0.757,0.0934793230526615,0.00934793230526614,0.738678052681678,0.775321947318322
120,20,Confounded,0.75,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.988,0.0383497988352882,0.00383497988352882,0.980483439428284,0.995516560571716
120,20,Confounded,0.75,corncob,Power after Benjamini-Hochberg adjustment,100,0.996,0.0196946385566932,0.00196946385566932,0.992139850842888,0.999860149157112
120,20,Confounded,0.75,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.998,0.014070529413629,0.0014070529413629,0.995242176234929,1
120,20,Confounded,0.75,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.75,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.75,LinDA,Power after Benjamini-Hochberg adjustment,100,0.759,0.139331013464811,0.0139331013464811,0.731691121360897,0.786308878639103
120,20,Confounded,0.75,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.996,0.0196946385566932,0.00196946385566932,0.992139850842888,0.999860149157112
120,20,Confounded,0.75,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.033,0.0697108023163983,0.00697108023163983,0.0193366827459859,0.0466633172540141
120,20,Confounded,0.9,edgeR,Power after Benjamini-Hochberg adjustment,100,0.759,0.0726065917924618,0.00726065917924618,0.744769108008677,0.773230891991323
120,20,Confounded,0.9,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.998,0.014070529413629,0.0014070529413629,0.995242176234929,1
120,20,Confounded,0.9,corncob,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.9,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.9,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.9,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.9,LinDA,Power after Benjamini-Hochberg adjustment,100,0.895,0.106718737290547,0.0106718737290547,0.874083127491053,0.915916872508947
120,20,Confounded,0.9,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,0.9,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.148,0.159215247226812,0.0159215247226812,0.116793811543545,0.179206188456455
120,20,Confounded,1.05,edgeR,Power after Benjamini-Hochberg adjustment,100,0.748,0.0771722460186015,0.00771722460186015,0.732874239780354,0.763125760219646
120,20,Confounded,1.05,DESeq2,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,corncob,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,LinDA,Power after Benjamini-Hochberg adjustment,100,0.969,0.059789191955967,0.0059789191955967,0.95728131837663,0.98071868162337
120,20,Confounded,1.05,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.05,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.366,0.204109299299679,0.0204109299299679,0.325994577337263,0.406005422662737
120,20,Confounded,1.2,edgeR,Power after Benjamini-Hochberg adjustment,100,0.744,0.0715202874375622,0.00715202874375622,0.729982023662238,0.758017976337762
120,20,Confounded,1.2,DESeq2,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,corncob,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,LinDA,Power after Benjamini-Hochberg adjustment,100,0.987,0.0366666666666667,0.00366666666666667,0.979813333333333,0.994186666666667
120,20,Confounded,1.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.2,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.656,0.184948805365324,0.0184948805365324,0.619750034148396,0.692249965851604
120,20,Confounded,1.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.734,0.0699494767166224,0.00699494767166224,0.720289902563542,0.747710097436458
120,20,Confounded,1.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,corncob,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.995,0.021904291355759,0.0021904291355759,0.990706758894271,0.999293241105729
120,20,Confounded,1.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
120,20,Confounded,1.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.862,0.130871206639477,0.0130871206639477,0.836349243498663,0.887650756501338
60,40,Unconfounded,0.1,edgeR,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
60,40,Unconfounded,0.1,DESeq2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
60,40,Unconfounded,0.1,corncob,Power after Benjamini-Hochberg adjustment,100,0.006,0.0178093154605032,0.00178093154605032,0.00250937416974138,0.00949062583025862
60,40,Unconfounded,0.1,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.0035,0.0128216199988121,0.00128216199988121,0.000986962480232821,0.00601303751976718
60,40,Unconfounded,0.1,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.015,0.0313822957230424,0.00313822957230424,0.00884907003828369,0.0211509299617163
60,40,Unconfounded,0.1,SACAT,Power after Benjamini-Hochberg adjustment,100,0.0065,0.0209074439404058,0.00209074439404058,0.00240214098768046,0.0105978590123195
60,40,Unconfounded,0.1,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
60,40,Unconfounded,0.1,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.0035,0.0177738316327429,0.00177738316327429,1.63289999823989e-05,0.0069836710000176
60,40,Unconfounded,0.1,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
60,40,Unconfounded,0.2,edgeR,Power after Benjamini-Hochberg adjustment,100,0.0025,0.0109521456778795,0.00109521456778795,0.000353379447135615,0.00464662055286439
60,40,Unconfounded,0.2,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.004,0.0153741222957161,0.00153741222957161,0.000986672030039635,0.00701332796996037
60,40,Unconfounded,0.2,corncob,Power after Benjamini-Hochberg adjustment,100,0.0225,0.0410561330449674,0.00410561330449674,0.0144529979231864,0.0305470020768136
60,40,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.0185,0.0366907634318519,0.00366907634318519,0.011308610367357,0.025691389632643
60,40,Unconfounded,0.2,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.0835,0.0816666666666667,0.00816666666666667,0.0674933333333333,0.0995066666666667
60,40,Unconfounded,0.2,SACAT,Power after Benjamini-Hochberg adjustment,100,0.0445,0.0606759067222374,0.00606759067222374,0.0326075222824415,0.0563924777175585
60,40,Unconfounded,0.2,LinDA,Power after Benjamini-Hochberg adjustment,100,0.006,0.0178093154605032,0.00178093154605032,0.00250937416974138,0.00949062583025862
60,40,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.016,0.0361534328531982,0.00361534328531982,0.00891392716077316,0.0230860728392268
60,40,Unconfounded,0.2,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
60,40,Unconfounded,0.3,edgeR,Power after Benjamini-Hochberg adjustment,100,0.0095,0.0243034270352262,0.00243034270352262,0.00473652830109566,0.0142634716989043
60,40,Unconfounded,0.3,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.0125,0.025,0.0025,0.0076,0.0174
60,40,Unconfounded,0.3,corncob,Power after Benjamini-Hochberg adjustment,100,0.087,0.0892222285117675,0.00892222285117675,0.0695124432116936,0.104487556788306
60,40,Unconfounded,0.3,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.0995,0.101626917216997,0.0101626917216997,0.0795811242254687,0.119418875774531
60,40,Unconfounded,0.3,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.2655,0.149864416838499,0.0149864416838499,0.236126574299654,0.294873425700346
60,40,Unconfounded,0.3,SACAT,Power after Benjamini-Hochberg adjustment,100,0.1575,0.123781944147641,0.0123781944147641,0.133238738947062,0.181761261052938
60,40,Unconfounded,0.3,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0125,0.0296230527212381,0.00296230527212381,0.00669388166663733,0.0183061183333627
60,40,Unconfounded,0.3,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.074,0.0941415225212885,0.00941415225212884,0.0555482615858275,0.0924517384141725
60,40,Unconfounded,0.3,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
60,40,Unconfounded,0.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.0425,0.0671854812358212,0.00671854812358212,0.029331645677779,0.055668354322221
60,40,Unconfounded,0.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.077,0.0802206552912249,0.0080220655291225,0.0612767515629199,0.0927232484370801
60,40,Unconfounded,0.4,corncob,Power after Benjamini-Hochberg adjustment,100,0.2835,0.146861956760198,0.0146861956760198,0.254715056475001,0.312284943524999
60,40,Unconfounded,0.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.3055,0.157456904477628,0.0157456904477628,0.274638446722385,0.336361553277615
60,40,Unconfounded,0.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.55,0.146508178831922,0.0146508178831922,0.521284396948943,0.578715603051057
60,40,Unconfounded,0.4,SACAT,Power after Benjamini-Hochberg adjustment,100,0.427,0.154301947197989,0.0154301947197989,0.396756818349194,0.457243181650806
60,40,Unconfounded,0.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.045,0.0588183301326717,0.00588183301326717,0.0334716072939963,0.0565283927060037
60,40,Unconfounded,0.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.236,0.153260852434302,0.0153260852434302,0.205960872922877,0.266039127077123
60,40,Unconfounded,0.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
60,40,Unconfounded,0.5,edgeR,Power after Benjamini-Hochberg adjustment,100,0.144,0.128762564357029,0.0128762564357029,0.118762537386022,0.169237462613978
60,40,Unconfounded,0.5,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.239,0.150349760575302,0.0150349760575302,0.209531446927241,0.268468553072759
60,40,Unconfounded,0.5,corncob,Power after Benjamini-Hochberg adjustment,100,0.5285,0.154928298828128,0.0154928298828128,0.498134053429687,0.558865946570313
60,40,Unconfounded,0.5,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.599,0.139981961319841,0.0139981961319841,0.571563535581311,0.626436464418689
60,40,Unconfounded,0.5,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.801,0.0953409617630271,0.00953409617630271,0.782313171494447,0.819686828505553
60,40,Unconfounded,0.5,SACAT,Power after Benjamini-Hochberg adjustment,100,0.68,0.132763935713968,0.0132763935713968,0.653978268600062,0.706021731399938
60,40,Unconfounded,0.5,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0925,0.0927620503212277,0.00927620503212277,0.0743186381370394,0.110681361862961
60,40,Unconfounded,0.5,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.5335,0.153091871802918,0.0153091871802918,0.503493993126628,0.563506006873372
60,40,Unconfounded,0.5,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
60,40,Unconfounded,0.6,edgeR,Power after Benjamini-Hochberg adjustment,100,0.3495,0.168698972831323,0.0168698972831323,0.316435001325061,0.382564998674939
60,40,Unconfounded,0.6,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.5,0.152587117027711,0.0152587117027711,0.470092925062569,0.529907074937431
60,40,Unconfounded,0.6,corncob,Power after Benjamini-Hochberg adjustment,100,0.742,0.112976264602953,0.0112976264602953,0.719856652137821,0.764143347862179
60,40,Unconfounded,0.6,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.7915,0.0977150567887689,0.00977150567887689,0.772347848869401,0.810652151130599
60,40,Unconfounded,0.6,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.911,0.0691141640821017,0.00691141640821017,0.897453623839908,0.924546376160092
60,40,Unconfounded,0.6,SACAT,Power after Benjamini-Hochberg adjustment,100,0.837,0.129610917360344,0.0129610917360344,0.811596260197373,0.862403739802628
60,40,Unconfounded,0.6,LinDA,Power after Benjamini-Hochberg adjustment,100,0.183,0.118325864040835,0.0118325864040835,0.159808130647996,0.206191869352004
60,40,Unconfounded,0.6,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.7535,0.121075775588445,0.0121075775588445,0.729769147984665,0.777230852015335
60,40,Unconfounded,0.6,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
60,40,Unconfounded,0.75,edgeR,Power after Benjamini-Hochberg adjustment,100,0.6235,0.129188414591427,0.0129188414591427,0.59817907074008,0.64882092925992
60,40,Unconfounded,0.75,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.777,0.101110001103908,0.0101110001103908,0.757182439783634,0.796817560216366
60,40,Unconfounded,0.75,corncob,Power after Benjamini-Hochberg adjustment,100,0.911,0.0687478190654993,0.00687478190654993,0.897525427463162,0.924474572536838
60,40,Unconfounded,0.75,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.935,0.0592461054424762,0.00592461054424762,0.923387763333275,0.946612236666725
60,40,Unconfounded,0.75,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.9825,0.0312815497303979,0.00312815497303979,0.976368816252842,0.988631183747158
60,40,Unconfounded,0.75,SACAT,Power after Benjamini-Hochberg adjustment,100,0.976,0.0392351110536716,0.00392351110536716,0.96830991823348,0.98369008176652
60,40,Unconfounded,0.75,LinDA,Power after Benjamini-Hochberg adjustment,100,0.3565,0.128246724021404,0.0128246724021404,0.331363642091805,0.381636357908195
60,40,Unconfounded,0.75,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9235,0.0600736080474478,0.00600736080474478,0.9117255728227,0.9352744271773
60,40,Unconfounded,0.75,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.0045,0.0189296944860009,0.00189296944860009,0.000789779880743822,0.00821022011925618
60,40,Unconfounded,0.9,edgeR,Power after Benjamini-Hochberg adjustment,100,0.773,0.0783091516511527,0.00783091516511527,0.757651406276374,0.788348593723626
60,40,Unconfounded,0.9,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.9155,0.0709584456573071,0.00709584456573071,0.901592144651168,0.929407855348832
60,40,Unconfounded,0.9,corncob,Power after Benjamini-Hochberg adjustment,100,0.9785,0.031984055371072,0.0031984055371072,0.97223112514727,0.98476887485273
60,40,Unconfounded,0.9,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.9845,0.0272428287292586,0.00272428287292586,0.979160405569065,0.989839594430935
60,40,Unconfounded,0.9,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.9975,0.0109521456778795,0.00109521456778795,0.995353379447136,0.999646620552864
60,40,Unconfounded,0.9,SACAT,Power after Benjamini-Hochberg adjustment,100,0.9965,0.0128216199988122,0.00128216199988122,0.993986962480233,0.999013037519767
60,40,Unconfounded,0.9,LinDA,Power after Benjamini-Hochberg adjustment,100,0.5205,0.110575857229416,0.0110575857229416,0.498827131983035,0.542172868016966
60,40,Unconfounded,0.9,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9835,0.0293489971951962,0.00293489971951962,0.977747596549742,0.989252403450259
60,40,Unconfounded,0.9,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.0105,0.0295547770839986,0.00295547770839986,0.00470726369153628,0.0162927363084637
60,40,Unconfounded,1.05,edgeR,Power after Benjamini-Hochberg adjustment,100,0.8255,0.0621561247053244,0.00621561247053244,0.813317399557757,0.837682600442244
60,40,Unconfounded,1.05,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.9785,0.0371014171092581,0.00371014171092581,0.971228122246585,0.985771877753415
60,40,Unconfounded,1.05,corncob,Power after Benjamini-Hochberg adjustment,100,0.995,0.0150755672288882,0.00150755672288882,0.992045188823138,0.997954811176862
60,40,Unconfounded,1.05,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.9985,0.00857233039988827,0.000857233039988827,0.996819823241622,1
60,40,Unconfounded,1.05,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
60,40,Unconfounded,1.05,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.05,LinDA,Power after Benjamini-Hochberg adjustment,100,0.664,0.11011472437986,0.011011472437986,0.642417514021548,0.685582485978453
60,40,Unconfounded,1.05,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.998,0.00984731927834663,0.000984731927834663,0.996069925421444,0.999930074578556
60,40,Unconfounded,1.05,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.047,0.0684680859078066,0.00684680859078066,0.0335802551620699,0.0604197448379301
60,40,Unconfounded,1.2,edgeR,Power after Benjamini-Hochberg adjustment,100,0.839,0.0520198097464861,0.00520198097464861,0.828804117289689,0.849195882710311
60,40,Unconfounded,1.2,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.995,0.0150755672288882,0.00150755672288882,0.992045188823138,0.997954811176862
60,40,Unconfounded,1.2,corncob,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
60,40,Unconfounded,1.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.2,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.2,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.2,LinDA,Power after Benjamini-Hochberg adjustment,100,0.777,0.0902913354233132,0.00902913354233132,0.759302898257031,0.794697101742969
60,40,Unconfounded,1.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.2,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.136,0.132398236126064,0.0132398236126064,0.110049945719292,0.161950054280709
60,40,Unconfounded,1.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.8465,0.0518618015946849,0.00518618015946849,0.836335086887442,0.856664913112558
60,40,Unconfounded,1.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
60,40,Unconfounded,1.4,corncob,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.4,SACAT,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.8705,0.0693020762876393,0.00693020762876393,0.856916793047623,0.884083206952377
60,40,Unconfounded,1.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
60,40,Unconfounded,1.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.3625,0.1533094513681,0.01533094513681,0.332451347531852,0.392548652468148
80,40,Unconfounded,0.1,edgeR,Power after Benjamini-Hochberg adjustment,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
80,40,Unconfounded,0.1,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.002,0.00984731927834662,0.000984731927834662,6.99254214440626e-05,0.00393007457855594
80,40,Unconfounded,0.1,corncob,Power after Benjamini-Hochberg adjustment,100,0.008,0.020985805688704,0.0020985805688704,0.00388678208501402,0.012113217914986
80,40,Unconfounded,0.1,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.0025,0.0109521456778795,0.00109521456778795,0.000353379447135615,0.00464662055286439
80,40,Unconfounded,0.1,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.0205,0.0318574793400073,0.00318574793400073,0.0142559340493586,0.0267440659506414
80,40,Unconfounded,0.1,SACAT,Power after Benjamini-Hochberg adjustment,100,0.007,0.0188293774338254,0.00188293774338254,0.00330944202297021,0.0106905579770298
80,40,Unconfounded,0.1,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0045,0.0175450358457395,0.00175450358457395,0.00106117297423506,0.00793882702576494
80,40,Unconfounded,0.1,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.003,0.0119341628287971,0.00119341628287971,0.000660904085555769,0.00533909591444423
80,40,Unconfounded,0.1,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
80,40,Unconfounded,0.2,edgeR,Power after Benjamini-Hochberg adjustment,100,0.004,0.0136329962172145,0.00136329962172145,0.00132793274142595,0.00667206725857405
80,40,Unconfounded,0.2,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.008,0.0232683076611545,0.00232683076611545,0.00343941169841372,0.0125605883015863
80,40,Unconfounded,0.2,corncob,Power after Benjamini-Hochberg adjustment,100,0.033,0.0542254925326091,0.00542254925326091,0.0223718034636086,0.0436281965363914
80,40,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.0305,0.048666562889055,0.0048666562889055,0.0209613536737452,0.0400386463262548
80,40,Unconfounded,0.2,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.0995,0.104807423208454,0.0104807423208454,0.078957745051143,0.120042254948857
80,40,Unconfounded,0.2,SACAT,Power after Benjamini-Hochberg adjustment,100,0.0495,0.0653255251982274,0.00653255251982274,0.0366961970611474,0.0623038029388526
80,40,Unconfounded,0.2,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0075,0.0179435140641318,0.00179435140641318,0.00398307124343016,0.0110169287565698
80,40,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.0285,0.0523464565672932,0.00523464565672932,0.0182400945128105,0.0387599054871895
80,40,Unconfounded,0.2,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.001,0.01,0.001,0,0.00296
80,40,Unconfounded,0.3,edgeR,Power after Benjamini-Hochberg adjustment,100,0.0215,0.0403613726728961,0.00403613726728961,0.0135891709561124,0.0294108290438876
80,40,Unconfounded,0.3,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.039,0.0553136145952871,0.00553136145952871,0.0281585315393237,0.0498414684606763
80,40,Unconfounded,0.3,corncob,Power after Benjamini-Hochberg adjustment,100,0.141,0.113569273124291,0.0113569273124291,0.118740422467639,0.163259577532361
80,40,Unconfounded,0.3,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.189,0.134009648378711,0.0134009648378711,0.162734108917773,0.215265891082227
80,40,Unconfounded,0.3,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.3945,0.139966626613835,0.0139966626613835,0.367066541183688,0.421933458816312
80,40,Unconfounded,0.3,SACAT,Power after Benjamini-Hochberg adjustment,100,0.2875,0.14431569631201,0.014431569631201,0.259214123522846,0.315785876477154
80,40,Unconfounded,0.3,LinDA,Power after Benjamini-Hochberg adjustment,100,0.031,0.051138552141721,0.0051138552141721,0.0209768437802227,0.0410231562197773
80,40,Unconfounded,0.3,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.1405,0.119277073245533,0.0119277073245533,0.117121693643876,0.163878306356124
80,40,Unconfounded,0.3,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
80,40,Unconfounded,0.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.084,0.092080333832952,0.0092080333832952,0.0659522545687414,0.102047745431259
80,40,Unconfounded,0.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.1545,0.119361728465293,0.0119361728465293,0.131105101220803,0.177894898779197
80,40,Unconfounded,0.4,corncob,Power after Benjamini-Hochberg adjustment,100,0.4075,0.148115263606191,0.0148115263606191,0.378469408333187,0.436530591666813
80,40,Unconfounded,0.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.489,0.13809307357611,0.013809307357611,0.461933757579082,0.516066242420918
80,40,Unconfounded,0.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.698,0.111898222153938,0.0111898222153938,0.676067948457828,0.719932051542172
80,40,Unconfounded,0.4,SACAT,Power after Benjamini-Hochberg adjustment,100,0.5775,0.121517135176131,0.0121517135176131,0.553682641505478,0.601317358494522
80,40,Unconfounded,0.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.062,0.0693111852736656,0.00693111852736656,0.0484150076863615,0.0755849923136385
80,40,Unconfounded,0.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.4045,0.149256575240507,0.0149256575240507,0.375245711252861,0.43375428874714
80,40,Unconfounded,0.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
80,40,Unconfounded,0.5,edgeR,Power after Benjamini-Hochberg adjustment,100,0.3135,0.142993783858678,0.0142993783858678,0.285473218363699,0.341526781636301
80,40,Unconfounded,0.5,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.4225,0.143438122371617,0.0143438122371617,0.394386128015163,0.450613871984837
