experiment,samples_per_group,signal_taxa_percent,covariate_structure,target_effect,method,measure,replications,estimate,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
Abundance perturbation,60,20,Confounded,0.4,corncob,Empirical false discovery rate,100,0.0478333333333333,0.128612883684362,0.0128612883684362,0.0226252081311984,0.0730414585354683
Abundance perturbation,60,20,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.029952380952381,0.0958781880813869,0.00958781880813869,0.0111602560884291,0.0487445058163328
Abundance perturbation,60,20,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.139469696969697,0.174365544170376,0.0174365544170376,0.105294050312303,0.173645343627091
Abundance perturbation,60,20,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0684880952380952,0.128131479550898,0.0128131479550898,0.0433743252461192,0.0936018652300713
Abundance perturbation,60,20,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.06,0.200336417395041,0.0200336417395041,0.0207340621905719,0.0992659378094281
Abundance perturbation,60,20,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0441666666666667,0.129995575336943,0.0129995575336943,0.0186875339006258,0.0696457994327076
Abundance perturbation,60,20,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,20,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00285714285714286,0.0201007563051842,0.00201007563051842,0,0.00679689109295897
Abundance perturbation,60,20,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.00944949494949495,0.03045205719849,0.003045205719849,0.00348089173859092,0.015418098160399
Abundance perturbation,60,20,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0450526418026418,0.0639883560233779,0.00639883560233779,0.0325109240220597,0.0575943595832239
Abundance perturbation,60,20,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0176540404040404,0.0445615973970236,0.00445615973970236,0.00891996731422377,0.026388113493857
Abundance perturbation,60,20,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.113604909796086,0.0942893026908041,0.00942893026908041,0.0951242064686887,0.132085613123484
Abundance perturbation,60,20,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0574331779331779,0.0725704043374327,0.00725704043374327,0.0432093786830411,0.0716569771833148
Abundance perturbation,60,20,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0690138888888889,0.11972500170353,0.011972500170353,0.0455477885549969,0.0924799892227808
Abundance perturbation,60,20,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0491092241092241,0.0744622218363445,0.00744622218363445,0.0345146286293006,0.0637038195891477
Abundance perturbation,60,20,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,20,Confounded,0.4,edgeR,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,20,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0.00333333333333333,0.0333333333333333,0.00333333333333333,0,0.00986666666666667
Abundance perturbation,80,20,Confounded,0.4,corncob,Empirical false discovery rate,100,0.0337301587301587,0.0908693137742528,0.00908693137742528,0.0159197732304052,0.0515405442299123
Abundance perturbation,80,20,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0250952380952381,0.0852597509445688,0.00852597509445688,0.00838432691010262,0.0418061492803736
Abundance perturbation,80,20,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.127319624819625,0.124598175264123,0.0124598175264123,0.102898382467857,0.151740867171393
Abundance perturbation,80,20,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0399642857142857,0.0879383271348752,0.00879383271348752,0.0227283735958502,0.0572001978327213
Abundance perturbation,80,20,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.079,0.217301840274666,0.0217301840274666,0.0364088393061655,0.121591160693835
Abundance perturbation,80,20,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0495119047619048,0.117304713315581,0.0117304713315581,0.026520180952051,0.0725036285717586
Abundance perturbation,80,20,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,20,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00900793650793651,0.0331893185639975,0.00331893185639975,0.002502830069393,0.01551304294648
Abundance perturbation,80,20,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.0134747474747475,0.0336410098352714,0.00336410098352714,0.00688110954703428,0.0200683854024607
Abundance perturbation,80,20,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0622736985236985,0.0778823982199349,0.00778823982199349,0.0470087484725913,0.0775386485748058
Abundance perturbation,80,20,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0236565656565657,0.0469768944987424,0.00469768944987424,0.0144490943348122,0.0328640369783192
Abundance perturbation,80,20,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.10575434369552,0.100529878752957,0.0100529878752957,0.0860504874599405,0.1254581999311
Abundance perturbation,80,20,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0534818514818515,0.0719854719330904,0.00719854719330904,0.0393726989829658,0.0675910039807372
Abundance perturbation,80,20,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0625,0.102770178679727,0.0102770178679727,0.0423570449787735,0.0826429550212265
Abundance perturbation,80,20,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0459343434343434,0.063290438169775,0.0063290438169775,0.0335294175530675,0.0583392693156193
Abundance perturbation,80,20,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,20,Confounded,0.4,edgeR,Empirical false discovery rate,100,0.002,0.02,0.002,0,0.00592
Abundance perturbation,120,20,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0.0147777777777778,0.0528992930377218,0.00528992930377218,0.00440951634238431,0.0251460392131712
Abundance perturbation,120,20,Confounded,0.4,corncob,Empirical false discovery rate,100,0.0603982683982684,0.08644486921964,0.008644486921964,0.043455074031219,0.0773414627653178
Abundance perturbation,120,20,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0285039682539683,0.057390976091024,0.0057390976091024,0.0172553369401276,0.039752599567809
Abundance perturbation,120,20,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.107204101454101,0.101582457208584,0.0101582457208584,0.0872939398412189,0.127114263066984
Abundance perturbation,120,20,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0442272727272727,0.0669124422262467,0.00669124422262467,0.0311124340509284,0.0573421114036171
Abundance perturbation,120,20,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.0658571428571429,0.133443754524224,0.0133443754524224,0.039702166970395,0.0920121187438907
Abundance perturbation,120,20,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0331626984126984,0.0696343347363358,0.00696343347363358,0.0195143688043766,0.0468110280210202
Abundance perturbation,120,20,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,20,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00811111111111111,0.0330696642499239,0.00330696642499239,0.00162945691812603,0.0145927653040962
Abundance perturbation,120,20,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.0127272727272727,0.0317031898199797,0.00317031898199797,0.0065134475225567,0.0189410979319888
Abundance perturbation,120,20,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0515501165501166,0.0628119851965912,0.00628119851965912,0.0392389674515847,0.0638612656486484
Abundance perturbation,120,20,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0125757575757576,0.0335050672537818,0.00335050672537818,0.00600876439401635,0.0191427507574988
Abundance perturbation,120,20,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.106461871461871,0.0863892130986168,0.00863892130986168,0.0895295856945426,0.1233941572292
Abundance perturbation,120,20,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0495238095238095,0.0625127811247564,0.00625127811247564,0.0372713044233573,0.0617763146242618
Abundance perturbation,120,20,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0639130036630037,0.0797110543064704,0.00797110543064704,0.0482896370189355,0.0795363703070719
Abundance perturbation,120,20,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0467365967365967,0.0633461442181359,0.00633461442181359,0.0343207524698421,0.0591524410033514
Abundance perturbation,120,20,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Confounded,0.4,edgeR,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Confounded,0.4,corncob,Empirical false discovery rate,100,0.0291428571428571,0.075233389099918,0.0075233389099918,0.0143971128792732,0.0438886014064411
Abundance perturbation,60,40,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0119336219336219,0.0398300994381449,0.00398300994381449,0.00412692244374554,0.0197403214234983
Abundance perturbation,60,40,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.0829494810315244,0.0803851346822612,0.00803851346822612,0.0671939946338012,0.0987049674292476
Abundance perturbation,60,40,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0333136724386724,0.0632214802195095,0.00632214802195095,0.0209222623156486,0.0457050825616963
Abundance perturbation,60,40,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.0678571428571429,0.212780642501194,0.0212780642501194,0.0261521369269089,0.109562148787377
Abundance perturbation,60,40,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0332769175269175,0.0678108127949029,0.00678108127949029,0.0199859982191166,0.0465678368347185
Abundance perturbation,60,40,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00433766233766234,0.0173846403588783,0.00173846403588783,0.0009302728273222,0.00774505184800248
Abundance perturbation,60,40,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.0086077694235589,0.0246601228290375,0.00246601228290375,0.00377438534906755,0.0134411534980502
Abundance perturbation,60,40,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0368358633204339,0.0450222176861157,0.00450222176861157,0.0280115086539552,0.0456602179869126
Abundance perturbation,60,40,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0145797176231286,0.0316107562343308,0.00316107562343307,0.00838400940119976,0.0207754258450574
Abundance perturbation,60,40,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.0890538746150874,0.0649473017874431,0.00649473017874431,0.0763242034647486,0.101783545765426
Abundance perturbation,60,40,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0421407942276834,0.0473492683848627,0.00473492683848627,0.0328603376242504,0.0514212508311165
Abundance perturbation,60,40,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0428721833721834,0.0824252061368247,0.00824252061368247,0.0267168429693657,0.059027523775001
Abundance perturbation,60,40,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0346595747098507,0.0472979115321348,0.00472979115321348,0.0253891840495522,0.0439299653701491
Abundance perturbation,60,40,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,40,Confounded,0.4,edgeR,Empirical false discovery rate,100,0.00333333333333333,0.0333333333333333,0.00333333333333333,0,0.00986666666666667
Abundance perturbation,80,40,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0.0197777777777778,0.0828712215218784,0.00828712215218784,0.0035350183594896,0.0360205371960659
Abundance perturbation,80,40,Confounded,0.4,corncob,Empirical false discovery rate,100,0.0407877816627817,0.0657106241880228,0.00657106241880228,0.0279084993219292,0.0536670640036341
Abundance perturbation,80,40,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0165607170607171,0.0402338340093354,0.00402338340093354,0.00867488559488733,0.0244465485265468
Abundance perturbation,80,40,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.0903304365053591,0.0703973448902318,0.00703973448902318,0.0765325569068737,0.104128316103845
Abundance perturbation,80,40,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0405899598767246,0.0518840111216308,0.00518840111216307,0.030420693696885,0.0507592260565642
Abundance perturbation,80,40,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.0787619047619048,0.22105902536577,0.022105902536577,0.0354343357902138,0.122089473733596
Abundance perturbation,80,40,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0372445332445332,0.0675007744685984,0.00675007744685984,0.024014381448688,0.0504746850403785
Abundance perturbation,80,40,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,40,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00857414132994629,0.0232651576986475,0.00232651576986475,0.00401417042101138,0.0131341122388812
Abundance perturbation,80,40,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.0127845499443797,0.0260668406293507,0.00260668406293507,0.00767544918102693,0.0178936507077324
Abundance perturbation,80,40,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0385782699375377,0.0496584023954303,0.00496584023954303,0.0288452230680333,0.048311316807042
Abundance perturbation,80,40,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0077406015037594,0.0178346151598894,0.00178346151598894,0.00424501693242108,0.0112361860750977
Abundance perturbation,80,40,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.0843168506211985,0.0656077561938822,0.00656077561938822,0.0714577304071975,0.0971759708351994
Abundance perturbation,80,40,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0330888386975344,0.0415964533736301,0.00415964533736301,0.0249359338363028,0.0412417435587659
Abundance perturbation,80,40,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0520590381840382,0.0705830623870333,0.00705830623870333,0.0382247579561797,0.0658933184118967
Abundance perturbation,80,40,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0310189753038723,0.0354308167207035,0.00354308167207035,0.0240745352266144,0.0379634153811302
Abundance perturbation,80,40,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,40,Confounded,0.4,edgeR,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,40,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0.0147940115440115,0.0441465612756742,0.00441465612756742,0.00614128553397941,0.0234467375540437
Abundance perturbation,120,40,Confounded,0.4,corncob,Empirical false discovery rate,100,0.039691773654622,0.0541067963038459,0.00541067963038459,0.0290868415790682,0.0502967057301758
Abundance perturbation,120,40,Confounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0201759812684735,0.0369674910785896,0.00369674910785896,0.01293035301707,0.0274216095198771
Abundance perturbation,120,40,Confounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.086432659600835,0.0630822155524443,0.00630822155524443,0.0740685453525559,0.0987967738491141
Abundance perturbation,120,40,Confounded,0.4,DASRA,Empirical false discovery rate,100,0.0403828417454578,0.0520238982734292,0.00520238982734292,0.0301861576838657,0.05057952580705
Abundance perturbation,120,40,Confounded,0.4,LinDA,Empirical false discovery rate,100,0.0609166666666667,0.128756798010698,0.0128756798010698,0.0356803342565698,0.0861529990767636
Abundance perturbation,120,40,Confounded,0.4,ZINQ,Empirical false discovery rate,100,0.0362769548133325,0.0535841815673718,0.00535841815673718,0.0257744552261277,0.0467794544005374
Abundance perturbation,120,40,Confounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,40,Confounded,0.8,edgeR,Empirical false discovery rate,100,0.00618679050567596,0.0224004712001717,0.00224004712001717,0.0017962981504423,0.0105772828609096
Abundance perturbation,120,40,Confounded,0.8,DESeq2,Empirical false discovery rate,100,0.00955194805194805,0.0202644379489712,0.00202644379489712,0.00558011821394969,0.0135237778899464
Abundance perturbation,120,40,Confounded,0.8,corncob,Empirical false discovery rate,100,0.0329433465085639,0.0371160480443591,0.00371160480443591,0.0256686010918695,0.0402180919252583
Abundance perturbation,120,40,Confounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.00523809523809524,0.0149745732254867,0.00149745732254867,0.00230307888589985,0.00817311159029063
Abundance perturbation,120,40,Confounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.0977002466132901,0.0689812691016845,0.00689812691016845,0.0841799178693599,0.11122057535722
Abundance perturbation,120,40,Confounded,0.8,DASRA,Empirical false discovery rate,100,0.0338697534349708,0.0409338859669676,0.00409338859669676,0.0258467117854452,0.0418927950844965
Abundance perturbation,120,40,Confounded,0.8,LinDA,Empirical false discovery rate,100,0.0387930875454095,0.0469668025634815,0.00469668025634815,0.0295875942429672,0.0479985808478519
Abundance perturbation,120,40,Confounded,0.8,ZINQ,Empirical false discovery rate,100,0.0299221720308677,0.0384598426216579,0.00384598426216579,0.0223840428770227,0.0374603011847126
Abundance perturbation,120,40,Confounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Structural perturbation,60,20,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.134,0.13723091208734,0.013723091208734,0.107102741230881,0.160897258769119
Structural perturbation,60,20,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.125,0.140255898883851,0.0140255898883851,0.0975098438187651,0.152490156181235
Structural perturbation,60,20,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.147,0.142456798342302,0.0142456798342302,0.119078467524909,0.174921532475091
Structural perturbation,60,20,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.836,0.108730042868667,0.0108730042868667,0.814688911597741,0.857311088402259
Structural perturbation,60,20,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.843,0.102745149065859,0.0102745149065859,0.822861950783092,0.863138049216908
Structural perturbation,60,20,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.856,0.101821789257883,0.0101821789257883,0.836042929305455,0.875957070694545
Structural perturbation,80,20,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.294,0.192705354194827,0.0192705354194827,0.256229750577814,0.331770249422186
Structural perturbation,80,20,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.296,0.200967357518277,0.0200967357518277,0.256610397926418,0.335389602073582
Structural perturbation,80,20,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.315,0.195595438999931,0.0195595438999931,0.276663293956014,0.353336706043987
Structural perturbation,80,20,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.946,0.068784541368778,0.0068784541368778,0.93251822989172,0.959481770108281
Structural perturbation,80,20,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.945,0.0729950876996721,0.00729950876996721,0.930692962810864,0.959307037189136
Structural perturbation,80,20,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.949,0.0731609544260137,0.00731609544260137,0.934660452932501,0.963339547067499
Structural perturbation,120,20,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.558,0.196525372973116,0.0196525372973116,0.519481026897269,0.596518973102731
Structural perturbation,120,20,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.556,0.187659696302007,0.0187659696302007,0.519218699524807,0.592781300475193
Structural perturbation,120,20,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.575,0.189829801494269,0.0189829801494269,0.537793358907123,0.612206641092877
Structural perturbation,120,20,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.996,0.0196946385566932,0.00196946385566932,0.992139850842888,0.999860149157112
Structural perturbation,120,20,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.997,0.0171446607997765,0.00171446607997765,0.993639646483244,1
Structural perturbation,120,20,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.998,0.014070529413629,0.0014070529413629,0.995242176234929,1
Structural perturbation,60,40,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.278,0.135646599662505,0.0135646599662505,0.251413266466149,0.304586733533851
Structural perturbation,60,40,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.25,0.140884650861919,0.0140884650861919,0.222386608431064,0.277613391568936
Structural perturbation,60,40,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.279,0.134686317198162,0.0134686317198162,0.25260148182916,0.30539851817084
Structural perturbation,60,40,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.923,0.0587839736284947,0.00587839736284947,0.911478341168815,0.934521658831185
Structural perturbation,60,40,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.9195,0.0666268820682869,0.00666268820682869,0.906441131114616,0.932558868885384
Structural perturbation,60,40,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.931,0.0535506934378703,0.00535506934378703,0.920504064086177,0.941495935913822
Structural perturbation,80,40,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.4385,0.147513909633477,0.0147513909633477,0.409587273711839,0.467412726288162
Structural perturbation,80,40,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.4265,0.147787555687756,0.0147787555687756,0.3975336390852,0.4554663609148
Structural perturbation,80,40,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.4445,0.151239825603195,0.0151239825603195,0.414856994181774,0.474143005818226
Structural perturbation,80,40,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.9775,0.0336162238368694,0.00336162238368694,0.970911220127974,0.984088779872027
Structural perturbation,80,40,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.98,0.0317820863081864,0.00317820863081864,0.973770711083595,0.986229288916405
Structural perturbation,80,40,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9805,0.0316985485440261,0.00316985485440261,0.974287084485371,0.986712915514629
Structural perturbation,120,40,Unconfounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.716,0.126107217489842,0.0126107217489842,0.691282985371991,0.740717014628009
Structural perturbation,120,40,Unconfounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.719,0.128860585537435,0.0128860585537435,0.693743325234663,0.744256674765337
Structural perturbation,120,40,Unconfounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.725,0.125428558280494,0.0125428558280494,0.700416002577023,0.749583997422977
Structural perturbation,120,40,Unconfounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
Structural perturbation,120,40,Unconfounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
Structural perturbation,120,40,Unconfounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9995,0.005,5e-04,0.99852,1
Structural perturbation,60,20,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.089,0.116250339415167,0.0116250339415167,0.0662149334746274,0.111785066525373
Structural perturbation,60,20,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.088,0.110352969048312,0.0110352969048312,0.0663708180665308,0.109629181933469
Structural perturbation,60,20,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.116,0.122036589975832,0.0122036589975832,0.092080828364737,0.139919171635263
Structural perturbation,60,20,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.717,0.160211350308512,0.0160211350308512,0.685598575339532,0.748401424660468
Structural perturbation,60,20,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.751,0.156666666666667,0.0156666666666667,0.720293333333333,0.781706666666667
Structural perturbation,60,20,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.766,0.154540701055833,0.0154540701055833,0.735710022593057,0.796289977406943
Structural perturbation,80,20,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.195,0.179435140641318,0.0179435140641318,0.159830712434302,0.230169287565698
Structural perturbation,80,20,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.193,0.180490353417482,0.0180490353417482,0.157623890730173,0.228376109269827
Structural perturbation,80,20,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.216,0.177934274552729,0.0177934274552729,0.181124882187665,0.250875117812335
Structural perturbation,80,20,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.88,0.124721912892465,0.0124721912892465,0.855554505073077,0.904445494926923
Structural perturbation,80,20,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.907,0.106605095866222,0.0106605095866222,0.886105401210221,0.92789459878978
Structural perturbation,80,20,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.919,0.0981598366713878,0.00981598366713878,0.899760672012408,0.938239327987592
Structural perturbation,120,20,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.431,0.204344233235405,0.0204344233235405,0.390948530285861,0.471051469714139
Structural perturbation,120,20,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.438,0.220091808208311,0.0220091808208311,0.394862005591171,0.481137994408829
Structural perturbation,120,20,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.462,0.214984143178472,0.0214984143178472,0.419863107937019,0.504136892062981
Structural perturbation,120,20,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.988,0.0383497988352882,0.00383497988352882,0.980483439428284,0.995516560571716
Structural perturbation,120,20,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.993,0.0293188669562103,0.00293188669562103,0.987253502076583,0.998746497923417
Structural perturbation,120,20,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.993,0.0293188669562103,0.00293188669562103,0.987253502076583,0.998746497923417
Structural perturbation,60,40,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.1775,0.126006052444021,0.0126006052444021,0.152802813720972,0.202197186279028
Structural perturbation,60,40,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.166,0.118679604333889,0.0118679604333889,0.142738797550558,0.189261202449442
Structural perturbation,60,40,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.1985,0.121533758871577,0.0121533758871577,0.174679383261171,0.222320616738829
Structural perturbation,60,40,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.857,0.0738617326872011,0.00738617326872011,0.842523100393309,0.871476899606691
Structural perturbation,60,40,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.8675,0.0776468956497322,0.00776468956497322,0.852281208452653,0.882718791547348
Structural perturbation,60,40,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.873,0.0763498063474488,0.00763498063474488,0.8580354379559,0.8879645620441
Structural perturbation,80,40,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.319,0.155013847540447,0.0155013847540447,0.288617285882072,0.349382714117928
Structural perturbation,80,40,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.3135,0.158090723218274,0.0158090723218274,0.282514218249218,0.344485781750782
