experiment,samples_per_group,signal_taxa_percent,covariate_structure,target_effect,method,measure,replications,estimate,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
Abundance perturbation,120,20,Confounded,0.8,DASRA,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
Abundance perturbation,120,20,Confounded,0.8,LinDA,Power after Benjamini-Hochberg adjustment,100,0.823,0.128593793148673,0.0128593793148673,0.79779561654286,0.84820438345714
Abundance perturbation,120,20,Confounded,0.8,ZINQ,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
Abundance perturbation,120,20,Confounded,0.8,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.1,0.139985569241831,0.0139985569241831,0.072562828428601,0.127437171571399
Abundance perturbation,60,40,Confounded,0.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.0275,0.0428616519994413,0.00428616519994413,0.0190991162081095,0.0359008837918905
Abundance perturbation,60,40,Confounded,0.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.0605,0.0652481665054523,0.00652481665054523,0.0477113593649314,0.0732886406350687
Abundance perturbation,60,40,Confounded,0.4,corncob,Power after Benjamini-Hochberg adjustment,100,0.222,0.111309923142095,0.0111309923142095,0.200183255064149,0.243816744935851
Abundance perturbation,60,40,Confounded,0.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.2925,0.125,0.0125,0.268,0.317
Abundance perturbation,60,40,Confounded,0.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.5145,0.122946773405849,0.0122946773405849,0.490402432412454,0.538597567587546
Abundance perturbation,60,40,Confounded,0.4,DASRA,Power after Benjamini-Hochberg adjustment,100,0.39,0.122886167248434,0.0122886167248434,0.365914311219307,0.414085688780693
Abundance perturbation,60,40,Confounded,0.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0325,0.043446821087696,0.0043446821087696,0.0239844230668116,0.0410155769331884
Abundance perturbation,60,40,Confounded,0.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.2265,0.134737867466028,0.0134737867466028,0.200091377976659,0.252908622023342
Abundance perturbation,60,40,Confounded,0.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0,0,0,0,0
Abundance perturbation,60,40,Confounded,0.8,edgeR,Power after Benjamini-Hochberg adjustment,100,0.6255,0.109289486773394,0.0109289486773394,0.604079260592415,0.646920739407585
Abundance perturbation,60,40,Confounded,0.8,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.775,0.101129979369486,0.0101129979369486,0.755178524043581,0.794821475956419
Abundance perturbation,60,40,Confounded,0.8,corncob,Power after Benjamini-Hochberg adjustment,100,0.916,0.0658587407818714,0.00658587407818714,0.903091686806753,0.928908313193247
Abundance perturbation,60,40,Confounded,0.8,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.938,0.0611836117227019,0.00611836117227019,0.92600801210235,0.94999198789765
Abundance perturbation,60,40,Confounded,0.8,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.9815,0.0298607881119482,0.00298607881119482,0.975647285530058,0.987352714469942
Abundance perturbation,60,40,Confounded,0.8,DASRA,Power after Benjamini-Hochberg adjustment,100,0.9675,0.0462617716387031,0.00462617716387031,0.958432692758814,0.976567307241186
Abundance perturbation,60,40,Confounded,0.8,LinDA,Power after Benjamini-Hochberg adjustment,100,0.3535,0.121907192717918,0.0121907192717918,0.329606190227288,0.377393809772712
Abundance perturbation,60,40,Confounded,0.8,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.937,0.0592972311002935,0.00592972311002935,0.925377742704342,0.948622257295657
Abundance perturbation,60,40,Confounded,0.8,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.0055,0.017254775360093,0.0017254775360093,0.00211806402942177,0.00888193597057823
Abundance perturbation,80,40,Confounded,0.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.077,0.087738131949454,0.0087738131949454,0.059803326137907,0.094196673862093
Abundance perturbation,80,40,Confounded,0.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.118,0.0960113629638795,0.00960113629638795,0.0991817728590796,0.13681822714092
Abundance perturbation,80,40,Confounded,0.4,corncob,Power after Benjamini-Hochberg adjustment,100,0.3685,0.160751863492034,0.0160751863492034,0.336992634755561,0.400007365244439
Abundance perturbation,80,40,Confounded,0.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.432,0.144515910836311,0.0144515910836311,0.403674881476083,0.460325118523917
Abundance perturbation,80,40,Confounded,0.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.6685,0.123839053255066,0.0123839053255066,0.644227545562007,0.692772454437993
Abundance perturbation,80,40,Confounded,0.4,DASRA,Power after Benjamini-Hochberg adjustment,100,0.5115,0.143522602309662,0.0143522602309662,0.483369569947306,0.539630430052694
Abundance perturbation,80,40,Confounded,0.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.0545,0.0659411277067076,0.00659411277067076,0.0415755389694853,0.0674244610305147
Abundance perturbation,80,40,Confounded,0.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.38,0.135773132225575,0.0135773132225575,0.353388466083787,0.406611533916213
Abundance perturbation,80,40,Confounded,0.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
Abundance perturbation,80,40,Confounded,0.8,edgeR,Power after Benjamini-Hochberg adjustment,100,0.761,0.0833575722324304,0.00833575722324304,0.744661915842444,0.777338084157556
Abundance perturbation,80,40,Confounded,0.8,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.9105,0.0667783155997771,0.00667783155997771,0.897411450142444,0.923588549857556
Abundance perturbation,80,40,Confounded,0.8,corncob,Power after Benjamini-Hochberg adjustment,100,0.9725,0.039167472590032,0.0039167472590032,0.964823175372354,0.980176824627646
Abundance perturbation,80,40,Confounded,0.8,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.983,0.032737091680801,0.0032737091680801,0.976583530030563,0.989416469969437
Abundance perturbation,80,40,Confounded,0.8,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.994,0.0178093154605032,0.00178093154605032,0.990509374169741,0.997490625830259
Abundance perturbation,80,40,Confounded,0.8,DASRA,Power after Benjamini-Hochberg adjustment,100,0.9955,0.0160412977131912,0.00160412977131912,0.992355905648215,0.998644094351785
Abundance perturbation,80,40,Confounded,0.8,LinDA,Power after Benjamini-Hochberg adjustment,100,0.493,0.128711563842052,0.0128711563842052,0.467772533486958,0.518227466513042
Abundance perturbation,80,40,Confounded,0.8,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9785,0.0384385906677814,0.00384385906677814,0.970966036229115,0.986033963770885
Abundance perturbation,80,40,Confounded,0.8,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.0105,0.0259126348807806,0.00259126348807806,0.00542112356336701,0.015578876436633
Abundance perturbation,120,40,Confounded,0.4,edgeR,Power after Benjamini-Hochberg adjustment,100,0.284,0.140324299716439,0.0140324299716439,0.256496437255578,0.311503562744422
Abundance perturbation,120,40,Confounded,0.4,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.3245,0.141331153499485,0.0141331153499485,0.296799093914101,0.352200906085899
Abundance perturbation,120,40,Confounded,0.4,corncob,Power after Benjamini-Hochberg adjustment,100,0.6215,0.134324911383488,0.0134324911383488,0.595172317368836,0.647827682631164
Abundance perturbation,120,40,Confounded,0.4,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.7065,0.102409112205049,0.0102409112205049,0.686427814007811,0.72657218599219
Abundance perturbation,120,40,Confounded,0.4,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,0.856,0.0820445801458764,0.00820445801458764,0.839919262291408,0.872080737708592
Abundance perturbation,120,40,Confounded,0.4,DASRA,Power after Benjamini-Hochberg adjustment,100,0.7415,0.0942956343987709,0.00942956343987709,0.723018055657841,0.759981944342159
Abundance perturbation,120,40,Confounded,0.4,LinDA,Power after Benjamini-Hochberg adjustment,100,0.1285,0.0990497783231169,0.00990497783231168,0.109086243448669,0.147913756551331
Abundance perturbation,120,40,Confounded,0.4,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.659,0.136029557097127,0.0136029557097127,0.632338206808963,0.685661793191037
Abundance perturbation,120,40,Confounded,0.4,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,5e-04,0.005,5e-04,0,0.00148
Abundance perturbation,120,40,Confounded,0.8,edgeR,Power after Benjamini-Hochberg adjustment,100,0.844,0.0513848619770846,0.00513848619770846,0.833928567052491,0.854071432947509
Abundance perturbation,120,40,Confounded,0.8,DESeq2,Power after Benjamini-Hochberg adjustment,100,0.9835,0.0310221491417622,0.00310221491417622,0.977419658768215,0.989580341231785
Abundance perturbation,120,40,Confounded,0.8,corncob,Power after Benjamini-Hochberg adjustment,100,0.997,0.0119341628287971,0.00119341628287971,0.994660904085556,0.999339095914444
Abundance perturbation,120,40,Confounded,0.8,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.9985,0.00857233039988827,0.000857233039988827,0.996819823241622,1
Abundance perturbation,120,40,Confounded,0.8,metagenomeSeq,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
Abundance perturbation,120,40,Confounded,0.8,DASRA,Power after Benjamini-Hochberg adjustment,100,1,0,0,1,1
Abundance perturbation,120,40,Confounded,0.8,LinDA,Power after Benjamini-Hochberg adjustment,100,0.7075,0.116205799677933,0.0116205799677933,0.684723663263125,0.730276336736875
Abundance perturbation,120,40,Confounded,0.8,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.9985,0.00857233039988827,0.000857233039988827,0.996819823241622,1
Abundance perturbation,120,40,Confounded,0.8,ANCOM-BC2,Power after Benjamini-Hochberg adjustment,100,0.0775,0.0805207169527561,0.00805207169527561,0.0617179394772598,0.0932820605227402
Abundance perturbation,60,20,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.01,0.1,0.01,0,0.0296
Abundance perturbation,60,20,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.005,0.05,0.005,0,0.0148
Abundance perturbation,60,20,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0422619047619048,0.104116785280807,0.0104116785280807,0.0218550148468665,0.062668794676943
Abundance perturbation,60,20,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.024,0.0791126432719638,0.00791126432719638,0.00849392191869511,0.0395060780813049
Abundance perturbation,60,20,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.123520923520924,0.141063343046991,0.0141063343046991,0.0958725082837132,0.151169338758134
Abundance perturbation,60,20,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0576111111111111,0.116145213409955,0.0116145213409955,0.03484664928276,0.0803755729394622
Abundance perturbation,60,20,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.12625,0.28324512144351,0.028324512144351,0.070733956197072,0.181766043802928
Abundance perturbation,60,20,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0435,0.113729131606559,0.0113729131606559,0.0212090902051144,0.0657909097948856
Abundance perturbation,60,20,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,20,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.00601190476190476,0.0298099059757869,0.00298099059757869,0.000169163190650527,0.011854646333159
Abundance perturbation,60,20,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.00854545454545455,0.0302429155792413,0.00302429155792413,0.00261784309192325,0.0144730659989858
Abundance perturbation,60,20,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.0521334498834499,0.0632580254012217,0.00632580254012217,0.0397348769048104,0.0645320228620893
Abundance perturbation,60,20,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0231010101010101,0.0438770243426873,0.00438770243426873,0.0145011133298434,0.0317009068721768
Abundance perturbation,60,20,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.102857725607726,0.0884471101150744,0.00884471101150744,0.085522092025171,0.12019335919028
Abundance perturbation,60,20,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.0558416028416028,0.0680716885706427,0.00680716885706427,0.0424995518817569,0.0691836538014488
Abundance perturbation,60,20,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.0492197802197802,0.0816017190456751,0.00816017190456751,0.0332258432868279,0.0652137171527325
Abundance perturbation,60,20,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0526587024087024,0.0676663347668947,0.00676663347668947,0.039396100794391,0.0659213040230138
Abundance perturbation,60,20,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,20,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.00333333333333333,0.0333333333333333,0.00333333333333333,0,0.00986666666666667
Abundance perturbation,80,20,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.0131666666666667,0.0592363960524604,0.00592363960524604,0.00155633304038442,0.0247770002929489
Abundance perturbation,80,20,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0431666666666667,0.100506433674052,0.0100506433674052,0.0234674056665526,0.0628659276667808
Abundance perturbation,80,20,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0414285714285714,0.0978671514854913,0.00978671514854913,0.0222466097374151,0.0606105331197277
Abundance perturbation,80,20,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.112730963480964,0.119842259540269,0.0119842259540269,0.0892418806110708,0.136220046350856
Abundance perturbation,80,20,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0515873015873016,0.100608481734565,0.0100608481734565,0.0318680391673268,0.0713065640072764
Abundance perturbation,80,20,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.063452380952381,0.160551018917474,0.0160551018917474,0.031984381244556,0.0949203806602059
Abundance perturbation,80,20,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0517896825396825,0.109963546070063,0.0109963546070063,0.0302368275099502,0.0733425375694149
Abundance perturbation,80,20,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,20,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.0168015873015873,0.0444630943313926,0.00444630943313926,0.00808682081263436,0.0255163537905402
Abundance perturbation,80,20,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.0112020202020202,0.0305574110191068,0.00305574110191068,0.00521276764227527,0.0171912727617651
Abundance perturbation,80,20,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.045948717948718,0.06877791081238,0.006877791081238,0.0324682474294915,0.0594291884679444
Abundance perturbation,80,20,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0125757575757576,0.0335050672537818,0.00335050672537818,0.00600876439401635,0.0191427507574988
Abundance perturbation,80,20,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.101428571428571,0.0877778455675613,0.00877778455675613,0.0842241136973294,0.118633029159813
Abundance perturbation,80,20,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.0433949383949384,0.0712595707096456,0.00712595707096456,0.0294280625358479,0.0573618142540289
Abundance perturbation,80,20,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.05770670995671,0.0763671347261746,0.00763671347261746,0.0427387515503797,0.0726746683630402
Abundance perturbation,80,20,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0388729603729604,0.0645438743579551,0.00645438743579551,0.0262223609988012,0.0515235597471196
Abundance perturbation,80,20,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,20,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.00392857142857143,0.028668216293276,0.0028668216293276,0,0.00954754182205352
Abundance perturbation,120,20,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.00994047619047619,0.0367032290706194,0.00367032290706194,0.0027466432926348,0.0171343090883176
Abundance perturbation,120,20,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0391294816294816,0.0698809947294155,0.00698809947294155,0.0254328066625162,0.0528261565964471
Abundance perturbation,120,20,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0258066378066378,0.061092188829336,0.0061092188829336,0.013832568796088,0.0377807068171876
Abundance perturbation,120,20,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.12157523032523,0.097768861229196,0.0097768861229196,0.102412533524308,0.140737927126153
Abundance perturbation,120,20,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0442218337218337,0.0711424714610219,0.00711424714610219,0.0302779093154734,0.058165758128194
Abundance perturbation,120,20,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.107981240981241,0.204003991197964,0.0204003991197964,0.06799645870644,0.147966023256042
Abundance perturbation,120,20,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0447680375180375,0.0780323397631925,0.00780323397631925,0.0294736989244518,0.0600623761116233
Abundance perturbation,120,20,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,20,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.0126709956709957,0.0365361658356195,0.00365361658356196,0.00550990716721424,0.0198320841747771
Abundance perturbation,120,20,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.0096969696969697,0.0324120680066935,0.00324120680066935,0.00334420436765776,0.0160497350262816
Abundance perturbation,120,20,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.0465850815850816,0.0643478144892053,0.00643478144892053,0.0339729099451973,0.0591972532249658
Abundance perturbation,120,20,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.00621212121212121,0.0256710045196922,0.00256710045196922,0.00118060432626153,0.0112436380979809
Abundance perturbation,120,20,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.102124958374958,0.0870740838847801,0.00870740838847801,0.0850584379335415,0.119191478816375
Abundance perturbation,120,20,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.0336363636363636,0.0520685449411677,0.00520685449411677,0.0234309288278948,0.0438417984448325
Abundance perturbation,120,20,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.0590573038073038,0.0753465656384327,0.00753465656384327,0.044289376942171,0.0738252306724366
Abundance perturbation,120,20,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0396713286713287,0.0561571652937597,0.00561571652937597,0.0286645242737518,0.0506781330689056
Abundance perturbation,120,20,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.005,0.05,0.005,0,0.0148
Abundance perturbation,60,40,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.005,0.05,0.005,0,0.0148
Abundance perturbation,60,40,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0331070041070041,0.0719563665781424,0.00719563665781424,0.0190035562576882,0.04721045195632
Abundance perturbation,60,40,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0203216505716506,0.0470177651828106,0.00470177651828106,0.0111061685958197,0.0295371325474815
Abundance perturbation,60,40,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.0883358865077131,0.075762687847647,0.0075762687847647,0.0734863996895743,0.103185373325852
Abundance perturbation,60,40,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0381296187472658,0.0595717459798147,0.00595717459798147,0.0264535565352221,0.0498056809593095
Abundance perturbation,60,40,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.0868571428571429,0.229085790905035,0.0229085790905035,0.041956327839756,0.13175795787453
Abundance perturbation,60,40,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.048255772005772,0.105174157078832,0.0105174157078832,0.027641637218321,0.068869906793223
Abundance perturbation,60,40,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,40,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.00565852508344768,0.0182162022709879,0.00182162022709879,0.00208814943833406,0.00922890072856131
Abundance perturbation,60,40,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.0139438915917244,0.0258949656212965,0.00258949656212965,0.0088684783299503,0.0190193048534985
Abundance perturbation,60,40,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.0336293377208036,0.04019949273462,0.004019949273462,0.0257502371448181,0.0415084382967891
Abundance perturbation,60,40,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.0113000683526999,0.0217849461524447,0.00217849461524447,0.00703021890682077,0.0155699177985791
Abundance perturbation,60,40,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.0837976091414307,0.052543450527276,0.0052543450527276,0.0734990928380846,0.0940961254447767
Abundance perturbation,60,40,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.0352872101201621,0.0353373641653956,0.00353373641653956,0.0283610867437445,0.0422133334965796
Abundance perturbation,60,40,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.0536610472860473,0.0770617267458538,0.00770617267458538,0.0385569488438599,0.0687651457282346
Abundance perturbation,60,40,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0398850139181947,0.0447798223355504,0.00447798223355504,0.0311081687404268,0.0486618590959626
Abundance perturbation,60,40,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,40,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.00665909090909091,0.035098003286665,0.0035098003286665,0,0.0135382995532772
Abundance perturbation,80,40,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.0208168498168498,0.070971621419136,0.0070971621419136,0.00690641201869917,0.0347272876150005
Abundance perturbation,80,40,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0375241841491842,0.0601517775721298,0.00601517775721298,0.0257344357450467,0.0493139325533216
Abundance perturbation,80,40,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0147247197247197,0.0353525931566262,0.00353525931566262,0.00779561146602098,0.0216538279834185
Abundance perturbation,80,40,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.077204489524923,0.0675518266167135,0.00675518266167135,0.0639643315080471,0.0904446475417988
Abundance perturbation,80,40,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0349012739496486,0.0510107209850059,0.00510107209850059,0.0249031726365874,0.0448993752627097
Abundance perturbation,80,40,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.0675,0.149637140608898,0.0149637140608898,0.0381711204406559,0.0968288795593441
Abundance perturbation,80,40,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0305794760794761,0.0583148598644945,0.00583148598644945,0.0191497635460351,0.042009188612917
Abundance perturbation,80,40,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,80,40,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.0102768256425377,0.0247018330253831,0.00247018330253831,0.00543526636956263,0.0151183849155128
Abundance perturbation,80,40,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.0161023391812866,0.0273354652886909,0.00273354652886909,0.0107445879847031,0.02146009037787
Abundance perturbation,80,40,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.038089180461034,0.0408228815555105,0.00408228815555105,0.0300878956761539,0.0460904652459141
Abundance perturbation,80,40,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.00523809523809524,0.0149745732254867,0.00149745732254867,0.00230307888589985,0.00817311159029063
Abundance perturbation,80,40,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.086233788651741,0.0572768351269978,0.00572768351269978,0.0750075289668494,0.0974600483366325
Abundance perturbation,80,40,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.0358883869753435,0.0392318194447771,0.00392318194447771,0.0281989503641672,0.0435778235865198
Abundance perturbation,80,40,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.0419804052156993,0.0599072917537628,0.00599072917537628,0.0302385760319618,0.0537222343994368
Abundance perturbation,80,40,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0305575945793337,0.0380284051703767,0.00380284051703767,0.0231040271659399,0.0380111619927275
Abundance perturbation,80,40,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,40,Unconfounded,0.4,edgeR,Empirical false discovery rate,100,0.00611544011544012,0.0275344086085421,0.00275344086085421,0.000718696028165866,0.0115121842027144
Abundance perturbation,120,40,Unconfounded,0.4,DESeq2,Empirical false discovery rate,100,0.0104955322455322,0.030502264844523,0.0030502264844523,0.00451708833600574,0.0164739761550588
Abundance perturbation,120,40,Unconfounded,0.4,corncob,Empirical false discovery rate,100,0.0357256456563732,0.0465009245851279,0.00465009245851279,0.0266114644376882,0.0448398268750583
Abundance perturbation,120,40,Unconfounded,0.4,MaAsLin 3,Empirical false discovery rate,100,0.0171213020295838,0.0314515240152854,0.00314515240152854,0.0109568033225878,0.0232858007365797
Abundance perturbation,120,40,Unconfounded,0.4,metagenomeSeq,Empirical false discovery rate,100,0.0794515884168428,0.0635255861368511,0.00635255861368511,0.06700057353402,0.0919026032996656
Abundance perturbation,120,40,Unconfounded,0.4,DASRA,Empirical false discovery rate,100,0.0331179664848395,0.0490462411477114,0.00490462411477114,0.0235049032198881,0.042731029749791
Abundance perturbation,120,40,Unconfounded,0.4,LinDA,Empirical false discovery rate,100,0.0748769841269841,0.145907115194504,0.0145907115194504,0.0462791895488613,0.103474778705107
Abundance perturbation,120,40,Unconfounded,0.4,ZINQ,Empirical false discovery rate,100,0.0340322903790396,0.0438135877876067,0.00438135877876067,0.0254448271726687,0.0426197535854105
Abundance perturbation,120,40,Unconfounded,0.4,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,120,40,Unconfounded,0.8,edgeR,Empirical false discovery rate,100,0.00848171900339083,0.0240125210159252,0.00240125210159252,0.00377526488426949,0.0131881731225122
Abundance perturbation,120,40,Unconfounded,0.8,DESeq2,Empirical false discovery rate,100,0.0123268398268398,0.0245857007135193,0.00245857007135193,0.00750804248699004,0.0171456371666896
Abundance perturbation,120,40,Unconfounded,0.8,corncob,Empirical false discovery rate,100,0.039085827216262,0.0403733264153981,0.00403733264153981,0.031172655238844,0.04699899919368
Abundance perturbation,120,40,Unconfounded,0.8,MaAsLin 3,Empirical false discovery rate,100,0.00480952380952381,0.0145044185680504,0.00145044185680504,0.00196665777018593,0.00765238984886169
Abundance perturbation,120,40,Unconfounded,0.8,metagenomeSeq,Empirical false discovery rate,100,0.0960188326166587,0.062486326946356,0.0062486326946356,0.0837715125351729,0.108266152698144
Abundance perturbation,120,40,Unconfounded,0.8,DASRA,Empirical false discovery rate,100,0.032008281573499,0.0356276450340138,0.00356276450340138,0.0250252631468323,0.0389913000001657
Abundance perturbation,120,40,Unconfounded,0.8,LinDA,Empirical false discovery rate,100,0.0431144661152401,0.0457046860677054,0.00457046860677054,0.0341563476459698,0.0520725845845104
Abundance perturbation,120,40,Unconfounded,0.8,ZINQ,Empirical false discovery rate,100,0.0378978919631094,0.037654538884601,0.0037654538884601,0.0305176023417276,0.0452781815844911
Abundance perturbation,120,40,Unconfounded,0.8,ANCOM-BC2,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,20,Confounded,0.4,edgeR,Empirical false discovery rate,100,0,0,0,0,0
Abundance perturbation,60,20,Confounded,0.4,DESeq2,Empirical false discovery rate,100,0,0,0,0,0
