"source_feature","pi0","mu","sigma","expected_absolute_abundance","expected_detection_at_1500","within_pi0_range","passes_detection"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bergensis",0.97907949790795,-2.4230994313433,0.622030802629575,0.00225036262039661,0.000455517817797326,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia",0.903765690376569,-0.406494634340712,1.87457396453388,0.371409446298293,0.0223815322228015,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis",0.891213389121339,-2.02861391090933,1.46155859999815,0.0416312515652389,0.00577551120077101,TRUE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0.698744769874477,3.24177305636149,3.87675862912604,14137.7578318016,0.194275837659777,TRUE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens",0.924686192468619,-0.881069044673739,1.83387268678752,0.167693675668696,0.0131053059008994,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola",0.887029288702929,-2.05973952262363,1.23975456621844,0.0310588801500408,0.00455172476061768,TRUE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica",0.765690376569038,-1.17272685322676,1.27148102294538,0.162755416300342,0.0207555403546655,TRUE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis",0.928870292887029,-2.19157067362577,1.38106503484316,0.0206270787024228,0.0033400324416886,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens",0.97907949790795,-1.00823696501638,1.49242243602947,0.023246510581423,0.00309566517211103,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae",0.98744769874477,-1.37258642919989,2.09744942289034,0.0287019374458276,0.00204492783895467,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea",0.94560669456067,0.54708456749044,4.60904259120246,3855.31184657784,0.02348661380296,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis",0.912133891213389,-0.412660326810689,2.03553599041584,0.461673172588021,0.0200847414912473,FALSE,FALSE
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",0.267782426778243,2.70778713448121,1.73240397778258,49.2407398993602,0.507181191618854,TRUE,TRUE
